,Type,Jewelry,Clothing,Eye Color,DNA,Back,Hair,Mouth,Eyewear,Accessories,Facial Feature,Helmet,Rarity score,Token Id
646,None,GLD Two Piece,YLLW BLW UP JCKT,None,Angel,Sword,WHT BWLCUT,None,SPiKED BILLIONAIRE,None,None,None,47.83305343274867,647
647,Divine,None,PNK POLO,None,Angel,None,RTFKT TECH Cap,None,None,None,None,None,20.324851852417687,648
648,None,None,IRI BLW UP JCKT,None,Robot,None,BLCK Shape Up,MAD,None,None,None,None,14.26246760913018,649
649,None,None,PNK ORNG Fur Coat,YLLW,Human,None,BRWN Unkept,None,None,None,None,None,8.035595548814232,650
650,None,None,PNK ORNG Fur Coat,BRWN,Human,Robotic Arms,PURP Curtains,None,VSN Glasses,None,Angry TAT,None,51.93408486614176,651
651,MURAKAMI DRIP,None,WHT KBA JCKT,None,Demon,None,NVY DRDZ,Jagged RNBW,None,PTRA Earring,None,None,43.874749287686825,652
652,None,None,BLCK PIN BKR JCKT,PNK-BLU,Human,None,BRWN 1 Horn,None,None,SLVR Round,None,None,23.92007582205234,653
653,None,None,RCS Tee,PNK,Human,None,BLCK Curtains,None,Cyborg V1,None,None,None,20.76599197139726,654
654,None,None,RCS Tee,None,Robot,None,PIRATE,Alien,None,SLVR Round,None,None,29.952683465619323,655
655,None,None,HVY MTL HOODIE,BRWN,Human,None,BLU Head Scarf,None,None,None,None,None,8.012880490862397,656
656,None,S-PDLCK,GRN Fur Coat,None,Robot,None,PURP Shape Up,None,BTC,None,None,None,27.198929332871185,657
657,MURAKAMI DRIP,None,MONO Fur Coat,HALF-OPEN,Human,None,BLCK BRDZ,None,None,None,None,None,18.7305160034661,658
658,None,None,BLU ORNG BNDN Shirt,None,Robot,None,BLU Shape Up,None,None,None,None,None,3.5977511933628623,659
659,None,None,ORNG FRSH Shirt,YLLW,Human,None,BLCK BWLCUT,None,None,None,HRUS TAT,None,22.537400829174366,660
660,None,GPURP Two Piece,BLCK-BLK Waistcoat,None,Robot,None,BLCK Stylish,None,None,None,None,None,14.241624365585201,661
661,None,None,WHT Utility Vest,BLCK Surprised,Human,None,BLU Stylish,None,None,None,None,None,8.25987024410488,662
662,None,None,PURP VARSITY JCKT,None,Demon,None,PURP Cyber Cat,None,None,None,None,None,7.847195783858611,663
663,None,None,SPACE TRIP Tee,BLU,Human,None,WHT BWLCUT,None,None,None,BIRTHMRK,None,22.390707482102147,664
664,None,None,SPACE TRIP Tee,None,Angel,None,META LEOPARD TECH Cap,None,None,None,None,None,7.528235557663009,665
665,None,None,BLCK GM Tee,None,Robot,None,WHT Curtains,None,RD LAZER,None,None,None,16.63397548431127,666
666,ICE,RBY CBLE,None,None,Demon,None,TECH Cap,None,Drip Scouter,None,None,None,43.63537815607257,667
667,MK1,None,GRNDT Fur Coat,None,Robot,None,BLCK Curtains,RNBW GRILLS,Assault Glasses,None,None,None,39.1469105730776,668
668,None,None,SD Tee,PNK,Human,None,RD Long,None,None,None,Slash Scar,None,22.569572189522084,669
669,None,None,FRSH Shirt,BLU-PURP,Human,None,Fro,None,VSN Glasses,GLD Round,333 VSN TAT,None,51.506361792673985,670
670,Divine,BLCK-RD ZK-BEADZ,BLU Waistcoat,None,Angel,None,YU-BLU,None,None,None,None,None,30.8650907465557,671
671,None,SLVR CBLE,BLU GRNG Dress,None,Robot,None,BLCK Ponytail,None,None,None,None,None,14.349514428541596,672
672,None,None,BLU BLW UP JCKT,CLSD BLU,Human,None,None,None,None,None,None,BLU SAMURAI,27.02968362740649,673
673,None,SLVR G-Link,V1 WHT SKL GRL,None,Robot,None,PNK MoHWK,Pilot Mask,None,None,None,None,24.88522371574307,674
674,None,S-HIRE G-Link,Job Tee,CLSD BLU,Human,None,WHT Quiff,None,None,Cross Earring,Angry TAT,None,49.602540342073794,675
675,None,None,BLCK TCTL Vest,PNK-BLU,Human,None,YU-BLU,None,None,None,333 TAT,None,22.793863132628232,676
676,None,None,PURP CAMO PFA JCKT,None,Reptile,None,PNK Ponytail,SMILE,Assault Glasses,None,None,None,32.215583807687814,677
677,None,SLVR CBLE,BONE PFA JCKT,None,Angel,None,BLU Shape Up,SMILE,None,None,None,None,28.178582954287958,678
678,None,None,RTFKT CHROME Tee,YLLW,Human,None,BRWN 2 Horns,Angry,Drip Scouter,None,BCODE TAT,None,45.6188068785762,679
679,STONED,None,PNK Waistcoat,BLU,Human,None,NEON Cap,INFCTD,None,None,None,None,31.34414951464084,680
680,None,None,V1 BLU SKL GRL,BLCK Surprised,Human,None,BLCK Stylish,None,None,None,None,None,8.399935255888,681
681,None,None,BLCK GM Tee,CLSD PURP,Human,None,RD Stylish,None,None,None,None,None,8.56369825344769,682
682,None,None,WAGMI Tee,YLLW,Human,None,BRWN 2 Horns,None,None,None,None,None,7.904996586980065,683
683,None,RBY CBLE,JS Tee,BRWN,Human,None,PIRATE,None,None,None,None,None,18.462630534725076,684
684,None,None,SPACE TRIP Tee,PNK-BLU,Human,None,YU-RD,None,ZK VR,None,None,None,21.187126866021906,685
685,STONED,None,BLU Waistcoat,PNK-BLU,Human,None,BLND BWLCUT,MAD,None,None,None,None,31.37916804698333,686
686,None,S-HIRE G-Link,CAMO BBL Vest,YLLW,Human,None,BLND Quiff,Gas Mask,None,None,None,None,29.13355906750575,687
687,None,PURP G-Link,WHT KBA JCKT,YLLW,Human,None,BLCK Shape Up,None,None,None,None,None,18.50805914720751,688
688,None,None,Blade Melt Tee,BLU-PURP,Human,None,BLND Flower Wreath,None,None,None,None,None,8.192701546381409,689
689,None,None,BLCK-BLK Waistcoat,CLSD BRWN,Human,None,Kawaii,None,Kawaii Patch,None,SWRD TAT,None,36.660291800694715,690
690,MURAKAMI DRIP,RBY CBLE,MONO Tee,None,Robot,SPLASH,RD Pigtails,Lollipop,None,None,None,None,51.38512176844716,691
691,None,None,IRI BLW UP JCKT,PNK-BLU,Human,None,Brain Machine,TCTL SMILE,Aviator,None,None,None,31.796454955004577,692
692,MURAKAMI DRIP,None,STRIPE Tee,None,Robot,None,DOB Hat,Jagged RNBW,3RD Eye,None,None,None,37.06606670434852,693
693,None,None,BLU BLW UP JCKT,None,Robot,None,PURP Shape Up,GLD GRILLZ,Aviator,None,None,None,27.25761999668994,694
694,MK1,SG-PDLCK,PNK BBL Vest,None,Robot,None,None,Lollipop,None,None,None,None,36.45189443075083,695
695,MURAKAMI DRIP,None,GRNDT Fur Coat,RNBW,Murakami,None,WHT Turban,Jagged RNBW,None,None,None,None,38.422480122595395,696
696,None,None,PURP KBA JCKT,None,Robot,None,BLND BWLCUT,FANGZ,Drip Scouter,None,None,None,27.34846553387299,697
697,MURAKAMI DRIP,None,BLCK Tee,None,Angel,PNK UNDRWRLD WINGZ,WHT Otaku,None,Eye Patch,None,None,None,47.12517982608523,698
698,None,CYN Two Piece,WHT PNK Fur Coat,BLU-PURP,Human,None,None,GLD GRILLS,None,Cross Earring,WEBZ TAT,None,59.50985557244418,699
699,ICE,GPURP Two Piece,PURP Utility Vest,None,Demon,None,PURP Head Scarf,None,None,None,None,None,30.622840345955538,700
700,None,None,CAMO BBL Vest,None,Robot,None,PIRATE,TCTL SMILE,None,None,None,None,14.297493028132521,701
701,None,None,SPACE TRIP Tee,PURP,Human,Energy Wings,DRIP,None,None,None,Sword VSN  TAT,None,39.101640241349145,702
702,None,None,FRSH Shirt,GRN,Human,None,BLCK BRDZ,None,None,None,STARZ TAT,None,22.584713718800764,703
703,None,MRBLE G-Link,WHT PNK Fur Coat,None,Human,None,BLCK Beanie,None,Cyber Eyes,None,STARZ TAT,None,38.30140904117887,704
704,MK-BLCK,None,BLCK Tech JCKT,None,Robot,None,BLCK Samurai,None,None,None,None,None,16.20614755719444,705
705,None,None,WHT KBA JCKT,PNK,Human,None,BLU Curtains,None,BILLIONAIRE,None,None,None,20.801006332824045,706
706,None,None,GRDNT PFA JCKT,None,Robot,Sword,BLCK Stylish,None,None,None,None,None,20.25654533559463,707
707,MK-BLCK,None,RTFKT CHROME Tee,None,Robot,None,WHT Horn Headband,None,None,None,None,None,16.106785140243307,708
708,None,None,BLCK Utility Vest,BLCK Surprised,Human,None,PIRATE,Goatee,Cyber Bindi,GLD STUD,None,None,47.98931479916098,709
709,None,SG-PDLCK,None,BRWN,Human,None,Fro,None,BILLIONAIRE,None,VSN TAT,None,45.9140155851489,710
710,None,None,GM MONO HOODIE,None,Robot,None,YLLW Spiked,Lollipop,None,None,None,None,14.282350625958943,711
711,None,SLVR CBLE,CAMO BBL Vest,PNK,Human,None,CYBR DRDZ,TCTL SMILE,Assault Glasses,None,None,None,41.891595702231136,712
712,MURAKAMI DRIP,SLVR CBLE,LIME GANG,GRN,Human,None,PNK Pigtails,Organism M78.8,DRIP VISION,SLVR Round,TRi TAT,None,82.57472447453377,713
713,None,None,JS Tee,None,Human,None,WHT BWLCUT,None,Cyber Eyes,None,None,None,12.863165355284293,714
714,None,None,BLCK BKR JCKT,BRWN,Human,None,Witch,GLD GRILLS,None,None,None,None,18.592315629851967,715
715,MK1,GLD G-Link,NEON HOODIE,None,Robot,None,BLU Long,Cyber Jaw,None,None,None,None,37.03766079254643,716
716,None,GLD CBLE,THRML PFA JCKT,CLSD GRN,Human,None,BLND BWLCUT,None,None,SLVR STUD,369 VSN TAT,None,49.80126672780699,717
717,ICE,None,SD Tee,None,Demon,None,Tied Dip-Dye,None,None,None,None,None,19.969027375181415,718
718,None,None,BLCK VARSITY JCKT,PNK,Human,None,WHT Ponytail,None,None,None,None,None,8.055467071659999,719
719,None,GLD Two Piece,IRI Tech JCKT,BLU-PURP,Human,None,PNK Curtains,Bamboo,None,None,None,None,29.371096932436778,720
720,None,RNBW G-Link,RD BBL Vest,None,Demon,None,BRWN Floral Wreath,None,Eye Patch,None,None,None,31.244629404893526,721
721,None,S-PDLCK,FLOOR Tee,GRN,Human,None,BLCK Party Hat,None,Cyber Eye Patch,None,11-11 TAT,None,45.93672778172742,722
722,MURAKAMI DRIP,None,HVY MTL HOODIE,HALF-OPEN,Human,None,LoneSome Cowboy,WZRD,None,None,None,None,29.315260080583222,723
723,None,PURP Two Piece,RFX Tee,BLU,Human,None,FLME Head Scarf,None,None,None,None,None,18.4266695244226,724
724,MURAKAMI DRIP,None,GRN Fur Coat,AWAKEN,Robot,None,GRY KO2 Tiara,None,None,None,None,None,22.519519688172267,725
725,None,None,ORNG HiTECH Dress,BRWN,Human,None,GRN Stylish,None,None,None,None,None,8.06965860547245,726
726,MURAKAMI DRIP,None,GRDNT PFA JCKT,AWAKEN,Human,None,YU-RD,None,None,None,None,None,18.659535878624485,727
727,None,RNBW CBLE,LIME GANG,None,Robot,None,BLCK BRDZ,None,None,None,None,None,14.24636599924456,728
728,None,PNK ZK-BEADZ,BLCK TCTL Vest,CLSD BLU-PURP,Human,None,BLU Long,None,None,None,None,None,19.5670553714172,729
729,None,GLD CBLE,CLNX Tee,PURP,Human,None,PNK Curtains,None,SPiKED BILLIONAIRE,None,SMLY TAT,None,45.773019006472005,730
730,None,SG-PDLCK,SD Tee,BLU,Human,None,BLCK Bandana TECH Cap,ROBO,None,None,SWRD TAT,None,43.177444663401836,731
731,None,None,NEON HOODIE,BLCK Surprised,Human,None,BRWN Unkept,None,None,None,None,None,8.20119936521034,732
732,MURAKAMI DRIP,DRIP CHRM,GRN HAWAIIAN Shirt,CLSD GRN,Human,None,LoneSome Cowboy,SMILEY RNBW,Eye Patch,None,EKO TAT,None,67.36560073346223,733
733,None,None,MONO Tee,BLCK Surprised,Human,None,GRN Shape Up,Ghost,None,None,None,None,18.580002697726307,734
734,None,None,STRIPE Tee,None,Robot,None,RD Long,Bubble,None,None,None,None,14.398752234174573,735
735,None,CHRM,BLCK-BLK Waistcoat,BLU,Human,None,BRWN Stylish,None,None,None,BIRTHMRK,None,33.0359263697193,736
736,None,RNBW CBLE,PURP CAMO PFA JCKT,YLLW,Human,None,GRN BWLCUT,None,None,Cross Earring,EKO TAT,None,48.981760298347545,737
737,None,PURP ZK-BEADZ,BRWN TCTL Vest,BLU-PURP,Human,None,YLLW Spiked,Ramen,None,None,None,None,29.641747278283532,738
738,None,CHRM,THRML PFA JCKT,PURP,Human,None,PNK Beret Braids,GLD GRILLZ,None,RTFKT Earrings,STARVSN TAT,None,59.675447510700316,739
739,None,None,TRPPY HiTECH GOWN,BLU,Human,None,RD Stylish,None,None,None,None,None,8.107513980220027,740
740,MK1,None,CLNX HOODIE,None,Robot,None,WHT Horn Headband,None,None,None,None,None,15.79350820214204,741
741,MK1,None,FLOOR Tee,None,Robot,None,BRWN Unkept,None,None,None,None,None,15.454710257153833,742
742,None,None,NEON HOODIE,None,Demon,None,BRWN 2 Horns,None,None,None,None,None,7.6654906940442995,743
743,None,None,STRIPE Tee,None,Robot,None,DRIP,None,Cyber Bindi,None,None,None,16.606532566099787,744
744,None,None,BRWN HiTECH Gown,BLU-PURP,Human,None,BLU Braid,None,None,None,None,None,8.427406983231837,745
745,None,Bladez CHKR,CAMO BBL Vest,None,Angel,None,BLND Curtains,SMILE,None,None,None,None,28.498448604379185,746
746,None,None,STRIPED POLO,None,Angel,None,WHT Unkept,None,Drip Scouter,None,None,None,20.56052775155519,747
747,None,SG-PDLCK,WHT BKR JCKT,None,Robot,None,BRAINZ,None,Cyborg V2,None,None,None,27.356967720937163,748
748,None,DRIP CHRM,SPACE TRIP Tee,None,Robot,None,BRWN Unkept,FANGZ,Eye Patch,None,None,None,37.4598204564994,749
749,None,CHRM,STRIPE Tee,PURP,Human,None,PNK Shape Up,None,None,None,None,None,18.084084597214158,750
750,None,None,GRN Fur Coat,None,Robot,None,WHT Otaku,GLD GRILLZ,None,None,None,None,14.360897441543633,751
751,None,None,BLU BLW UP JCKT,YLLW,Human,None,WHT BWLCUT,None,None,None,WEBZ TAT,None,22.720044129373584,752
752,MURAKAMI DRIP,GPURP Two Piece,PURP KBA JCKT,None,Robot,SPLASH,PNK BWLCUT,SMILEY RNBW,None,None,None,None,51.447564791548906,753
753,None,GLD G-Link,BRWN TCTL Vest,None,Demon,None,WHT Otaku,None,Cyborg V1,None,None,None,31.330748197000375,754
754,MURAKAMI DRIP,None,JELLYFISH BLW UP JCKT,None,Reptile,None,BLND Hairclip,None,None,None,None,None,19.187475301902005,755
755,None,CYN Two Piece,Space PFA JCKT,None,Demon,None,BLCK Samurai,Pilot Mask,None,None,None,None,28.82778801564443,756
756,None,BLCK-GLD ZK-BEADZ,CLNX HOODIE,BLU-PURP,Human,None,PURP Curtains,None,None,None,None,None,18.747495111091915,757
757,None,None,SPACE TRIP Tee,None,Robot,Deity Arms,WHT Hairclip,Angry,None,None,None,None,30.53656569485994,758
758,MURAKAMI DRIP,None,WAGMI Tee,SPINNING,Human,None,WHT Unkept,None,None,None,None,None,18.42010709225821,759
759,None,None,PNK ORNG Fur Coat,None,Robot,None,BLND Curtains,None,None,None,None,None,3.6971255408644645,760
760,None,S-HIRE CBLE,GM MONO HOODIE,None,Robot,None,PURP Shape Up,GLD GRILLS,None,None,None,None,24.76977273295989,761
761,None,CHRM,BLCK VARSITY JCKT,YLLW,Human,None,WHT Otaku,Ramen,None,None,None,None,29.037980383963895,762
762,None,RBY CBLE,RTFKT CHROME Tee,PURP,Human,None,BRWN Unkept,None,None,None,333 VSN TAT,None,32.96684594407168,763
763,MURAKAMI DRIP,DRIP CHRM,JELLYFISH BLW UP JCKT,None,Robot,None,BLCK-GLD Turban,None,None,None,None,None,24.30599888392378,764
764,MK1,Blade CHKR,SD Tee,None,Robot,None,BLU Long,SFTY Mask,None,None,None,None,36.75849380890008,765
765,None,DRIP CHRM,BLCK Waistcoat,BRWN,Human,Robotic Arms,YU-BLCK,None,BILLIONAIRE,None,TRi War TAT,None,62.46772426476917,766
766,None,BLCK-RD ZK-BEADZ,JS Tee,BLU,Human,None,PNK Shape Up,INFCTD,None,Cross Earring,Band-Aid,None,59.48524857581329,767
767,STONED,SLVR G-Link,BRED KBA JCKT,BLU-PURP,Human,None,GRN DRDZ,None,None,None,None,None,31.177603752471384,768
768,None,CHRM,GRN Fur Coat,RD CRYSTL,Human,None,BLCK Shape Up,None,None,None,None,None,19.09198167732303,769
769,None,RD ZK-BEADZ,JS HOODIE,YLLW,Human,None,GRN DRDZ,None,Drip Scouter,None,None,None,31.497384540839263,770
770,MURAKAMI DRIP,GLD CBLE,FLOOR Tee,None,Reptile,GRN UNDRWRLD WINGZ,GRN Cyber Dreads,Jagged RNBW,VSN Glasses,PTRA Earring,None,None,84.91542916406202,771
771,MK-BLCK,SLVR G-Link,STRIPE Tee,None,Robot,None,GRN DRDZ,None,None,None,None,None,26.385958610141287,772
772,STONED,None,SPACE TRIP Tee,YLLW,Human,None,NEON Cap,None,None,None,None,None,20.426321768278697,773
773,None,None,CAMO BBL Vest,None,Demon,None,BLCK Shape Up,SPIDERZ,None,Cross Earring,None,None,33.928307725192965,774
774,None,None,WHT BKR JCKT,GRN,Human,None,BLU Pigtails,None,None,None,None,None,8.067768897320308,775
775,Divine,None,WAGMI Tee,None,Angel,None,CYBR DRDZ,Lollipop,Cyborg V1,None,None,None,43.44041916271448,776
776,None,None,BONE PFA JCKT,None,Robot,None,RCSave Cap,Angry,None,PTRA Earring,None,None,29.80221332076748,777
777,None,RNBW CBLE,CLNX FRSH Shirt,BRWN,Human,None,RCSave Cap,Mustache,None,GLD STUD,SKULL WEBZ TAT,None,59.80697357813438,778
778,None,GLD Two Piece,WAGMI Tee,PNK-BLU,Human,None,GRN Shape Up,ROBO,None,None,None,None,28.520338052347338,779
779,MK-BLCK,None,YLLW BLW UP JCKT,None,Robot,None,PURP Shape Up,None,None,None,None,None,16.103945388215234,780
780,MURAKAMI DRIP,RNBW G-Link,CAMO PFA JCKT,SPINNING,Human,None,BLU KO2 Tiara,None,None,None,None,None,29.435463073104764,781
781,MURAKAMI DRIP,DRIP CHRM,PURP Utility Vest,RNBW,Human,None,BLND Quiff,None,None,None,Band-Aid,None,43.8058493916511,782
782,MURAKAMI DRIP,RNBW CBLE,JELLYFISH BLW UP JCKT,BLU,Murakami,None,WHT Unkept,RNBW GRILLS,None,None,None,None,48.275218831158774,783
783,MURAKAMI DRIP,Blade CHKR,PNK Waistcoat,GRN Breezy,Human,None,DOB Hat,Ghost,None,None,BCODE TAT,None,54.72862750365527,784
784,None,None,SPACE TRIP Tee,GRN,Human,None,PURP Shape Up,BLCK Long Beard,None,None,None,None,18.47496504581441,785
785,MURAKAMI DRIP,Blade CHKR,GRNDT Fur Coat,RNBW,Human,None,LoneSome Cowboy,Organism M78.8,None,None,HRUS TAT,None,54.6973862073402,786
786,None,None,BRWN Future Dress,None,Demon,None,Fro,None,None,None,None,None,7.753502929291654,787
787,None,PURP G-Link,BLCK Waistcoat,BLU,Human,None,META LEOPARD TECH Cap,None,None,Cross Earring,None,None,34.401529822451174,788
788,MURAKAMI DRIP,RNBW G-Link,GRY UNDRWRLD Uniform,CLSD GRN Breezy,Human,None,GRY KO2 Tiara,SMILEY RNBW,None,None,TRi TAT,None,55.00210062916941,789
789,None,ICED G-Link,BLCK GM Tee,PNK-BLU,Human,None,PURP Shape Up,Bamboo,BTC,None,None,None,42.20956606609257,790
790,None,None,RCS Tee,None,Robot,None,BLCK BRDZ,None,None,None,None,None,3.543809580929722,791
791,None,None,JS HOODIE,None,Demon,None,WHT 2 Horns,ICED GRILLZ,None,None,None,None,18.20515606718854,792
792,None,None,BLCK Tech JCKT,BLU,Human,None,GRN DRDZ,TRIP,Snow Storm,None,None,None,31.79928917864495,793
793,None,None,Blade Melt Tee,None,Angel,Robotic Arms,PURP BRDZ,None,Eye Patch,None,None,None,36.96020664005363,794
794,None,RBY CBLE,BLU BNDN Shirt,GRN,Human,None,WHT Ponytail,None,None,None,None,None,18.599853030246265,795
795,None,None,BLCK BKR JCKT,CLSD PURP,Human,None,BRWN Stylish,None,None,None,SWRD TAT,None,23.282198395882105,796
796,None,Blade CHKR,Space PFA JCKT,BLCK Surprised,Human,None,BLCK Stylish,None,None,None,None,None,18.95188145536501,797
797,None,None,RFX Tee,BRWN,Human,None,PURP Curtains,1Tooth,VSN Glasses,None,CLNX TAT,None,45.80238712826768,798
798,None,None,ORNG FRSH Shirt,YLLW,Human,None,WHT BWLCUT,None,None,None,None,None,8.017615140962493,799
799,None,None,SPACE TRIP Tee,BLU,Human,None,BLND BWLCUT,None,Aviator,None,Slash Scar,None,35.44802661036622,800
800,None,None,WHT BKR JCKT,BRWN,Human,None,PURP BRDZ,None,None,None,None,None,7.914455023083466,801
801,None,None,PNK HAWAIIAN Shirt,None,Angel,None,YU-BRED,None,None,None,None,None,7.725086444491105,802
802,None,None,RD BBL Vest,PNK,Human,None,BLCK Beanie,SMILE,None,Cross Earring,None,None,34.00127594670038,803
803,None,None,SPACE TRIP Tee,BLU-PURP,Human,None,GRN BNGS,None,None,None,SKULL WEBZ TAT,None,22.76925797828646,804
804,MURAKAMI DRIP,None,RTFKT x TM RNBW FLOWER PFA,None,Robot,None,WHT BWLCUT,None,BTC,None,None,None,26.769267616726474,805
805,None,None,BLU Waistcoat,PURP,Human,None,BLND Fro,None,None,SLVR STUD,None,None,24.050666684903753,806
806,None,None,888 POLO,YLLW,Human,None,BLCK Curtains,SMILE,Cyber Eye Patch,PTRA Earring,369 VSN TAT,None,61.57070310964016,807
807,None,SLVR G-Link,CLNX FRSH Shirt,None,Robot,None,GRN Hacker,None,None,Cross Earring,None,None,29.961168826272065,808
808,None,CYN Two Piece,BLCK GM Tee,None,Demon,None,WHT BWLCUT,MAD,VSN Glasses,None,None,None,41.42590155491368,809
809,None,None,SD Tee,PNK-BLU,Human,None,META LEOPARD TECH Cap,Ramen,None,None,None,None,18.639641419583096,810
810,None,None,RD BBL Vest,BLU,Human,None,BLU Braid,None,None,None,11-11 TAT,None,22.579981057099076,811
811,None,None,MONO Tee,BLU-PURP,Human,None,BLCK BWLCUT,None,None,None,None,None,7.979768010826851,812
812,None,None,FLOOR Tee,BRWN,Human,None,PURP Wrap,None,Kawaii Patch,SLVR Round,None,None,36.652745229983005,813
813,None,GLD CBLE,None,BLU-PURP,Human,None,BLND Stylish,None,None,None,None,None,18.780612683507798,814
814,MURAKAMI DRIP,S-PDLCK,STRIPE Tee,SPINNING,Human,None,YU-BRED,Tan Tan Bo,None,None,None,None,39.63191563931518,815
815,None,CHRM,RFX Tee,None,Robot,None,PNK Beret Braids,None,BILLIONAIRE,None,None,None,26.77780947149868,816
816,None,WGLD Iced Cuban,BRED KBA JCKT,None,Human,Robotic Arms,None,None,None,None,None,RD METACROW,45.47698172692194,817
817,MURAKAMI DRIP,None,PURP KBA JCKT,WIDE-OPEN,Human,None,BLCK Spike,Jagged RNBW,None,None,None,None,29.212105977269303,818
818,None,None,RTFKT CHROME Tee,YLLW,Human,None,MEDUZA,None,None,None,None,None,8.003422297287589,819
819,MK1,None,MONO Tee,None,Robot,None,Kawaii,None,Cyborg V2,None,None,None,28.781988470920002,820
820,None,RNBW G-Link,BRWN Fur Coat,BRWN,Human,None,BLCK Curtains,Alien,None,None,None,None,29.146808753644503,821
821,MURAKAMI DRIP,None,WHT Jellyfish Tee,WIDE-OPEN,Human,Deity Arms,LoneSome Cowboy,Jagged RNBW,None,None,None,None,45.71256693396788,822
822,STONED,None,BLU Tech JCKT,PNK,Human,None,GOAT HRNS,None,None,None,None,None,20.696972501883145,823
823,None,None,BLU HAWAIIAN Shirt,None,Robot,None,Fro,None,None,None,None,None,3.6952291394512233,824
824,None,GLD G-Link,WHT Utility Vest,BLU CRYSTL,Human,None,DAD Cap,None,None,GLD Round,None,None,35.29393028391302,825
825,None,RBY CBLE,FLOOR Tee,PNK,Human,None,BLCK Shape Up,Angry,None,None,None,None,28.523169851101848,826
826,None,None,888 POLO,CLSD GRN,Human,All Seeing Eyes,WHT BWLCUT,None,None,None,None,None,25.511857893475252,827
827,MURAKAMI DRIP,None,LIME GANG,AWAKEN,Human,None,Flower Hat,None,BILLIONAIRE,None,None,None,31.49555937329882,828
828,None,GPURP Two Piece,28 JCKT,PURP,Human,Energy Wings,BLCK Curtains,None,None,None,Band-Aid,None,49.61862124397025,829
829,MK1,GLD CBLE,CAMO BBL Vest,None,Robot,None,Cowboy,Mustache,VSN Glasses,None,None,None,49.71499659393649,830
830,None,None,BLCK Tee,YLLW,Human,None,PURP BRDZ,None,None,None,None,None,7.86146272718052,831
831,None,None,BLCK PIN BKR JCKT,CLSD BLU,Human,None,RD Pilot,Mustache,None,None,None,None,19.453523485074562,832
832,MURAKAMI DRIP,None,None,SPINNING,Human,None,BLCK Stylish,None,None,None,None,None,18.77498720059562,833
833,None,None,BLCK VARSITY JCKT,GRN,Human,None,RD Wrap,SMILE,Kawaii Patch,None,WARNING TAT,None,46.08816217626155,834
834,None,None,GRN TCTL Vest,BLCK Surprised,Human,None,Kawaii,ROBO,None,None,None,None,18.66233348916886,835
835,None,None,V1 BLU SKL GRL,PNK-BLU,Human,None,BLU Braid,None,None,None,None,None,8.353588658673177,836
