,Foreground,Mouth,Eyes,Outfit,Decoration,Creature,Background,Overlay,Rarity score,Token Id
2749,Blush,Happy,Earth,Swulu,Ocean Polkadots,Clementine,Blood Orange,Stripes,52.188618575501245,2749
2750,Pile Skyline,Happy,Clementine,Oxoto,Olive Arneum,Olive,Pile Skyline,None,8.538960676506575,2750
2751,Blush,Sacred,Dilated,Wet,Ocean Arneum,Feather,Scarlet,Curved Stripe,95.39339163639008,2751
2752,Telescope,Happy,Gold,Arcith,Mint Stripes,Mint,Greenery,None,18.57067830216449,2752
2753,Telescope,Happy,Terracotta,Arcith,Clementine Polkadots,Aqua,Ercon,None,18.313237787089832,2753
2754,Crush,Happy,Earth,Arcith,Terracotta Stripes,Moss,SS Creature,None,18.120237736610996,2754
2755,Blush,Thermal,Sacred,Arcith,None,Thermal,SS Creature,None,52.40248401797285,2755
2756,Crush,Happy,Dilated,Oxoto,Blood Orange Polkadots,Aqua,Aqua,Cosmic Punch,52.42992242469422,2756
2757,Rain,Happy,Olive,Oxoto,Tulip Arneum,Meadow,Aqua,Cubes,56.012708665945524,2757
2758,Rain,Happy,Earth,Arcith,Sand Tranteum,Clementine,Uuary,None,15.701122520106276,2758
2759,Telescope,Happy,Earth,None,Aqua Polkadots,Gold,Ercon,None,13.373250474615745,2759
2760,Rain,Smirking,Dilated,Oxoto,Mint Tranteum,Gold,Aura,Liquify,83.19785721327607,2760
2761,Blush,Happy,Violet,Arcith,Scarlet Tranteum,Scarlet,Inciu,None,19.91165740321861,2761
2762,Rain,Singing,Violet,None,Clementine Balseum,Feather,Night,Liquify,87.44008290590179,2762
2763,Pile Skyline,Happy,Mint,Frux,Clementine Arneum,Gold,Pile Skyline,None,7.670038536362394,2763
2764,Clouds,Sacred,Aqua,Frux,Scarlet Tranteum,Violet,Pile Skyline,None,50.52558312879807,2764
2765,None,Smirking,Meadow,None,Olive Stripes,Cream,Terracotta,Meadow Flower,86.57123050006449,2765
2766,Blush,Singing,Gold,None,Olive Stripes,Gold,Gold,Curved Stripe,82.3826880155219,2766
2767,Pile Skyline,Happy,Black,Oxoto,Olive Tranteum,Violet,Pile Skyline,None,8.581885584410497,2767
2768,Rain,Happy,Earth,Arcith,Violet Polkadots,Blood Orange,Gold,Width,53.56165752285279,2768
2769,Telescope,Happy,Aqua,Vines,Terracotta Balseum,Tulip,Tulip,Gold Flower,55.2135704681086,2769
2770,Telescope,Happy,Gold,Swulu,Blood Orange Polkadots,Blood Orange,Blood Orange,Width,55.00976006177068,2770
2771,Rain,Happy,Dilated,Vines,Mint Polkadots,Aqua,Ascension,None,17.320992786872555,2771
2772,Clouds,Happy,Meadow,Swulu,Mint Stripes,Aqua,SS Creature,None,24.71209078203563,2772
2773,Blush,Happy,Clementine,Cloud Suit,Aqua Stripes,White,Hill Huts,None,26.35346909454809,2773
2774,None,Happy,Mint,Swulu,Olive Tranteum,Gold,Gomba,None,17.342472404286298,2774
2775,None,Happy,Dilated,Oxoto,Violet Tranteum,Aqua,Violet,Curved Stripe,52.038392151650946,2775
2776,Clouds,Happy,Dilated,Oxoto,Moss Stripes,Aqua,Feather,Clouds,58.887331678206124,2776
2777,Blush,Singing,Closed,Vines,None,Ocean,Marius,None,49.39425727614906,2777
2778,Crush,Happy,Blue Sacred,Wet,Violet Polkadots,Violet,Blood Orange,Void,62.08398048889626,2778
2779,Crush,Happy,Aqua Third Eye,Arcith,Tulip Arneum,Mint,Field,None,20.42658777884893,2779
2780,Telescope,Happy,Earth,None,Violet Arneum,Feather,Moss,Striped Rocks,52.24763615430834,2780
2781,Crush,Happy,Sand,Oxoto,Violet Balseum,Blood Orange,Sand,None,21.258093186876255,2781
2782,None,Screaming,Gold Third Eye,Swulu,Olive Arneum,Cream,Stripe Room,None,55.090144079771555,2782
2783,None,Happy,Aqua,Frux,Ocean Arneum,Clementine,Ascension,None,15.711834164284832,2783
2784,Crush,Happy,Sand,Frux,Sand Stripes,Scarlet,Clementine,Striped Rocks,55.669432300904475,2784
2785,Rain,Happy,Closed,Frux,Clementine Balseum,Violet,Hill Huts,None,18.78527276634709,2785
2786,Telescope,Singing,Moss,Frux,Violet Polkadots,Gold,Creature Friends,None,51.78630477900865,2786
2787,Blush,Happy,Closed,Arcith,Violet Balseum,Feather,Fungisland,None,18.361550695411015,2787
2788,Pile Skyline,Happy,Earth,Swulu,Mint Tranteum,Mint,Pile Skyline,None,8.716013969946903,2788
2789,Crush,Happy,Violet,Arcith,Aqua Tranteum,Gold,Earth,None,16.918713857652477,2789
2790,Telescope,Happy,Aqua Third Eye,Frux,Mint Arneum,Olive,Field,None,21.252555518371715,2790
2791,Blush,Happy,Gold,None,Gold Balseum,Meadow,Cream,Terracotta Flower,52.37103196220476,2791
2792,Telescope,Happy,Blood Orange,Oxoto,Moss Arneum,Scarlet,Field,None,20.576773979208774,2792
2793,Crush,Happy,Aqua,None,Terracotta Polkadots,Clementine,Olive,Mint Flower with Stripes,49.91992235854667,2793
2794,Rain,Singing,Scarlet,Frux,Sand Balseum,Gold,Hill Huts,None,51.75413497717625,2794
2795,None,Screaming,Earth,Vines,Gold Polkadots,Clementine,Clementine,Width,84.40456794316916,2795
2796,Blush,Sacred,Blood Orange,Frux,Aqua Tranteum,Clementine,Rainbow,None,52.37631323179626,2796
2797,Crush,Screaming,Dilated,None,Scarlet Polkadots,Blood Orange,Gomba,None,51.314380307066244,2797
2798,None,Singing,Meadow,Vines,Aqua Arneum,Rainbow,Marius,None,55.05266458406365,2798
2799,Crush,Screaming,Closed,None,Tulip Tranteum,Tulip,Ercon,None,51.46450320646289,2799
2800,Telescope,Happy,Ocean,None,Terracotta Tranteum,Moss,Stripe Room,None,17.93783453163925,2800
2801,Pile Skyline,Happy,Black,Frux,Aqua Balseum,Feather,Pile Skyline,None,8.7213215052843,2801
2802,Blush,Happy,Olive,Arcith,Olive Balseum,Tulip,Stripe Room,None,20.517780532614612,2802
2803,Blush,Happy,Ocean,Frux,Aqua Polkadots,Ocean,Hill Huts,None,20.474855097221518,2803
2804,Telescope,Happy,Blood Orange,Raincoat,Violet Balseum,Blood Orange,Aqua,Stripes,61.88016579620273,2804
2805,Blush,Happy,Gold Third Eye,Arcith,Terracotta Arneum,Aura,Ascension,None,22.11616850344143,2805
2806,Rain,Happy,Scarlet,Vines,Gold Stripes,Moss,Blood Orange,Cosmic Punch,55.66945321662418,2806
2807,Pile Skyline,Happy,Ocean,Frux,Gold Balseum,Blood Orange,Pile Skyline,None,9.820949578418503,2807
2808,Rain,Happy,Sand,Arcith,Gold Arneum,Ocean,Marius,None,19.723961145999912,2808
2809,None,Happy,Dilated,Oxoto,Ocean Balseum,Clementine,Ocean,Void,51.42164052870722,2809
2810,Blush,Happy,Gold Third Eye,None,Olive Polkadots,Clementine,Ascension,None,15.593905748212892,2810
2811,Pile Skyline,Happy,Olive,Swulu,Aqua Stripes,Terracotta,Pile Skyline,None,10.50213415274995,2811
2812,Telescope,Happy,Clementine,Frux,Mint Stripes,Olive,Inciu,None,19.31622930137776,2812
2813,None,Sacred,Blood Orange,Arcith,Terracotta Polkadots,Clementine,Ercon,None,50.981861184249254,2813
2814,Blush,Happy,Scarlet,Swulu,Scarlet Arneum,Aqua,Creature Friends,None,18.602906034215362,2814
2815,Pile Skyline,Happy,Sand,None,Scarlet Tranteum,Feather,Pile Skyline,None,7.868571979944808,2815
2816,Pile Skyline,Happy,Closed,Frux,Gold Tranteum,Violet,Pile Skyline,None,8.131294278764074,2816
2817,Pile Skyline,Happy,Gold Third Eye,Oxoto,Tulip Tranteum,Aqua,Pile Skyline,None,8.603347495572525,2817
2818,Telescope,Happy,Gold,Swulu,Olive Arneum,Ocean,Hill Huts,None,19.031975883983396,2818
2819,Rain,Thermal,Meadow,Vines,None,Thermal,Cream,Void,88.63544530063388,2819
2820,Blush,Happy,Ocean,Frux,Terracotta Arneum,Moss,Night,Liquify,56.087773331065435,2820
2821,None,Happy,Meadow,Arcith,Mint Arneum,Tulip,Earth,None,19.895616764895347,2821
2822,Pile Skyline,Smirking,Black,Vines,Gold Arneum,Blood Orange,Pile Skyline,None,40.24812376071847,2822
2823,Pile Skyline,Happy,Olive,Frux,Olive Tranteum,Olive,Pile Skyline,None,10.700573707903283,2823
2824,Crush,Thermal Smirking,Terracotta,Vines,None,Thermal,Aqua,Olive Flower,89.86918832726302,2824
2825,Pile Skyline,Happy,Aqua,Vines,Mint Arneum,Gold,Pile Skyline,None,5.583500901573016,2825
2826,Rain,Sacred,Terracotta,Oxoto,Clementine Polkadots,Clementine,SS Creature,None,52.789313460509135,2826
2827,None,Happy,Mint,Cloud Suit,Gold Stripes,Olive,Cream,Clementine Flower,62.22885108071476,2827
2828,Crush,Happy,Third Eye,None,Aqua Balseum,Tulip,Creature Friends,None,18.10411339968732,2828
2829,Blush,Happy,Scarlet,Swulu,Violet Tranteum,Aqua,Gold,Liquify,53.685009348392335,2829
2830,Crush,Happy,Sacred,None,Terracotta Balseum,Rainbow,Field,None,19.605960312332478,2830
2831,Telescope,Sacred,Black,Swulu,Scarlet Arneum,Aqua,Gomba,None,52.09203728263635,2831
2832,Rain,Smirking,Ocean,Vines,Sand Arneum,Clementine,Ocean,Stripes,85.94375220724044,2832
2833,Crush,Sacred,Scarlet,Cape,Moss Tranteum,Ocean,Moss,Cosmic Punch,97.6565180208603,2833
2834,Telescope,Happy,Ocean,Swulu,Ocean Tranteum,Blood Orange,Blood Orange,Cubes,56.60267580763857,2834
2835,Rain,Happy,Violet,Oxoto,Gold Arneum,Gold,Night,Bullseye,52.9930675392193,2835
2836,Pile Skyline,Happy,Earth,None,Ocean Tranteum,Moss,Pile Skyline,None,6.109255044266295,2836
2837,None,Happy,Blue Sacred,Swulu,Ocean Tranteum,Scarlet,SS Creature,None,19.745388726189926,2837
2838,None,Smirking,Olive,Frux,Mint Arneum,Terracotta,Tulip,Void,88.35712002602152,2838
2839,Rain,Happy,Sand,Vines,Blood Orange Balseum,Gold,Aura,Cubes,52.91802218175108,2839
2840,Clouds,Happy,Terracotta,Vines,Mint Polkadots,Meadow,Uuary,None,26.557202787051953,2840
2841,Blush,Happy,Ocean,Arcith,Terracotta Tranteum,Gold,Scarlet,Polkadot,52.82150686813696,2841
2842,Crush,Sacred,Black,Vines,Violet Polkadots,Feather,Ercon,None,53.59916062030765,2842
2843,Telescope,Happy,Aqua Third Eye,Arcith,Mint Tranteum,Olive,Creature Friends,None,20.517727427076476,2843
2844,Telescope,Happy,Third Eye,Frux,Gold Polkadots,Terracotta,Aura,None,20.260452671485684,2844
2845,None,Happy,Scarlet,Cloud Suit,Blood Orange Balseum,Gold,Aqua,Void,58.249244190198446,2845
2846,Telescope,Happy,Sacred,Swulu,Clementine Balseum,Meadow,Stripe Room,None,20.74302602687334,2846
2847,Telescope,Happy,Earth,Swulu,Blood Orange Tranteum,Violet,Uuary,None,19.166085489238217,2847
2848,Crush,Sacred,Mint,Arcith,Clementine Balseum,Aqua,Marius,None,52.73031036026774,2848
2849,Pile Skyline,Happy,Clementine,Swulu,Clementine Tranteum,Meadow,Pile Skyline,None,8.410207971836108,2849
2850,Telescope,Happy,Gold,Arcith,Sand Arneum,Blood Orange,Stripe Room,None,18.495602369613874,2850
2851,Crush,Smirking,Sand,Vines,Scarlet Balseum,Ocean,Marius,None,52.746409475469235,2851
2852,Rain,Singing,Third Eye,Oxoto,Terracotta Polkadots,Mint,Ascension,None,54.43049222505796,2852
2853,None,Smirking,Aqua Third Eye,Vines,Aqua Stripes,Cream,Creature Friends,None,52.129580611559504,2853
2854,Rain,Happy,Scarlet,Oxoto,Ocean Tranteum,Violet,Sand,Emanating,56.248651323792885,2854
2855,Blush,Happy,Scarlet,None,Moss Stripes,Moss,Greenery,None,18.06663069141557,2855
2856,Rain,Happy,Aqua Third Eye,None,Aqua Stripes,Rainbow,Mint,Curved Stripe,55.2243582762465,2856
2857,Rain,Smirking,Scarlet,Raincoat,Sand Tranteum,Aqua,SS Creature,None,57.05851887134564,2857
2858,Rain,Happy,Earth,Vines,None,Feather,Ocean,None,16.216380108701863,2858
2859,Pile Skyline,Happy,Earth,None,None,Gold,Pile Skyline,None,0.0,2859
2860,Pile Skyline,Sacred,Aqua,Vines,Moss Polkadots,Scarlet,Pile Skyline,None,43.069306023925236,2860
2861,Telescope,Happy,Meadow,None,Tulip Arneum,Meadow,Ascension,None,18.710164109701754,2861
2862,Pile Skyline,Singing,Violet,Swulu,Terracotta Stripes,Blood Orange,Pile Skyline,None,43.99719318471257,2862
2863,None,Happy,Clementine,Vines,Clementine Balseum,Ocean,Sand,Striped Rocks,53.599224985417735,2863
2864,Rain,Happy,Violet,Vines,Clementine Balseum,Feather,Violet,Polkadot,55.765988379786876,2864
2865,Blush,Happy,Mint,Frux,Gold Stripes,Gold,Cream,Meadow Flower,53.96931319148932,2865
2866,Pile Skyline,Smirking,Olive,None,Gold Balseum,Mint,Pile Skyline,None,39.6581732471988,2866
2867,Crush,Happy,Sand,Frux,None,Gold,Greenery,None,14.440903454197768,2867
2868,Crush,Sacred,Moss,Swirl,Moss Polkadots,Ocean,Inciu,None,61.52615900693969,2868
2869,Telescope,Happy,Dilated,None,Mint Tranteum,Cream,Creature Friends,None,16.897220296187463,2869
2870,Rain,Happy,Third Eye,Frux,Aqua Arneum,Cream,Field,None,20.925414745658774,2870
2871,Blush,Happy,Tulip,Vines,Olive Stripes,Cream,Ascension,None,20.909362832879555,2871
2872,Pile Skyline,Happy,Closed,Cape,Violet Balseum,Feather,Pile Skyline,None,14.86286919908678,2872
2873,Crush,Happy,Terracotta,Vines,Aqua Arneum,Aura,Ercon,None,22.566731905744074,2873
2874,Crush,Happy,Aqua Third Eye,None,Aqua Stripes,Aqua,Greenery,None,16.14635746111163,2874
2875,Clouds,Happy,Clementine,Vines,Sand Arneum,Clementine,Pile Skyline,None,12.87403889485001,2875
2876,None,Screaming,Olive,Swulu,Mint Polkadots,Mint,Meadow,Width,90.81875891596891,2876
2877,Pile Skyline,Happy,Sacred,Oxoto,Mint Arneum,Aura,Pile Skyline,None,12.518958115482242,2877
2878,Crush,Thermal Screaming,Tulip,Vines,None,Thermal,Olive,Olive Flower,90.83993011582113,2878
2879,Telescope,Singing,Mint,Raincoat,Aqua Balseum,Tulip,Gold,Polkadot,95.94575430697303,2879
2880,Pile Skyline,Singing,Third Eye,None,Aqua Tranteum,Gold,Pile Skyline,None,38.71420735836884,2880
2881,Telescope,Happy,Closed,Frux,Aqua Stripes,Aqua,Uuary,None,16.822118082649727,2881
2882,Rain,Happy,Gold Third Eye,Frux,Olive Tranteum,Cream,Ascension,None,21.241843870859142,2882
2883,Blush,Sacred,Closed,Arcith,Aqua Polkadots,Cream,Tulip,Mountains,89.49944126225232,2883
2884,None,Happy,Terracotta,None,Aqua Stripes,Terracotta,Marius,None,17.80913707520843,2884
2885,Rain,Happy,Moss,Vines,Sand Polkadots,Gold,Inciu,None,17.83591296314845,2885
2886,Rain,Sacred,Violet,Arcith,Clementine Polkadots,Sand,Marius,None,54.52166351989726,2886
2887,Blush,Happy,Dilated,Oxoto,Aqua Stripes,Aqua,Earth,None,16.63442503477994,2887
2888,Blush,Happy,Aqua,Arcith,Aqua Stripes,Meadow,Stripe Room,None,17.996781840315247,2888
2889,None,Happy,Clementine,Cape,None,Gold,Aura,Liquify,52.9021773032333,2889
2890,Telescope,Happy,Blood Orange,Swulu,Violet Stripes,Sand,Aura,Cubes,55.58896835912526,2890
2891,Telescope,Happy,Aqua,None,Scarlet Stripes,Feather,Marius,None,16.355514030354755,2891
2892,Pile Skyline,Happy,Closed,Frux,Sand Tranteum,Blood Orange,Pile Skyline,None,8.828640198445278,2892
2893,Rain,Thermal Singing,Closed,Arcith,None,Thermal,Earth,None,52.15613550034919,2893
2894,Telescope,Happy,Blood Orange,None,Olive Arneum,Scarlet,Marius,None,17.873497070437793,2894
2895,None,Happy,Closed,Cloud Suit,Sand Polkadots,Sand,Gold,Curved Stripe,59.29509730642608,2895
2896,Telescope,Sacred,Clementine,None,Gold Arneum,Scarlet,Sand,Cubes,86.20123187118034,2896
2897,Telescope,Happy,Olive,Raincoat,Mint Balseum,Tulip,SS Creature,None,27.426169451926192,2897
2898,Crush,Happy,Mint,Cloud Suit,Tulip Arneum,Terracotta,Uuary,None,27.061463351848268,2898
2899,Clouds,Happy,Clementine,Arcith,Gold Balseum,Clementine,Hill Huts,None,20.49081903111741,2899
2900,Crush,Happy,Gold Third Eye,Arcith,Clementine Balseum,Terracotta,Meadow,None,20.893336128486446,2900
2901,Blush,Happy,Aqua,Arcith,Ocean Stripes,Scarlet,Sand,Distance,53.73323857609299,2901
2902,Rain,Happy,Ocean,Swulu,Sand Stripes,Violet,Field,None,20.893169301045376,2902
2903,Crush,Singing,Black,Arcith,Clementine Balseum,Scarlet,Violet,Void,87.65996453374227,2903
2904,Blush,Happy,Blue Sacred,Arcith,Ocean Arneum,Blood Orange,SS Creature,None,19.900933424128432,2904
2905,Blush,Happy,Aqua,Swulu,Ocean Stripes,Clementine,Feather,Bullseye,51.88288768422815,2905
2906,Clouds,Happy,Closed,None,Violet Tranteum,Blood Orange,Ocean,Clouds,58.13661419426046,2906
2907,None,Happy,Gold,Oxoto,Aqua Stripes,Aqua,Gomba,None,16.049720910124115,2907
2908,Crush,Singing,Blue Sacred,Frux,Moss Polkadots,Sand,Aqua,Width,89.46190329692959,2908
2909,Blush,Smirking,Black,Vines,Terracotta Polkadots,Clementine,Ascension,None,48.23572481874059,2909
2910,Crush,Happy,Closed,None,Aqua Tranteum,Meadow,Olive,Liquify,52.17793267148456,2910
2911,Telescope,Smirking,Dilated,Frux,Gold Stripes,Moss,Night,Liquify,86.2816067733824,2911
2912,Blush,Happy,Scarlet,Swulu,Blood Orange Balseum,Aqua,Blood Orange,Striped Rocks,54.59677646146932,2912
2913,Blush,Smirking,Scarlet,Arcith,Aqua Tranteum,Feather,Uuary,None,51.66831038594831,2913
2914,None,Thermal,Clementine,Oxoto,None,Thermal,Meadow,Polkadot,85.92172708148011,2914
2915,None,Thermal Sacred,Olive,None,None,Thermal,Stripe Room,None,51.50173648117921,2915
2916,Crush,Happy,Gold,Arcith,Blood Orange Stripes,Violet,Gold,Cosmic Punch,53.96389299994383,2916
2917,None,Happy,Ocean,Swulu,Sand Tranteum,Moss,Gold,Void,55.036592817211115,2917
2918,Crush,Happy,Meadow,Arcith,Tulip Arneum,Aqua,Field,None,18.44202536486734,2918
2919,None,Happy,Aqua,Frux,Ocean Polkadots,Ocean,Clementine,Distance,53.33100846034,2919
2920,Blush,Happy,Terracotta,Vines,Terracotta Polkadots,Rainbow,Mint,Striped Rocks,57.729001982873086,2920
2921,None,Happy,Earth,Swulu,Mint Tranteum,Mint,SS Creature,None,18.388399010829502,2921
2922,Crush,Singing,Dilated,Swulu,Gold Arneum,Clementine,Inciu,None,49.78575857455734,2922
2923,None,Happy,Earth,Oxoto,Violet Polkadots,Aqua,Ascension,None,16.425262567421985,2923
2924,Crush,Thermal,Closed,Frux,None,Thermal,Tulip,Clementine Flower,87.60575727004718,2924
2925,Crush,Smirking,Gold,Vines,Clementine Balseum,Terracotta,Marius,None,50.853102036947476,2925
2926,Pile Skyline,Happy,Mint,Swulu,Gold Stripes,Meadow,Pile Skyline,None,10.083716940768841,2926
2927,Rain,Happy,Mint,Arcith,Olive Stripes,Gold,Inciu,None,17.557007859814895,2927
2928,Telescope,Happy,Gold,Arcith,Ocean Tranteum,Sand,Rainbow,None,18.543879341633694,2928
2929,Pile Skyline,Sacred,Gold,None,Tulip Polkadots,Aqua,Pile Skyline,None,39.137917084629386,2929
2930,None,Thermal Happy,Aqua,None,None,Thermal,Ascension,None,49.442182344780925,2930
2931,Blush,Singing,Earth,Arcith,Clementine Arneum,Ocean,Violet,Stripes,87.99780193838714,2931
2932,Pile Skyline,Happy,Ocean,Wet,Sand Stripes,Sand,Pile Skyline,None,16.37009285936436,2932
2933,Telescope,Singing,Black,Vines,Terracotta Tranteum,Gold,Tulip,Striped Rocks,85.6273155691892,2933
2934,None,Happy,Earth,Vines,Gold Tranteum,Ocean,Hill Huts,None,17.524876679596684,2934
2935,Blush,Happy,Gold Third Eye,Oxoto,Tulip Arneum,Aura,SS Creature,None,22.77054338087271,2935
2936,Rain,Screaming,Aqua,Oxoto,Gold Balseum,Gold,Cream,Clementine Flower,86.42108292751058,2936
2937,Rain,Happy,Blue Sacred,Swulu,Moss Polkadots,Scarlet,Scarlet,None,21.46719343242099,2937
2938,Crush,Happy,Black,Oxoto,None,Tulip,Uuary,None,15.787146119782388,2938
2939,Pile Skyline,Happy,Clementine,Vines,Gold Stripes,Violet,Pile Skyline,None,7.702194928181664,2939
2940,Pile Skyline,Happy,Sacred,Vines,Aqua Arneum,Meadow,Pile Skyline,None,10.282238041223666,2940
2941,Blush,Happy,Tulip,Swulu,Aqua Balseum,Tulip,Earth,None,20.818144334784478,2941
2942,Rain,Happy,Terracotta,Swulu,Mint Polkadots,Clementine,Clementine,Bullseye,53.51871223874463,2942
2943,Telescope,Happy,Violet,Swulu,Violet Stripes,Clementine,Fungisland,None,17.88943954409751,2943
2944,Pile Skyline,Happy,Black,Vines,Terracotta Polkadots,Clementine,Pile Skyline,None,5.771226134260212,2944
2945,Crush,Happy,Closed,None,Tulip Arneum,Cream,Terracotta,Olive Flower,53.39006305162163,2945
2946,Clouds,Happy,Gold,Cloud Suit,Gold Polkadots,Scarlet,Hill Huts,None,29.786062705548943,2946
2947,Clouds,Happy,Gold Third Eye,Raincoat,Mint Tranteum,Terracotta,SS Creature,None,32.816564598714734,2947
2948,Pile Skyline,Happy,Closed,Vines,Blood Orange Balseum,Clementine,Pile Skyline,None,6.044800632047028,2948
2949,Rain,Happy,Clementine,Vines,Terracotta Tranteum,Moss,Violet,Polkadot,53.99608157717587,2949
2950,None,Happy,Tulip,None,Terracotta Arneum,Terracotta,Clementine,Cubes,52.89129509120342,2950
2951,Pile Skyline,Thermal,Earth,Oxoto,None,Thermal,Pile Skyline,None,40.69284639542715,2951
2952,Telescope,Happy,Sacred,Oxoto,Clementine Tranteum,Rainbow,Clementine,Gold Flower with Stripes,57.55732330734252,2952
2953,Blush,Happy,Ocean,Arcith,Sand Balseum,Aqua,Ocean,Stripes,54.13551428667653,2953
2954,None,Thermal,Sacred,None,None,Thermal,Aura,Meadow Flower with Stripes,85.49800500971052,2954
2955,Crush,Happy,Aqua,Oxoto,Violet Arneum,Scarlet,Gomba,None,18.436622871714803,2955
2956,Pile Skyline,Happy,Gold Third Eye,Cloud Suit,None,White,Pile Skyline,None,15.061571076154054,2956
2957,None,Happy,Aqua,Arcith,Ocean Tranteum,Violet,Scarlet,Striped Rocks,53.44902431292209,2957
2958,Blush,Sacred,Closed,Arcith,Scarlet Balseum,Sand,Aqua,Distance,87.95487274662814,2958
2959,Pile Skyline,Smirking,Aqua Third Eye,Frux,Terracotta Stripes,Aqua,Pile Skyline,None,40.75769295012328,2959
2960,Rain,Happy,Gold Third Eye,Arcith,Gold Polkadots,Olive,Hill Huts,None,19.863382585569354,2960
2961,Blush,Smirking,Moss,Arcith,Ocean Arneum,Aqua,Stripe Room,None,50.316751588976985,2961
2962,Crush,Happy,Blue Sacred,Arcith,Scarlet Polkadots,Violet,Rainbow,None,19.992124028762717,2962
2963,Pile Skyline,Happy,Aqua,Frux,Gold Arneum,Olive,Pile Skyline,None,8.265370090895326,2963
2964,None,Smirking,Olive,Wet,Aqua Arneum,Olive,Uuary,None,58.2062576099988,2964
2965,Rain,Singing,Clementine,Frux,Blood Orange Polkadots,Gold,Uuary,None,50.22554060289929,2965
2966,Pile Skyline,Happy,Gold Third Eye,Frux,Mint Polkadots,Olive,Pile Skyline,None,10.941946752840268,2966
2967,Blush,Screaming,Olive,Vines,Gold Arneum,Aqua,Gold,Meadow Flower,88.61452674940148,2967
2968,Blush,Smirking,Closed,Swulu,Violet Arneum,Blood Orange,Uuary,None,50.89058528878313,2968
2969,Crush,Smirking,Ocean,Vines,Moss Balseum,Blood Orange,Aura,Polkadot,87.68674365246416,2969
2970,None,Happy,Sacred,Oxoto,Tulip Arneum,Gold,Meadow,Cream Flower,53.829830063787576,2970
2971,None,Singing,Terracotta,Arcith,Olive Balseum,Tulip,Gomba,None,53.90487273999142,2971
2972,Rain,Smirking,Meadow,Arcith,Tulip Balseum,Clementine,Meadow,Terracotta with Stripes,86.329917533882,2972
