,Background,Pattern,Skin,Clothes,Nose,Eyes,Hat,Type,Tattoo,Mouth,Skeleton,Goldchain,Rarity score,Token Id
3021,Grey,Flower Pattern,Aquamarine,Tank Top Grey POM,Normal,Retro Cartoon Eyes,Workers Hard Hat,Skeleton,Big Tattoos,None,None,Gold Chain Skull,50.666672689439565,3021
3022,Grey,None,Black,Sweater Pink CM,Normal,Pirate Patch Exasperated,Beanie Cap,Skeleton,Small Tattoos,Tongue,None,None,49.540327991752186,3022
3023,Light Orange,Flower Pattern,None,Knight Armor,Normal,Retro Cartoon Eyes,Arrow,Zombie,None,None,None,None,26.140417707922957,3023
3024,Purple,None,Blue,Tank Top Grey POM,Normal,Regular Glasses,Manga Hair  Dark,Skeleton,None,None,None,None,13.277534594088076,3024
3025,Aquamarine,Aztec Patterns,Aquamarine,Armor Black,Normal,Thug Life Glasses,Dread Short Red,Skeleton,None,None,None,None,18.981580342791446,3025
3026,Green,Flower Pattern,None,Synthetic Cool Cat Fur Coat,Normal,Cyclop Eye,Headphones,Zombie,Big Tattoos,None,None,None,38.99755038151741,3026
3027,Green,Aztec Patterns,Yellow,T Grey POM,Normal,Pirate Patch Exasperated,Feather,Skeleton,None,None,None,None,15.388431955074116,3027
3028,Blue,None,Red,King Robe,Normal,Fantasia Eyes,Savage Hair Dark,Skeleton,None,None,Painted Skeleton,None,28.42337000060351,3028
3029,Green,None,Black,Astro Orange,Normal,Retro Cartoon Eyes,Knitted Beanie Red,Skeleton,Big Tattoos,Special Cigarette,None,None,49.26084124500342,3029
3030,Purple,None,Black,Work Outfit Blue,Normal,Happy Eyes,Sushi Chef Headband,Skeleton,Small Tattoos,None,Painted Skeleton,Gold Chain Skull,64.81218669137144,3030
3031,Light Orange,Flower Pattern,Yellow,Samurai Blue,Normal,Regular Glasses,Party Hat,Skeleton,None,None,None,None,14.85561195731484,3031
3032,Grey,Flower Pattern,None,Bandana Red,Normal,John Glasses,Party Hat,Zombie,Small Tattoos,None,None,None,38.127085996502196,3032
3033,Light Red,Aztec Patterns,Blue,Hoodie Blue B&B,Normal,Cyclop Eye,Shell Green,Skeleton,None,None,None,None,14.826477796200518,3033
3034,Light Red,Aztec Patterns,Aquamarine,None,Normal,Angry Eyes,Shell Green,Skeleton,Small Tattoos,None,Painted Skeleton,None,42.28772495656406,3034
3035,Purple,Aztec Patterns,Blue,Hoodie Blue B&B,Normal,Bored Eyes,Cap B&B Purple,Skeleton,None,None,None,None,16.07561540507623,3035
3036,Blue,None,Aquamarine,Shaolin Outfit,Normal,Retro Cartoon Eyes,None,Skeleton,None,None,None,None,9.439808825310843,3036
3037,Light Orange,None,Yellow,Work Outfit Red,Normal,Strider Glasses,Sushi Chef Headband,Skeleton,None,None,Painted Skeleton,None,28.13804337388963,3037
3038,Light Red,Aztec Patterns,None,Tank Top Pink CM,Normal,Retro Cartoon Eyes,Cowboy Hat,Devil,None,None,None,Gold Chain Skull,52.08703584796819,3038
3039,Blue,Aztec Patterns,Rainbow,Dress Pink,Normal,Square Shades,Coonskin,Skeleton,Big Tattoos,None,None,Gold Chain GM,56.77773656265096,3039
3040,Grey,None,Yellow,Hoodie Red CM,Normal,Hero Mask,Dread Long Brown,Skeleton,None,Tongue,None,None,35.71984945581551,3040
3041,Blue,Aztec Patterns,None,T Pink B&B,Normal,Sad Eyes,Unicorn Horn,Skeleton,Big Tattoos,Cigarette,Painted Skeleton,Gold Chain Skull,79.86561773753319,3041
3042,Light Red,None,None,T Pink B&B,Normal,Pirate Patch Bloodshot,Savage Hair Dark,Robot,Big Tattoos,Tongue,None,None,62.034878727407595,3042
3043,Blue,Aztec Patterns,None,Hoodie Black POM,Normal,Pirate Patch Exasperated,Headphones,Skeleton,None,None,None,None,9.51299357863629,3043
3044,Light Red,None,Yellow,T Pink B&B,Normal,Retro Cartoon Eyes,Savage Hair Dark,Skeleton,None,Cigarette,Painted Skeleton,None,45.900530834723305,3044
3045,Green,Aztec Patterns,Red,Sweater Green CM,Normal,Square Shades,Arrow,Skeleton,Small Tattoos,None,Painted Skeleton,None,40.101108977466474,3045
3046,Grey,Flower Pattern,None,Denim Overalls,Normal,Pirate Patch Peaceful,Party Hat,Skeleton,Big Tattoos,None,None,None,19.50000756112166,3046
3047,Light Orange,None,Red,Sweater Green CM,Normal,Retro Cartoon Eyes,Mohawk,Skeleton,None,Cigarette,None,None,31.62327733865667,3047
3048,Light Red,Flower Pattern,Yellow,Admirals Coat White ,Normal,Bloodshot,Dead Cool Cat,Skeleton,None,None,None,Gold Chain GM,40.83504114368245,3048
3049,Light Red,Flower Pattern,Aquamarine,Samurai Blue,Normal,Pirate Patch Peaceful,None,Skeleton,Big Tattoos,None,Painted Skeleton,None,39.734354889348296,3049
3050,Grey,Aztec Patterns,Yellow,Rick Outfit,Normal,Happy Eyes,Savage Hair Dark,Skeleton,Small Tattoos,None,Painted Skeleton,None,37.751504991018884,3050
3051,Aquamarine,Flower Pattern,Yellow,Bathrobe Blue,Normal,Retro Cartoon Eyes,Dread Short Red,Skeleton,Big Tattoos,Tongue,None,None,47.45263843295193,3051
3052,Light Orange,None,Aquamarine,Bathrobe Pink,Normal,Spider Eyes,Cap B&B Purple,Skeleton,Small Tattoos,Cigarette,None,None,47.97401396933517,3052
3053,Beige,Aztec Patterns,None,DBZ Outfit,Normal,Cute Spider Eyes,None,Skeleton,None,None,None,None,4.865707566309672,3053
3054,Aquamarine,Aztec Patterns,Yellow,Tank Top Pink CM,Normal,Aviator Glasses,Dread Short Red,Skeleton,None,None,Painted Skeleton,Gold Chain Skull,54.64017004245364,3054
3055,Green,None,Red,Pharaoh Neckless,Normal,Retro Cartoon Eyes,Sport Headband,Skeleton,None,None,None,None,11.06169125305875,3055
3056,Blue,Aztec Patterns,Blue,Pope Robe,Normal,Happy Eyes,Bucket Hat Flower,Skeleton,None,None,None,None,13.623882718221381,3056
3057,Blue,Flower Pattern,None,Caesar Outfit,Normal,Dia De Los Muertos Eyes,Cowboy Hat,Zombie,None,None,None,None,29.229673770371406,3057
3058,Blue,Aztec Patterns,Yellow,Sweater Pink CM,Normal,Happy Eyes,Mohawk,Skeleton,None,None,None,None,12.65717378196336,3058
3059,Grey,None,Yellow,Hoodie Blue B&B,Normal,Pirate Patch Bloodshot,Savage Hair Dark,Skeleton,None,None,None,None,12.770905073700952,3059
3060,Green,Flower Pattern,None,Sweater Green CM,Normal,Retro Cartoon Eyes,Flower Blue,Skeleton,None,None,None,None,6.053707459890703,3060
3061,Light Orange,Aztec Patterns,None,Synthetic Cool Cat Fur Coat,Normal,Exasperated Eyes,Dread Long Blond,Skeleton,None,None,None,Gold Chain Skull,32.67159282331434,3061
3062,Light Red,None,Yellow,T Pink B&B,Normal,Happy Eyes,Bandana Blue,Skeleton,None,None,Painted Skeleton,None,24.690655450451583,3062
3063,Beige,None,Aquamarine,Tank Top Grey POM,Normal,Sad Eyes,Manga Hair  Dark,Skeleton,None,None,Painted Skeleton,None,28.365198084653613,3063
3064,Aquamarine,None,None,Tank Top Grey POM,Normal,Hero Mask,Clown Hair Red,Robot,None,None,None,None,29.145363802767616,3064
3065,Aquamarine,None,Yellow,Badass Leather Jacket,Normal,Retro Skull Eyes,Bucket Hat Flower,Skeleton,Small Tattoos,None,Painted Skeleton,None,39.061884857503735,3065
3066,Beige,Flower Pattern,None,Hoodie Black POM,Normal,Crazy Eyes,Mohawk,Skeleton,None,Cigarette,None,None,29.233219116777605,3066
3067,Green,Aztec Patterns,Blue,None,Normal,Regular Glasses,Astro White,Skeleton,Big Tattoos,None,None,Gold Chain Skull,51.25478790655714,3067
3068,Beige,None,None,Dress Blue,Normal,Dead Eyes,Top Hat,Skeleton,None,Pizza,Painted Skeleton,None,44.19507461452192,3068
3069,Green,Flower Pattern,Blue,Work Outfit Blue,Normal,Cute Eyes,Super Saiyan,Skeleton,Small Tattoos,None,None,None,26.359373378944973,3069
3070,Aquamarine,Flower Pattern,None,Admirals Coat White ,Normal,Hero Mask,Headband Red,Zombie,None,None,None,None,28.8249239372599,3070
3071,Aquamarine,Flower Pattern,None,Hoodie Red CM,Normal,Square Shades,Flower Crown Blue,Zombie,None,Cigarette,None,None,49.623985981584674,3071
3072,Green,None,Yellow,Bathrobe Pink,Normal,Heart Eyes,Savage Hair Dark,Skeleton,Small Tattoos,None,None,None,23.439118772681006,3072
3073,Aquamarine,Aztec Patterns,Aquamarine,Sheriff Outfit,Normal,Heart Glasses,Pyramid Hat,Skeleton,None,Tongue,None,None,41.42924084974748,3073
3074,Beige,Flower Pattern,Black,Dress Blue,Normal,Bloodshot,Party Hat,Skeleton,Small Tattoos,Cigarette,None,None,48.41347544141609,3074
3075,Aquamarine,Flower Pattern,None,Hoodie Blue B&B,Normal,Retro Cartoon Eyes,Mohawk,Skeleton,Small Tattoos,None,None,None,17.642325797830548,3075
3076,Blue,None,Red,T Pink B&B,Normal,Mask and Tuba Angry,Flower Blue,Skeleton,None,None,Painted Skeleton,None,27.67507474941462,3076
3077,Beige,Flower Pattern,Red,Clown Outfit,Normal,Heart Glasses,Sport Headband,Skeleton,Big Tattoos,None,None,None,26.219622865458437,3077
3078,Light Red,None,Blue,Denim Overalls,Normal,Retro Cartoon Eyes,Knitted Beanie Red,Skeleton,Big Tattoos,None,None,None,21.71247356668486,3078
3079,Green,Flower Pattern,Yellow,Hoodie Grey CM,Normal,Angry Eyes,Bucket Hat CM+B&B,Skeleton,None,None,Painted Skeleton,None,29.436435665111897,3079
3080,Light Red,Aztec Patterns,Aquamarine,Bandana Blue,Normal,Retro Cartoon Eyes,Top Hat,Skeleton,Big Tattoos,None,None,None,26.778709063346295,3080
3081,Grey,Aztec Patterns,Red,Hoodie Green B&B,Normal,Thug Life Glasses,Shell Green,Skeleton,Big Tattoos,None,None,None,26.94465063458423,3081
3082,Green,Flower Pattern,None,Armor Blue,Normal,Retro Cartoon Eyes,None,Skeleton,Small Tattoos,None,None,None,13.557092386312902,3082
3083,Green,None,None,Shaolin Outfit,Normal,Retro Skull Eyes,Bucket Hat Flower,Skeleton,None,None,Painted Skeleton,None,22.105762651099592,3083
3084,Light Red,Aztec Patterns,Black,Denim Overalls,Normal,Sad Eyes,Savage Hair Red,Skeleton,None,Cigarette,None,None,39.091279345332715,3084
3085,Grey,Flower Pattern,None,Shaolin Outfit,Normal,Angry Eyes,Clown Hair Blue,Skeleton,None,None,Painted Skeleton,None,23.051956430335018,3085
3086,Purple,None,Yellow,Galactical Emperor Suit,Normal,Happy Eyes,Cap POM Black,Skeleton,None,None,Painted Skeleton,None,26.39687637420244,3086
3087,Light Red,Aztec Patterns,Yellow,Work Outfit Red,Normal,Happy Eyes,Savage Hair Red,Skeleton,None,None,None,None,12.566912396384197,3087
3088,Light Orange,Flower Pattern,None,Sweater Pink CM,Normal,Spider Eyes,Native Americain Headdress Small,Skeleton,None,None,None,None,9.116984489106992,3088
3089,Light Orange,None,None,Tank Top Blue B&B,Normal,Retro Cartoon Eyes,Party Hat,Robot,Small Tattoos,None,None,Gold Chain Skull,60.6197955038301,3089
3090,Grey,Flower Pattern,Yellow,Sweater Green CM,Normal,Dead Eyes,Knitted Beanie Orange,Skeleton,None,None,None,None,13.565678782938317,3090
3091,Aquamarine,Aztec Patterns,Aquamarine,T Pink B&B,Normal,Cute Eyes,Vietnam Era Helmet,Skeleton,None,None,None,None,17.811066593882764,3091
3092,Beige,Flower Pattern,None,King Robe,Normal,Heart Glasses,Sport Headband,Skeleton,None,None,None,None,8.945207410649978,3092
3093,Light Red,None,Blue,T Pink B&B,Normal,Happy Eyes,Laurel Wreath,Skeleton,None,None,None,None,10.610356658221823,3093
3094,Beige,Flower Pattern,Yellow,Dress Pink,Normal,Elton John's glasses,None,Skeleton,None,None,None,None,10.840258743937975,3094
3095,Light Red,Flower Pattern,Red,Dress Blue,Normal,Pirate Patch Evil Morty,None,Skeleton,None,None,Painted Skeleton,Gold Chain GM,51.58907951099964,3095
3096,Purple,Aztec Patterns,None,Bear Fur,Normal,Crazy Eyes,Halo,Zombie,Small Tattoos,None,None,None,39.760419553008994,3096
3097,Green,Aztec Patterns,None,Denim Overalls,Normal,Retro Cartoon Eyes,Dread Long Dark,Skeleton,None,None,Painted Skeleton,None,21.584448823724102,3097
3098,Grey,Flower Pattern,None,Butler Outfit,Normal,Exasperated Eyes,Biker Helmet Blue Spikes CM,Skeleton,Small Tattoos,Cigarette,None,None,39.61844991249018,3098
3099,Light Orange,Aztec Patterns,Red,Sweater Pink CM,Normal,Pirate Patch Bloodshot,Viking Helmet,Skeleton,None,None,None,None,15.30111337032663,3099
3100,Blue,Aztec Patterns,None,Leather Jacket,Normal,Exasperated Eyes,Dread Short Red,Zombie,None,Cigarette,None,None,48.479758522184476,3100
3101,Grey,None,Yellow,Dress Blue,Normal,Monocle,Beret Green,Skeleton,None,None,None,Gold Chain Skull,37.51895217964939,3101
3102,Purple,Flower Pattern,Blue,Hoodie Green B&B,Normal,Pirate Patch Bloodshot,Viking Helmet,Skeleton,None,None,None,None,16.64339138515164,3102
3103,Light Red,Flower Pattern,Red,None,Normal,Happy Eyes,Savage Hair Red,Skeleton,Big Tattoos,None,None,None,23.12741148719346,3103
3104,Aquamarine,Flower Pattern,Blue,Sheriff Outfit,Normal,Crazy Eyes,Dread Short Dark,Skeleton,None,None,None,None,15.865939550579153,3104
3105,Purple,Aztec Patterns,Yellow,Synthetic Cool Cat Fur Coat,Normal,Happy Eyes,None,Skeleton,Small Tattoos,None,None,None,20.20409030062145,3105
3106,Beige,None,Blue,Tank Top Blue B&B,Normal,Happy Eyes,Vietnam Era Helmet,Skeleton,None,Cigarette,Painted Skeleton,None,45.79279670346562,3106
3107,Aquamarine,Flower Pattern,Aquamarine,Bear Fur,Normal,Exasperated Eyes,Manga Hair  Dark,Skeleton,Big Tattoos,None,None,None,27.72204479934817,3107
3108,Light Red,Flower Pattern,Red,Bear Fur,Normal,Bored Eyes,Knitted Beanie Orange,Skeleton,None,Cigarette,Painted Skeleton,None,50.03165240082718,3108
3109,Grey,Aztec Patterns,None,Hoodie Blue B&B,Normal,Dead Eyes,Bandana Dark,Skeleton,Small Tattoos,Tongue,None,None,41.2692483483462,3109
3110,Blue,None,None,Leather Jacket,Normal,Exasperated Eyes,Knitted Beanie Orange,Skeleton,Small Tattoos,Cigarette,None,None,37.01266482675255,3110
3111,Light Orange,Flower Pattern,None,Knight Armor,Normal,Exasperated Eyes,Headband Red,Skeleton,None,None,None,Gold Chain Skull,32.14165504679881,3111
3112,Light Red,None,Aquamarine,Bandana Red,Normal,Cute Eyes,Flower Blue,Skeleton,Big Tattoos,None,None,None,25.951930627991537,3112
3113,Beige,None,Red,Dress Blue,Normal,Exasperated Eyes,Manga Hair  Dark,Skeleton,None,None,None,None,10.73846584985249,3113
3114,Light Orange,Aztec Patterns,Yellow,Work Outfit Red,Normal,Bloodshot,Beanie Cap,Skeleton,None,Tongue,None,None,37.408351831322186,3114
3115,Blue,None,Blue,Bathrobe White,Normal,Cute Spider Eyes,Cap POM Black,Skeleton,Small Tattoos,None,None,None,24.292197195709292,3115
3116,Blue,None,None,Bandana Blue,Normal,Strider Glasses,Knitted Beanie Orange,Skeleton,Big Tattoos,None,None,None,17.837443166287688,3116
3117,Beige,Flower Pattern,Aquamarine,None,Normal,Sad Eyes,Party Hat,Skeleton,Big Tattoos,Cigarette,None,None,48.11069587693709,3117
3118,Grey,Aztec Patterns,Blue,Bathrobe Blue,Normal,Happy Eyes,Manga Hair  Dark,Skeleton,None,Cigarette,None,None,33.701953882022075,3118
3119,Green,Flower Pattern,None,Samurai Blue,Normal,Cyclop Eye,Roman Helmet,Skeleton,Big Tattoos,None,None,None,20.105585325797573,3119
3120,Grey,Aztec Patterns,Blue,Bear Fur,Normal,Regular Glasses,Cap B&B Purple,Skeleton,None,None,None,None,15.531140701199678,3120
3121,Light Red,Aztec Patterns,Yellow,None,Normal,Cute Spider Eyes,None,Skeleton,Small Tattoos,None,None,None,21.322206786012636,3121
3122,Blue,Aztec Patterns,Yellow,Badass Leather Jacket,Normal,Exasperated Eyes,Laurel Wreath,Skeleton,Small Tattoos,None,None,None,25.098607266311035,3122
3123,Aquamarine,None,Red,Bandana Red,Normal,Retro Cartoon Eyes,Biker Helmet Black Spikes POM,Skeleton,Big Tattoos,Tongue,None,None,44.89070526576122,3123
3124,Light Orange,Flower Pattern,None,Bandana Red,Normal,Happy Eyes,Deer Horns,Devil,None,None,None,None,27.287798538947477,3124
3125,Aquamarine,None,None,Bathrobe Blue,Normal,Retro Cartoon Eyes,Dread Short Red,Skeleton,None,None,Painted Skeleton,None,20.02100247468783,3125
3126,Light Red,Aztec Patterns,None,Dress Pink,Normal,Cool Shades,Dread Long Red,Zombie,None,None,None,None,28.25134565577417,3126
3127,Blue,None,Yellow,Sweater Pink CM,Normal,Bored Eyes,Manga Hair  Purple,Skeleton,3,None,None,None,29.556455292150964,3127
3128,Light Red,Aztec Patterns,Aquamarine,Hoodie Grey CM,Normal,Heart Eyes,Flower Blue,Skeleton,Small Tattoos,Cigarette,None,None,48.442572902556854,3128
3129,Grey,Flower Pattern,Yellow,Work Outfit Blue,Normal,Crazy Eyes,Rick Hair,Skeleton,Big Tattoos,Cigarette,None,None,47.34497098779974,3129
3130,Blue,Aztec Patterns,Rainbow,Freedy Tank Top,Normal,Bloodshot,Unicorn Horn,Skeleton,None,None,None,None,19.68331616792205,3130
3131,Grey,Aztec Patterns,Aquamarine,Samurai Blue,Normal,Monocle,None,Skeleton,Big Tattoos,None,Painted Skeleton,None,40.03134438050761,3131
3132,Aquamarine,None,Blue,Sheriff Outfit,Normal,Cool Shades,Rick Hair,Skeleton,Big Tattoos,Special Cigarette,None,Gold Chain Skull,73.17317246480377,3132
3133,Light Red,Aztec Patterns,None,Dress Pink,Normal,Angry Eyes,Devil Horns,Zombie,None,None,None,None,27.867005836896038,3133
3134,Aquamarine,Flower Pattern,Blue,Tank Top Grey POM,Normal,Bloodshot,Sombrero,Skeleton,None,None,Painted Skeleton,None,29.532512462133276,3134
3135,Blue,Aztec Patterns,Red,Tank Top Blue B&B,Normal,Happy Eyes,Dread Short Brown,Skeleton,Small Tattoos,None,Painted Skeleton,None,37.86505220832485,3135
3136,Aquamarine,None,None,Armor Blue,Normal,Cyclop Eye,Sport Headband,Skeleton,3,None,None,None,23.462840584821112,3136
3137,Grey,None,None,Tank Top Grey POM,Normal,Happy Eyes,Savage Hair Red,Robot,None,None,None,Gold Chain Skull,49.7287601346071,3137
3138,Beige,Flower Pattern,Red,Suit Black,Normal,Aviator Glasses,None,Skeleton,None,None,None,None,11.052806333953615,3138
3139,Light Orange,None,Yellow,Butler Outfit,Normal,Thug Life Glasses,Bucket Hat CM+B&B,Skeleton,None,None,None,None,13.755107727346353,3139
3140,Grey,Aztec Patterns,Red,Bandana Blue,Normal,Sad Eyes,Beret French,Skeleton,None,None,Painted Skeleton,None,29.18315978499718,3140
3141,Light Red,Aztec Patterns,Yellow,Work Outfit Blue,Normal,Pirate Patch Bloodshot,Ninja Balaclava,Skeleton,Small Tattoos,None,None,None,26.420530893300697,3141
3142,Grey,None,Rainbow,Tank Top Grey POM,Normal,Bored Eyes,Beret French,Skeleton,Small Tattoos,Tongue,None,None,49.74995899408605,3142
3143,Blue,None,Red,Tank Top Blue B&B,Normal,Cyclop Eye,Hippie Hat,Skeleton,None,None,None,None,12.366153494799361,3143
3144,Green,Flower Pattern,Yellow,Sheriff Outfit,Normal,Retro Cartoon Eyes,None,Skeleton,None,None,None,None,9.203779094843014,3144
3145,Grey,Aztec Patterns,Black,Fake Shaolin Outfit,Normal,Heart Glasses,Dread Short Dark,Skeleton,None,None,None,None,19.133024009838913,3145
3146,Beige,Flower Pattern,None,None,Normal,Sad Eyes,Pot Hat,Skeleton,Small Tattoos,None,Painted Skeleton,None,33.026878267264706,3146
3147,Purple,Flower Pattern,None,Dress Pink,Normal,Dia De Los Muertos Eyes,Halo,Devil,None,None,Painted Skeleton,None,45.45247625424306,3147
3148,Aquamarine,Flower Pattern,Yellow,Hoodie Pink CM,Normal,Bored Eyes,Mohawk,Skeleton,None,None,Painted Skeleton,Gold Chain Skull,54.078263646104176,3148
3149,Grey,Aztec Patterns,Yellow,Sweater Green CM,Normal,Retro Cartoon Eyes,Rat Ears,Skeleton,None,None,Painted Skeleton,None,27.232330329742112,3149
3150,Light Red,Flower Pattern,Yellow,Bear Fur,Normal,Regular Glasses,Headband Red,Skeleton,Big Tattoos,None,None,None,25.940118068992586,3150
3151,Grey,None,Rainbow,Dress Blue,Normal,Square Shades,Clown Hair Red,Skeleton,None,None,None,None,17.027938570976474,3151
3152,Light Orange,None,Blue,Roman Soldier Armor,Normal,Happy Eyes,Arrow,Skeleton,Big Tattoos,Cigarette,Painted Skeleton,None,57.96788748084472,3152
3153,Beige,Aztec Patterns,Blue,Tank Top Grey POM,Normal,Angry Eyes,Savage Hair Dark,Skeleton,None,None,Painted Skeleton,Gold Chain GM,54.74789164619101,3153
3154,Purple,None,Yellow,Tank Top Grey POM,Normal,Heart Glasses,None,Skeleton,None,None,None,None,9.876570376617064,3154
3155,Blue,None,Blue,Hoodie Blue B&B,Normal,Spider Eyes,None,Skeleton,None,None,None,None,9.730940958508686,3155
3156,Green,Aztec Patterns,None,Tank Top Blue B&B,Normal,Cool Shades,Rick Hair,Skeleton,Big Tattoos,None,Painted Skeleton,None,34.98917050254393,3156
3157,Purple,Aztec Patterns,None,Tank Top Blue B&B,Normal,Exasperated Eyes,Savage Hair Dark,Devil,Big Tattoos,None,Painted Skeleton,None,55.16155718525876,3157
3158,Light Red,Flower Pattern,None,Shaolin Outfit,Normal,Retro Cartoon Eyes,Metal Spikes,Zombie,None,None,None,None,25.98025777156699,3158
3159,Light Red,None,None,Bathrobe White,Normal,Sad Eyes,Knitted Beanie Red,Devil,None,Cigarette,None,None,48.13059950484843,3159
3160,Green,None,None,Synthetic Cool Cat Fur Coat,Normal,Bloodshot,Flower Crown Pink,Robot,None,None,None,None,28.21072949078464,3160
3161,Light Orange,None,Blue,Dress Blue,Normal,Bloodshot,None,Skeleton,None,None,Painted Skeleton,None,22.894115179055678,3161
3162,Light Orange,None,Red,Sweater Pink CM,Normal,Heart Eyes,Sport Headband,Skeleton,None,Special Cigarette,None,Gold Chain Skull,59.749745187553096,3162
3163,Light Orange,None,Blue,Bear Fur,Normal,Crazy Eyes,Rat Ears,Skeleton,None,None,None,None,13.405667091738518,3163
