,Mouth Accessory,Eye Accessory,Head Below,Ear Accessory,Eyes,Nose,Mouth,Face,Race,Background,Head Above,Face Accessory,Mask,Rarity score,Token Id
642,None,None,Slicked Blonde Hair,None,Femme Idle,Bot Nose 3,Open Teeth,Fu Manchu Mustache Black,Bot,Purple Green Diag,None,None,None,57.2453598496933,643
643,None,None,None,Silver Stud Earrings,Masc Wide Variant 1,Delicate,Buck Teeth,Fu Manchu Mustache Brown,Human,Grey Solid,Good Morning Bandana Top Knot,None,None,34.935390807128265,644
644,None,None,None,Silver Stud Cross Combo,Masc Idle Variant 1,Downturned,Open Teeth,None,Alien,Double Pink,Chain Headband,Oxygen Mask,None,76.46896444210165,645
645,None,None,None,Gold Stud Earrings,Masc Furrowed Variant 3,Downturned,Idle,None,Human,Pink Solid,Chain Hat,Gas Mask,None,51.43909930479968,646
646,Joint,None,Double Pigtail Hair Pink,Candy Raver Earrings,Beady Variant 1,Prominent,Smile Double Monroe Piercing,Soul Patch Long,Alien,Purple Tie Dye,None,None,None,75.04646977343202,647
647,None,None,None,Silver Stud Cross Combo,Villian Eyes,Upturned,Smile,Mutton Chop Winged Mustache Black,Alien,Blue Orange Diag,Leather Bandana Bald,None,None,58.76902055311255,648
648,None,None,None,Small Hoop Earrings,Masc Wide Variant 1,Delicate,Open Teeth,None,Human,Pink Solid,Cowboy Hat Pink,None,Jack-O'-Lantern,54.112084277058045,649
649,None,None,None,Large Hoop Earrings,Beady Variant 3,Droopy Stud Piercing,Idle,None,Human,Double Purple,Backwards Hat 2,None,None,18.707796785193157,650
650,Cigar,None,None,Chain Earring,Femme Furrowed,Prominent,Missing Tooth,Mutton Chop Curled Mustache Black,Human,Yellow Double Stripe,Straight Long Hair,None,None,52.7079542107999,651
651,Cig,None,Slicked Blonde Hair,Silver Stud Earrings,Femme Shade Eyes Variant 3,Prominent Stud Piercing,Idle,Beard Black,Human,Purple Solid,None,None,None,38.88313654524665,652
652,None,None,None,Large Hoop Earrings,Femme Shade Eyes,Bot Nose 1,Lipstick Red,None,Bot,Purple Orange Diag,None,None,None,28.255184718126912,653
653,Cigar,Thin Glasses,Widows Peak Blue Hair,Candy Raver Earrings,Beady,Delicate,Teeth Smile,None,Human,Pink Solid,None,None,None,51.06588040841258,654
654,None,Chainspace Deck SE,Cropped Cut Dark,Large Hoop Earrings,Beady,Bot Nose 2,Idle,Soul Patch Short,Bot,Peach Blue Vert,None,None,None,78.01591194740358,655
655,Cig,Scouter Red,None,Silver Stud Earrings,Femme Wide Variant 1,Prominent Stud Piercing,Lipstick Black,None,Human,Yellow Pink Diag,Alien Hat,None,None,47.758945016268584,656
656,None,Glass Visor,Slicked Blonde Hair,Candy Raver Earrings,Masc Wide,Bot Nose 3,Teethy Grin,None,Bot,Peach Solid,None,None,None,63.09518010470694,657
657,Cig,None,Messy Hair Dark,Silver Stud Cross Combo,Uninterested,Prominent Stud Piercing,Idle,Blu Manchu Mustache,Human,Double Green,None,None,None,39.580218126009434,658
658,None,Lennon Glasses,Double Pigtail Hair Brown,Gold Stud Earrings,Closed,Upturned,Open Teeth,Soul Patch Long,Human,Candy Stripe,None,None,None,52.16320882974406,659
659,Cig,None,Cornrows Dark Hair,Candy Raver Earrings,Masc Shade Eyes Variant 2,Delicate,Lipstick Red,Basic Mustache Black,Human,Green Stripe,None,None,None,42.26065222302067,660
660,None,None,None,Candy Raver Earrings,Femme Shade Eyes,Bot Nose 1,Teethy Grin,None,Bot,Double Purple,None,None,Hockey Mask,62.561162896810174,661
661,None,None,None,Silver Stud Earrings,Femme Idle,Bot Nose 3,Teeth Smile,Winged Mustache Brown,Bot,Pink Solid,Half Buzz Half Long Hair,None,None,59.16196438459927,662
662,None,Rodman Wrap Arounds,Mohawk Hair,Candy Raver Earrings,Femme Furrowed,Downturned,Idle,Goatee Black,Human,Dark Purple Solid,None,None,None,50.76190508719035,663
663,None,Eye Patch,None,Large Hoop Earrings,Look Right Variant 3,Droopy Stud Piercing,Lipstick Green,Mutton Chop Curled Mustache Black,Human,Purple Solid,Backwards Hat 1,None,None,53.8352088396421,664
664,None,None,Widows Peak Hair,None,Masc Shade Eyes,Upturned,Idle,None,Human,Magenta Solid,None,None,None,13.928747066931038,665
665,None,Glasses,Well Combed Hair Blk,Gold Stud Cross Combo,Femme Idle Variant 2,Delicate,Smile,Thin Curled Mustache Brown,Human,Purple Solid,None,None,None,53.07895633629788,666
666,Cig,Kaneda Goggles,None,Small Hoop Earrings,Femme Furrowed Variant 3,Delicate,Idle,Winged Mustache Brown,Human,Pink Solid,Mystic Top Hat,None,None,58.48332783876158,667
667,Cig,None,None,None,Beady Variant 1,Droopy Stud Piercing,Smile Double Monroe Piercing,Basic Mustache Brwn,Human,Green Black Diag,Genesis Hat,None,None,40.81479246405601,668
668,Joint,None,None,Silver Stud Cross Combo,Robo-Eyes,Prominent,Open Teeth,None,Human,Light Blue Solid,Half Buzz Half Long Blue Hair,None,None,31.63940490558638,669
669,None,Cybernetic Implants,Well Combed Hair Brwn,Large Hoop Earrings,Closed,Prominent,Teeth Smile,Beard Black,Human,Peach Solid,None,None,None,51.19936413298423,670
670,None,None,Punker Spike Neon Green,Silver Stud Cross Combo,Look Right Variant 4,Prominent,Open Teeth,Winged Mustache Black,Human,Yellow Pink Diag,None,None,None,33.118811827356176,671
671,Cig,None,Metal Skullcap,Open Face Shield,Femme Idle Variant 3,Delicate,Smile,Soul Patch Short,Alien,Yellow Pink Diag,None,None,None,70.19391492858715,672
672,Tongue Out,Kaneda Goggles,Well Combed Hair Brwn,None,Masc Shade Eyes Variant 4,Delicate,Teethy Grin,Fu Manchu Mustache Black,Human,Orange Solid,None,None,None,64.22964139984612,673
673,Cig,Goggles,Double Pigtail Hair Brown,None,Robo-Eyes,Delicate,Open Teeth,Thin Curled Mustache Black,Human,Magenta Solid,None,None,None,55.728975877320764,674
674,None,None,None,Large Hoop Earrings,Femme Furrowed Variant 2,Prominent Stud Piercing,Lipstick Purple,None,Human,Black Orange Diag,Eye Hat,None,None,21.862980757428154,675
675,Joint,Chainspace Deck Pro,Cornrows Light Hair,Silver Stud Cross Combo,Femme Idle Variant 4,Droopy Stud Piercing,Idle,Beard Black,Human,Purple Solid,None,None,None,63.176719923771806,676
676,None,Eye Patch Monocle,Punker Spike Neon Pink,Candy Raver Earrings,Masc Furrowed,Droopy,Lipstick Purple,Fu Manchu Mustache Black,Human,Light Blue Solid,None,None,None,53.53489522068923,677
677,None,Eye Patch Sight,None,Small Hoop Earrings,Masc Furrowed Variant 4,Droopy,Lipstick Red,None,Human,Purple Solid,Techno Horns,None,None,37.9459331246014,678
678,Joint,Sun Glasses Red,None,Silver Stud Earrings,Draag Alien Variant 1,Upturned,Buck Teeth,Winged Mustache Black,Alien,Magenta Solid,Chain Hat,None,None,91.31587849669407,679
679,None,None,Mohawk Hair Neon Blue,None,Robo-Eyes Variant 1,Droopy,Smile Double Monroe Piercing,None,Alien,Candy Stripe,None,None,None,43.45081366691236,680
680,Tongue Out,Night Vision Goggles,Bob Hair,None,Femme Wide,Bot Nose 2,Lipstick Blue,None,Bot,Pink Solid,None,None,None,76.13646806787739,681
681,Cig,Lennon Glasses,None,Gold Stud Cross Combo,Femme Furrowed Variant 1,Delicate,Teeth Smile,None,Human,Yellow Solid,Cowboy Hat Brown,None,None,47.236156912882926,682
682,None,Kaneda Goggles,None,Gold Stud Cross Combo,Femme Idle,Bot Nose 2,Teethy Grin,Basic Mustache Brwn,Bot,Blue Solid,Long Pink Pigtails,None,None,80.72571458754555,683
683,Joint,None,Slicked Dark Hair,Silver Stud Earrings,Femme Wide Variant 3,Droopy Stud Piercing,Smile,Soul Patch Short,Human,Double Green,None,None,None,45.53795246828912,684
684,None,None,Rough Punk Hair Black,Silver Stud Cross Combo,Masc Wide Variant 3,Upturned,Lipstick Red,Rough Mustache Brwn,Human,Green Double Stripe,None,None,None,33.7565036915975,685
685,Joint,Scouter Red,Slicked Dark Hair,Silver Stud Earrings,Femme Furrowed Variant 3,Droopy,Lipstick Green,Basic Mustache Brwn,Human,Sun,None,None,None,66.84674412046613,686
686,None,None,Blue Vertical Spikes,Large Hoop Earrings,Masc Shade Eyes Variant 1,Upturned Septum Piercing,Teeth Smile,Beard Brown,Human,Double Purple,None,None,None,32.66658470783458,687
687,Blunt,None,None,Silver Stud Earrings,Masc Shade Eyes,Droopy,Open Teeth,None,Human,Green Diag,Silly Copter Hat,None,None,31.965678628948602,688
688,None,Glasses,None,None,Closed Variant 2,Upturned Septum Piercing,Lipstick Red,Soul Patch Long,Human,Orange Solid,Classic Top Hat,None,None,48.50794344693911,689
689,Pipe,Aviators,Messy Hair Light,Silver Stud Earrings,Femme Shade Eyes,Bot Nose 1,Idle,Winged Mustache Black,Bot,Green Stripe,None,None,None,92.35380459443881,690
690,None,None,Bob Hair,Silver Stud Earrings,Masc Furrowed Variant 4,Upturned Septum Piercing,Smile Double Monroe Piercing,None,Human,Double Pink,None,Oxygen Mask,None,50.33074867074072,691
691,None,None,Punker Spike Neon Green,Silver Stud Earrings,Villian Eyes Variant 1,Droopy,Idle,Basic Mustache Black,Human,Double Yellow,None,None,None,31.543047728991404,692
692,None,None,Punker Spike Neon Pink,Gold Stud Cross Combo,Masc Idle,Upturned Septum Piercing,Idle,Soul Patch Short,Human,Grey Solid,None,None,None,32.31438091755743,693
693,Blunt,Thin Glasses,None,Gold Stud Earrings,Uninterested,Bot Nose 3,Teethy Grin,Winged Mustache Brown,Bot,Blue Orange Diag,E-Girl Hair,None,None,92.58728718527567,694
694,None,Cybernetic Implants,Cornrows Dark Topknot Hair,None,Masc Wide,Bot Nose 1,Teeth Smile,Goatee Black,Bot,Double Purple,None,None,None,74.31260312618346,695
695,None,Scouter Red,Bleached Vertical Spikes,None,Beady Variant 6,Prominent,Idle,Soul Patch Short,Human,Pink Solid,None,None,None,47.31043187968941,696
696,None,Cybernetic Implants,None,None,Beady,Bot Nose 3,Teeth Smile,None,Bot,Green Black Diag,Cowboy Hat Brown,None,None,61.03396396981271,697
697,None,None,None,Silver Stud Earrings,Masc Wide,Downturned,Teethy Grin,None,Human,Triple Blue,Silly Copter Hat,None,None,18.80794397425843,698
698,Joint,Kaneda Goggles,None,None,Draag Alien,Prominent Stud Piercing,Smile,Winged Mustache Black,Human,Yellow Diag,E-Girl Hair,None,None,62.63547423574626,699
699,Cigar,Thin Glasses,Cornrows Dark Hair,None,Beady Variant 5,Delicate,Smile,Beard Black,Human,Red Solid,None,None,None,62.82460401720857,700
700,None,Glasses,Blue Vertical Spikes,Silver Stud Earrings,Draag Alien Variant 1,Droopy Stud Piercing,Idle,None,Human,Triple Green,None,None,None,34.998458165071405,701
701,Cig,Sniper Goggles,None,Gold Stud Cross Combo,Bot Beady,Upturned Septum Piercing,Teeth Smile,Thin Curled Mustache Brown,Bot,Dark Purple Solid,Backwards Hat 1,None,None,84.50250274269399,702
702,None,None,None,Silver Stud Earrings,Beady Variant 6,Droopy Stud Piercing,Lipstick Blue,Winged Mustache Brown,Human,Blue Solid,Leather Bandana Bald,None,None,34.40526669255003,703
703,Cigar,Thin Glasses,Face Chain,Gold Stud Earrings,Femme Wide,Bot Nose 1,Smile,None,Bot,Yellow Solid,None,None,None,77.84539438514206,704
704,Cig,Sun Glasses,None,Small Hoop Earrings,Masc Shade Eyes,Delicate,Lipstick Blue,None,Human,Pink Solid,Divine Robe,None,None,45.50115405905578,705
705,None,Chainspace Deck Elite II,None,Large Hoop Earrings,Closed Variant 1,Droopy Stud Piercing,Open Teeth,Thin Curled Mustache Black,Human,Green Blue Vert,Funky Bandana Bald,None,None,53.78700485273809,706
706,None,Target Visor,Mohawk Hair Neon Blue,Large Hoop Earrings,Masc Shade Eyes Variant 2,Prominent Stud Piercing,Lipstick Green,None,Alien,Purple Green Diag,None,None,None,64.66343130245556,707
707,Joint,None,None,Silver Stud Cross Combo,Robo-Eyes Variant 1,Upturned Septum Piercing,Lipstick Green,Forehead X Tattoo,Human,Blue Solid,None,None,None,28.496310009905716,708
708,Blunt,Single Eye Reader,None,Silver Stud Cross Combo,Draag Alien,Prominent,Smile Double Monroe Piercing,Soul Patch Short,Human,Double Purple,None,None,None,47.381405552442594,709
709,None,None,None,Silver Stud Earrings,Robo-Eyes Variant 2,Droopy Stud Piercing,Buck Teeth,Basic Mustache Black,Human,Green Solid,Long Pink Pigtails,None,None,33.908408660440244,710
710,Joint,Mad-Eye Monocle,Face Chain,None,Masc Wide Variant 2,Downturned,Lipstick Black,Jet Black,Human,Triple Pink,None,None,None,66.146227031395,711
711,Cig,None,None,Silver Stud Earrings,Masc Shade Eyes Variant 1,Downturned,Lipstick Green,Soul Patch Long,Human,Triple Green,Classic Top Hat,None,None,42.494214529695945,712
712,None,None,Cornrows Dark Topknot Hair,Large Hoop Earrings,Beady,Droopy Stud Piercing,Lipstick Black,None,Human,Blue Diag,None,Viral Mask,None,52.74403140050222,713
713,None,Glass Visor,None,Gold Stud Earrings,Femme Wide,Prominent,Smile Double Monroe Piercing,Fu Manchu Mustache Brown,Alien,Orange Solid,Backwards Hat 1,None,None,79.17630698860974,714
714,Blunt,Chainspace Deck Pro,Well Combed Hair Brwn,Chain Earring,Femme Furrowed Variant 5,Upturned,Buck Teeth,Fu Manchu Mustache Black,Human,Triple Green,None,None,None,69.21193409731892,715
715,Cig,Scouter Red,Cornrows Dark Topknot Hair,Silver Stud Cross Combo,Masc Furrowed Variant 4,Delicate,Lipstick Green,Soul Patch Long,Human,Double Pink,None,None,None,59.71785509042569,716
716,Blunt,None,None,Gold Stud Earrings,Femme Wide,Droopy,Idle,None,Human,Green Black Diag,Neon Green Industrial Dreads,None,None,32.38836145453254,717
717,None,None,None,Small Hoop Earrings,Beady Variant 3,Delicate,Lipstick Blue,None,Human,Green Black Diag,Goggles Forehead,None,None,20.683973120663893,718
718,Cig,None,Cornrows Dark Hair,Candy Raver Earrings,Femme Idle,Upturned,Lipstick Red,None,Human,Grey Solid,None,None,None,26.526872292840036,719
719,Cig,Glasses,Cornrows Dark Topknot Hair,Small Hoop Earrings,Femme Wide Variant 2,Prominent Stud Piercing,Smile Double Monroe Piercing,Forehead X Tattoo,Alien,Pink Diag,None,None,None,86.10391509458772,720
720,Joint,None,Blue Vertical Spikes,Earpiece,Femme Star Liner,Droopy,Smile,Thin Curled Mustache Black,Human,Dark Purple Solid,None,None,None,49.17854470761829,721
721,None,None,None,Large Hoop Earrings,Femme Furrowed Variant 4,Prominent,Teethy Grin,Thick Curled Mustache Brown,Human,Purple Green Diag,Backwards Hat 2,None,None,35.42482568363425,722
722,None,None,Widows Peak Blue Hair,Small Hoop Earrings,Bot Busted Eye,Bot Nose 3,Lipstick Red,None,Bot,Grey Solid,None,None,Hockey Mask,79.67553314600234,723
723,Blunt,Night Vision Goggles,None,Silver Stud Earrings,Femme Idle,Droopy Stud Piercing,Lipstick Red,None,Human,Light Blue Solid,Tie-Dye Bandana Bald,None,None,50.15756385235427,724
724,None,None,Double Pigtail Hair Pink,Large Hoop Earrings,Femme Shade Eyes,Bot Nose 2,Teethy Grin,None,Bot,Red Solid,None,None,Gas Tank Mask,79.75697504452714,725
725,None,None,Blue Vertical Spikes,Silver Stud Cross Combo,Closed Variant 1,Delicate,Lipstick Green,None,Human,Light Blue Solid,None,Oni Mask Red,None,52.15474266399532,726
726,Cigar,Chainspace Deck Pro,Sushi Chef Bandana,Candy Raver Earrings,Bot Beady,Bot Nose 2,Idle,Winged Mustache Brown,Bot,Triple Pink,None,None,None,93.113690632496,727
727,None,None,Cornrows Dark Hair,Silver Stud Earrings,Femme Wide,Droopy,Teeth Smile,Furies Facepaint,Human,Purple Orange Diag,None,None,None,33.18922002734341,728
728,Joint,Sun Glasses,Metal Skullcap,Silver Stud Cross Combo,Look Right Variant 2,Delicate,Teeth Smile,None,Human,Double Green,None,None,None,49.76464597866173,729
729,None,None,Cropped Cut Dark,Small Hoop Earrings,Femme Idle Variant 1,Droopy Stud Piercing,Buck Teeth,None,Human,Yellow Double Stripe,None,Oxygen Mask,None,51.728291717364705,730
730,None,Chainspace Deck Pro,None,Chain Earring,Masc Wide,Bot Nose 1,Idle,None,Bot,Grey Solid,Beanie Hair Blonde,None,None,64.7263180799745,731
731,None,None,Rough Punk Hair Pink,None,Femme Shade Eyes Variant 1,Upturned,Smile,Mutton Chop Winged Mustache Black,Human,Green Diag,None,None,None,30.890666418024654,732
732,Cig,Thin Glasses,Blue Vertical Spikes,Silver Stud Earrings,Femme Star Liner,Droopy Stud Piercing,Buck Teeth,Thin Curled Mustache Black,Human,Black Orange Diag,None,None,None,58.79100455552633,733
733,Blunt,Goggles,None,None,Femme Star Liner,Downturned,Idle,None,Human,Yellow Solid,Crown Long Hair Grey,None,None,46.65786403684999,734
734,Cig,Target Visor,None,Candy Raver Earrings,Femme Furrowed Variant 2,Droopy Stud Piercing,Teeth Smile,Rough Mustache Brwn,Human,Green Tie Dye,Cowboy Hat White,None,None,61.489921442586116,735
735,None,Glass Visor,None,Silver Stud Cross Combo,Masc Idle Variant 1,Droopy,Lipstick Red,None,Human,Dark Purple Solid,Eye Hat,None,None,36.85963838954748,736
736,Cig,Aviators,Widows Peak Blue Hair,Open Face Shield,Villian Eyes,Upturned Septum Piercing,Buck Teeth,Rough Mustache Black,Human,Peach Blue Vert,None,None,None,62.65403418151478,737
737,Joint,None,Widows Peak Blue Hair,Gold Stud Earrings,Uninterested Variant 2,Upturned Septum Piercing,Idle,Mutton Chop Winged Mustache Black,Alien,Purple Orange Diag,None,None,None,70.64622992515783,738
738,Tongue Out,Sun Glasses,Widows Peak Hair,Candy Raver Earrings,Closed Variant 2,Delicate,Idle,Winged Mustache Brown,Human,Double Pink,None,None,None,65.48257396041396,739
739,Cig,Chainspace Deck Basic,None,None,Femme Shade Eyes,Bot Nose 2,Lipstick Black,Basic Mustache Brwn,Bot,Double Purple,Green Short Hair,None,None,85.90736215916725,740
740,Tongue Out,None,Cornrows Dark Topknot Hair,Candy Raver Earrings,Femme Furrowed,Upturned,Open Teeth,Thin Curled Mustache Brown,Human,Green Solid,None,None,None,47.46952234987226,741
741,None,None,None,Gold Stud Earrings,Femme Wide Variant 2,Delicate,Smile,None,Human,Double Purple,Eye Hat,None,None,20.064790383749337,742
742,Cig,Aviators,None,None,Masc Wide Variant 4,Droopy Stud Piercing,Lipstick Purple,Forehead X Tattoo,Human,Purple Orange Diag,Dual Horn,None,None,58.89491244364803,743
743,None,Chainspace Deck Basic,Metal Skullcap,None,Masc Shade Eyes,Downturned,Teeth Smile,None,Human,Light Blue Solid,None,None,None,33.374687728368855,744
744,None,None,None,Silver Stud Earrings,Femme Wide,Upturned Septum Piercing,Idle,None,Human,Orange Solid,Dreadlocks,None,None,15.793706932904533,745
745,Blunt,None,None,None,Masc Wide,Upturned Septum Piercing,Lipstick Purple,Winged Mustache Black,Human,Pink Solid,Dual Horn,None,None,43.64366783191144,746
746,Cig,Sniper Goggles,Messy Hair Dark,Silver Stud Earrings,Draag Alien Variant 1,Upturned Septum Piercing,Missing Tooth,Fu Manchu Mustache Black,Human,Purple Orange Diag,None,None,None,60.52242949850869,747
747,None,Deal With It,None,None,Femme Idle,Upturned Septum Piercing,Lipstick Green,Thin Curled Mustache Black,Bot,Purple Green Diag,Hood,None,None,73.86780064580798,748
748,Cig,Goggles,Punker Spike Neon Green,None,Beady,Bot Nose 3,Smile,None,Bot,Triple Green,None,None,None,67.94755104181289,749
749,None,None,None,Large Hoop Earrings,Masc Shade Eyes Variant 3,Prominent Stud Piercing,Idle,Thick Curled Mustache Black,Human,Blue Solid,Backwards Hat 1,None,None,33.54509330507239,750
750,None,Eye Patch Monocle,Cropped Cut Dark,Silver Stud Cross Combo,Uninterested,Bot Nose 1,Lipstick Blue,Beard Brown,Bot,Pink Solid,None,None,None,77.93807243068417,751
751,Pipe,None,None,None,Masc Idle Variant 1,Prominent,Open Teeth,Soul Patch Long Neon Blue,Human,Purple Green Diag,Cowboy Hat Brown,None,None,47.53629034883308,752
752,None,None,None,None,Closed Variant 1,Upturned Septum Piercing,Lipstick Black,None,Human,Grey Solid,Good Morning Bandana Top Knot,Oni Mask Red,None,50.61998337314824,753
753,None,Eye Patch Sight,None,Candy Raver Earrings,Look Right Variant 4,Upturned Septum Piercing,Teeth Smile,Mutton Chop Curled Mustache Brown,Human,Triple Pink,None,None,None,33.79456208475832,754
754,Blunt,None,None,None,Masc Idle Variant 1,Prominent,Buck Teeth,None,Human,Yellow Double Stripe,Dreadlocks,None,None,31.461471606913722,755
