,Animated,Additional Backgrounds,Display Mode,Portrait Background,Purity,Chroma,Generation,Variant,Species,Decorative,Mouth,Face,Device,Element,Dimension,Oni,Horn,Weapon,Eyewear,Zodiac,Emote,Gem,Mythic,Rarity score,Token Id
2430,No,No,Portrait,Day,Natural,Crimson Carmine,Epsilon,Crab,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9311069205820797,2431
2431,No,No,Portrait,Day,Augmented,Sweet Lime,Upsilon,Summer Student,Humans,None,Star,Spikes,None,None,None,None,None,None,Moon Eyepatch,None,None,None,None,26.305463730312944,2432
2432,No,No,Portrait,Day,Natural,Azure Sky,Omicron,Swordfish,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8210641124843762,2433
2433,No,No,Portrait,Day,Augmented,Silver Cloud,Beta,Ancient Captain,Humans,Toy Cars,None,Whiskers,None,None,None,None,None,None,Neon Glasses,None,None,None,None,22.392065739278394,2434
2434,No,Yes,Portrait,Simple 2,Augmented,Polychromatic,Phi,Tengu,Yokai,None,None,None,None,None,None,Flame Eyes,Bison,Tetsubo,None,None,None,None,None,59.24112118799274,2435
2435,No,No,Portrait,Day,Augmented,Azure Sky,Mu,Baseball Player,Humans,None,Donut,Triangles,None,None,None,None,None,None,Heart Eyepatch,None,None,None,None,26.24497897927865,2436
2436,No,No,Portrait,Day,Augmented,Smoked Amber,Phi,Lance Defender,Humans,None,Popsicle,Triangles,None,None,None,None,None,None,Monocle,None,None,None,None,26.313719345927673,2437
2437,No,No,Portrait,Day,Augmented,Lapis Lazuli,Beta,Snake,Demihumans,Meat,None,None,None,None,None,None,None,None,None,Rooster,None,Feather Tiara,None,22.499210222909998,2438
2438,No,No,Portrait,Day,Augmented,Crimson Carmine,Delta,Oni,Yokai,Bell,None,None,None,None,None,None,Bison,Masakari,None,None,None,None,None,28.274176378058474,2439
2439,No,No,Portrait,Day,Natural,Great Pearl,Rho,Kimono Model,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6657303047354115,2440
2440,No,No,Portrait,Day,Augmented,Cedar Caramel,Omicron,Ape,Demihumans,Fish,None,None,None,None,None,None,None,None,None,Pig,None,Emerald,None,22.572112600152664,2441
2441,No,No,Portrait,Day,Augmented,Regal Cobalt,Xi,Baseball Player,Humans,Book,None,Tear Drops,None,None,None,None,None,None,Moon Eyepatch,None,None,None,None,22.19815394827305,2442
2442,No,No,Portrait,Day,Natural,Orchid Mauve,Xi,Kappa,Yokai,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3.295529654047497,2443
2443,No,No,Portrait,Day,Natural,Incredible Indigo,Rho,Cultist,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.5514311307419026,2444
2444,No,No,Portrait,Day,Augmented,Electric Fuschia,Gamma,Axe Warden,Humans,Breakfast,Donut,None,None,None,None,None,None,None,Heart Eyepatch,None,None,None,None,21.90793049266494,2445
2445,No,No,Portrait,Day,Natural,Clay Walnut,Mu,Dragon,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8196896224397484,2446
2446,No,No,Portrait,Day,Augmented,Polychromatic,Omega,Whale Shark,Demihumans,Anchor,None,None,None,None,None,None,None,None,None,Dragon,None,Turquoise,Ancient Fossil,35.27692386578303,2447
2447,No,No,Portrait,Day,Augmented,Queen Pink,Phi,Summer Student,Humans,None,Donut,Star Scar,None,None,None,None,None,None,Moon Eyepatch,None,None,None,None,26.255954811809,2448
2448,No,No,Portrait,Day,Augmented,Glacier Blue,Upsilon,Kimono Model,Humans,Toy Cars,None,Scar,None,None,None,None,None,None,Round Glasses,None,None,None,None,22.44157259184458,2449
2449,No,No,Portrait,Day,Augmented,Candy Rose,Epsilon,Horse,Demihumans,Fossil Ammonite,None,None,None,None,None,None,None,None,None,Snake,None,Moon Band,None,22.595494496030824,2450
2450,No,No,Portrait,Day,Natural,Aegean Sea,Gamma,Zashiki-Warashi,Yokai,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3.252889057458607,2451
2451,No,No,Portrait,Day,Augmented,Rich Navy,Delta,Spider,Demihumans,None,None,None,None,None,None,None,None,None,None,Tiger,Anger,Feather Tiara,None,27.10855501103634,2452
2452,No,No,Portrait,Day,Augmented,Concord Grape,Delta,Agent,Posthumans,None,None,None,Laser Sword,Earth,Repair Drone,None,None,None,None,None,None,None,None,26.904590559239516,2453
2453,No,No,Portrait,Day,Augmented,Ultra Violet,Kappa,Terrorbird,Demihumans,Cat,None,None,None,None,None,None,None,None,None,Dog,Exasperation,None,None,22.724789254867257,2454
2454,No,Yes,Portrait,Night,Augmented,Midnight Plum,Omicron,Shikigami,Yokai,Moon Earring,None,None,None,None,None,None,Bison,Tetsubo,None,None,None,None,None,54.065121952224395,2455
2455,No,No,Portrait,Day,Natural,Aegean Sea,Theta,Octopus,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8458255935799771,2456
2456,No,No,Portrait,Day,Natural,Aegean Sea,Zeta,Squid,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8485760887593674,2457
2457,No,No,Portrait,Day,Augmented,Flamingo Pink,Psi,Bumblebee,Demihumans,Veggies,None,None,None,None,None,None,None,None,None,Snake,None,Emerald,None,22.68624983539613,2458
2458,No,No,Portrait,Day,Augmented,King Turquoise,Mu,Summer Student,Humans,Book,Popsicle,Tear Drops,None,None,None,None,None,None,None,None,None,None,None,22.14587347514175,2459
2459,No,No,Portrait,Day,Natural,Natural Nectarine,Omega,Water Spirit,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.6848422059194506,2460
2460,No,No,Portrait,Day,Augmented,Pesto Guacamole,Rho,Kappa,Yokai,Flower Ribbon,None,None,None,None,None,None,Gazelle,Tekagi,None,None,None,None,None,28.296194932656388,2461
2461,No,No,Portrait,Day,Augmented,Polychromatic,Upsilon,Host,Posthumans,None,None,None,Battery,Earth,Tentacle Rift,None,None,None,None,None,None,None,None,26.21552859531322,2462
2462,No,No,Portrait,Day,Augmented,Golden Bronze,Mu,Agent,Posthumans,None,None,None,Keyboard and Mouse,Lightning,Pincer Drone,None,None,None,None,None,None,None,None,26.956863600989383,2463
2463,No,No,Portrait,Day,Augmented,Polychromatic,Omega,Tonfa Guard,Humans,Breakfast,Bubble Gum,None,None,None,None,None,None,None,Round Glasses,None,None,None,None,21.394972648236052,2464
2464,No,No,Portrait,Day,Natural,Prussian Steel,Gamma,Assassin,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.451013059658345,2465
2465,No,No,Portrait,Day,Augmented,Electric Fuschia,Alpha,Researcher,Posthumans,None,None,None,Battery,Ice,Houndstooth Rift,None,None,None,None,None,None,None,None,26.69141070823632,2466
2466,No,No,Portrait,Day,Augmented,Raspberry Jam,Xi,Turtle,Demihumans,None,None,None,None,None,None,None,None,None,None,Goat,Proud,Moon Band,None,27.173193651610404,2467
2467,No,No,Portrait,Day,Natural,Dark Cerulean,Delta,Hitotsume-Kozo,Yokai,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3.2652728268145887,2468
2468,No,No,Portrait,Day,Augmented,Ultra Violet,Epsilon,Rugby Player,Humans,Potion Flask,None,Scar,None,None,None,None,None,None,Monocle,None,None,None,None,22.40721445366958,2469
2469,No,No,Portrait,Day,Natural,Emerald Seafoam,Epsilon,Winter Model,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.7166262419725788,2470
2470,No,No,Portrait,Day,Augmented,Raspberry Jam,Sigma,Cthylla,Posthumans,None,None,None,Laptop,Vitality,Checkered Rift,None,None,None,None,None,None,None,None,26.963702055169424,2471
2471,No,No,Portrait,Day,Augmented,Midnight Plum,Psi,Sentinel,Posthumans,None,None,None,Smartphone,Fire,Ethereum,None,None,None,None,None,None,None,None,26.90184529449033,2472
2472,No,No,Capsule,N/A,Natural,Forest Shamrock,Delta,Barbarian,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26.22674162195789,2473
2473,No,No,Portrait,Day,Augmented,Glacier Blue,Psi,Kimono Model,Humans,Game Controller and Disc,Bubble Gum,Whiskers,None,None,None,None,None,None,None,None,None,None,None,22.28339990217398,2474
2474,No,No,Portrait,Day,Augmented,Regal Cobalt,Zeta,Medic,Posthumans,None,None,None,Keyboard and Mouse,Crystal,Ethereum,None,None,None,None,None,None,None,None,26.842705580929007,2475
2475,No,No,Portrait,Day,Augmented,Candy Rose,Theta,Komainu,Yokai,Moon Earring,None,None,None,None,None,Shellfish,Bison,None,None,None,None,None,None,28.645553279241177,2476
2476,No,No,Portrait,Day,Augmented,Glacier Blue,Psi,Swimmer,Humans,None,Leaf,Scar,None,None,None,None,None,None,Neon Glasses,None,None,None,None,26.284827236331797,2477
2477,No,No,Portrait,Day,Augmented,Prussian Steel,Delta,DJ,Posthumans,None,None,None,Keyboard and Mouse,Fire,Spirit Eyes,None,None,None,None,None,None,None,None,26.79730210106542,2478
2478,No,No,Portrait,Day,Augmented,Incredible Indigo,Omicron,Oni,Yokai,Cucumber,None,None,None,None,None,Kunai,Bull,None,None,None,None,None,None,28.530024485482436,2479
2479,No,No,Portrait,Day,Natural,Metallic Charcoal,Mu,Megalodon,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8554464758803978,2480
2480,No,No,Portrait,Day,Augmented,Polychromatic,Omega,Spear Warrior,Humans,Game Controller and Disc,Leaf,Scar,None,None,None,None,None,None,None,None,None,None,None,21.536667419633876,2481
2481,No,No,Capsule,N/A,Natural,Emerald Seafoam,Theta,Tiger Shark,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26.40679206193912,2482
2482,No,No,Portrait,Day,Augmented,Vintage Mahogany,Alpha,Megalodon,Demihumans,None,None,None,None,None,None,None,None,None,None,Pig,Proud,Moon Band,None,27.118186907179147,2483
2483,No,No,Portrait,Day,Augmented,Cedar Caramel,Phi,Wildcat,Demihumans,Meat,None,None,None,None,None,None,None,None,None,Rooster,Proud,None,None,22.782551723657985,2484
2484,No,Yes,Portrait,Night,Augmented,Lilac Lavender,Sigma,Yuki-Onna,Yokai,Daruma,None,None,None,None,None,None,Stag,Nunchucks,None,None,None,None,None,54.16412534099248,2485
2485,No,No,Portrait,Day,Augmented,Cedar Caramel,Rho,Winter Student,Humans,Fast Food,Bandaid,Spikes,None,None,None,None,None,None,None,None,None,None,None,22.23941165797374,2486
2486,No,No,Portrait,Day,Augmented,Prussian Steel,Gamma,Rokurokubi,Yokai,Moon Earring,None,None,None,None,None,None,Tricorn,Kunai,None,None,None,None,None,28.10916233907152,2487
2487,No,No,Portrait,Day,Augmented,Mint Pistachio,Theta,Wanyudo,Yokai,Shrimp,None,None,None,None,None,None,Minotaur,Tetsubo,None,None,None,None,None,28.157284656078975,2488
2488,No,No,Portrait,Day,Augmented,Shamrock Parakeet,Rho,Cthylla,Posthumans,None,None,None,Android Tail,Holy,Recon Drone,None,None,None,None,None,None,None,None,26.93621485755481,2489
2489,No,No,Portrait,Day,Augmented,Royal Purple,Sigma,Assassin,Posthumans,None,None,None,Battery,Plasma,Hexagonal Rift,None,None,None,None,None,None,None,None,26.94583643080829,2490
2490,No,No,Portrait,Day,Augmented,Brilliant Byzantine,Omicron,Wildcat,Demihumans,Fossil Ammonite,None,None,None,None,None,None,None,None,None,Ox,None,Crescent,None,22.569355084821886,2491
2491,No,No,Portrait,Day,Augmented,Vintage Mahogany,Alpha,Nightmare,Posthumans,None,None,None,Earbuds,Ice,Checkered Rift,None,None,None,None,None,None,None,None,26.934850002312587,2492
2492,No,No,Portrait,Day,Natural,Polychromatic,Psi,Hitotsume-Kozo,Yokai,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2.5871466366977085,2493
2493,No,No,Portrait,Day,Augmented,Pesto Guacamole,Omicron,Officer,Posthumans,None,None,None,Laptop,Forest,Recon Drone,None,None,None,None,None,None,None,None,26.956844745724673,2494
2494,No,No,Portrait,Day,Augmented,Butterscotch Sepia,Theta,Summer Model,Humans,Potion Flask,None,Spikes,None,None,None,None,None,None,Heart Eyepatch,None,None,None,None,22.437470867599075,2495
2495,No,No,Portrait,Day,Augmented,Electric Fuschia,Alpha,Technician,Posthumans,None,None,None,Battery,Lightning,Pincer Drone,None,None,None,None,None,None,None,None,26.694165471890212,2496
2496,No,No,Portrait,Day,Natural,Rich Navy,Zeta,Pilot,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.5940682846398682,2497
2497,No,No,Portrait,Day,Natural,Smoked Amber,Phi,Goat,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9283437607249201,2498
2498,No,No,Portrait,Day,Augmented,Golden Bronze,Sigma,Bull,Demihumans,Anchor,None,None,None,None,None,None,None,None,None,Dragon,Exasperation,None,None,22.782562459271404,2499
2499,No,No,Portrait,Day,Augmented,Glacier Blue,Phi,Kimono Model,Humans,Game Controller,None,Tear Drops,None,None,None,None,None,None,Round Glasses,None,None,None,None,22.41819179830197,2500
2500,No,Yes,Portrait,Simple 4,Natural,Concord Grape,Alpha,Winter Student,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26.6572113103448,2501
2501,No,No,Portrait,Day,Augmented,Forest Shamrock,Upsilon,Bear,Demihumans,Fossil Ammonite,None,None,None,None,None,None,None,None,None,Rat,Proud,None,None,22.79632168126802,2502
2502,No,No,Portrait,Day,Augmented,Celestial Aqua,Rho,Technician,Posthumans,None,None,None,Battery,Ice,Repair Drone,None,None,None,None,None,None,None,None,26.782192062909722,2503
2503,No,No,Portrait,Day,Natural,Scarlet Ruby,Iota,Ibaraki-Doji,Yokai,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3.317541601736461,2504
2504,No,No,Portrait,Day,Augmented,Crimson Carmine,Epsilon,Goat,Demihumans,Veggies,None,None,None,None,None,None,None,None,None,Rat,None,Emerald,None,22.678017066816192,2505
2505,No,No,Portrait,Day,Augmented,Magenta Blush,Mu,Cow,Demihumans,None,None,None,None,None,None,None,None,None,None,Horse,Dazzled,Emerald,None,27.211710495964102,2506
2506,No,No,Portrait,Day,Augmented,Aegean Sea,Theta,DJ,Posthumans,None,None,None,Battery,Holy,Houndstooth Rift,None,None,None,None,None,None,None,None,26.88671172072507,2507
2507,No,Yes,Portrait,Night,Augmented,Polychromatic,Omega,Dragon,Demihumans,Fish,None,None,None,None,None,None,None,None,None,Snake,Dazzled,None,None,47.966939486016685,2508
2508,No,No,Portrait,Day,Augmented,Aegean Sea,Zeta,Kijo,Yokai,None,None,None,None,None,None,Bat,Bull,Cursed Tanto,None,None,None,None,None,33.943508995089374,2509
2509,No,No,Capsule,N/A,Natural,Polychromatic,Xi,Researcher,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26.405387841642707,2510
2510,No,No,Portrait,Day,Augmented,Azure Sky,Omicron,Seahorse,Demihumans,Meat,None,None,None,None,None,None,None,None,None,Rooster,None,Moon Band,None,22.492332813228803,2511
2511,No,No,Portrait,Day,Augmented,Polychromatic,Mu,Tengu,Yokai,None,None,None,None,None,None,Lantern,Gazelle,Masakari,None,None,None,None,None,33.24626106292159,2512
2512,No,No,Portrait,Day,Natural,Incredible Indigo,Upsilon,Technician,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.5514289281746645,2513
2513,No,No,Portrait,Day,Natural,Incredible Indigo,Rho,House Cat,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8361983766843489,2514
2514,No,No,Portrait,Day,Natural,Raspberry Jam,Upsilon,Wildcat,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9311005884871218,2515
2515,No,No,Portrait,Day,Augmented,Azure Sky,Xi,Crab,Demihumans,Campfire,None,None,None,None,None,None,None,None,None,Tiger,None,Crescent,None,22.499214350852192,2516
2516,No,No,Portrait,Day,Augmented,Atomic Acid,Beta,Kimono Model,Humans,Game Controller,None,Whiskers,None,None,None,None,None,None,Star Eyepatch,None,None,None,None,22.441589934793825,2517
2517,No,No,Portrait,Day,Augmented,Celestial Aqua,Mu,Boxer,Humans,Game Controller and Disc,Toast,None,None,None,None,None,None,None,Star Eyepatch,None,None,None,None,21.998718733299516,2518
2518,No,No,Portrait,Simple 1,Natural,King Turquoise,Mu,Hacker,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13.73423032429956,2519
2519,No,No,Portrait,Day,Augmented,Brilliant Byzantine,Mu,Cthylla,Posthumans,None,None,None,Tablet,Vitality,Repair Drone,None,None,None,None,None,None,None,None,26.90456977561174,2520
2520,No,No,Portrait,Day,Augmented,Regal Cobalt,Omicron,Megalodon,Demihumans,Fossil Ammonite,None,None,None,None,None,None,None,None,None,None,Exasperation,Feather Tiara,None,23.275019109341546,2521
2521,No,No,Portrait,Day,Augmented,Silver Cloud,Zeta,Octopus,Demihumans,Butterflies,None,None,None,None,None,None,None,None,None,Ox,Exasperation,None,None,22.855451070903325,2522
2522,No,No,Portrait,Day,Augmented,Sweet Lime,Phi,Komainu,Yokai,Eyeball,None,None,None,None,None,Lantern,Gazelle,None,None,None,None,None,None,28.708810132853824,2523
2523,No,No,Capsule,N/A,Natural,Bumblebee Canary,Iota,Hacker,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,27.110887947588036,2524
2524,No,No,Portrait,Day,Augmented,Metallic Charcoal,Iota,Rat,Demihumans,Anchor,None,None,None,None,None,None,None,None,None,Goat,None,Crescent,None,22.50745111306215,2525
2525,No,No,Portrait,Day,Augmented,Incredible Indigo,Omicron,Lion,Demihumans,Cat,None,None,None,None,None,None,None,None,None,Tiger,None,Emerald,None,22.534978501514548,2526
2526,No,No,Portrait,Day,Augmented,Chartreuse Sage,Phi,Football Player,Humans,Book,Donut,Scar,None,None,None,None,None,None,None,None,None,None,None,22.324667519448184,2527
2527,No,No,Portrait,Day,Augmented,Cedar Caramel,Tau,Onryo,Yokai,Shrimp,None,None,None,None,None,Lantern,None,Masakari,None,None,None,None,None,28.42549464524908,2528
2528,No,No,Portrait,Day,Augmented,Chartreuse Sage,Phi,Cultist,Posthumans,None,None,None,Smartphone,Energy,Hand Rift,None,None,None,None,None,None,None,None,27.013235615978676,2529
2529,No,No,Portrait,Day,Natural,Stormy Fossil,Delta,Spirit Detective,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.5885697707475948,2530
2530,No,No,Portrait,Day,Natural,Mint Pistachio,Lambda,Snake,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8086905315530925,2531
2531,No,No,Portrait,Day,Augmented,Hidden Ruby,Phi,Broadsword Vanguard,Humans,Game Controller,Toast,Red Hearts,None,None,None,None,None,None,None,None,None,None,None,22.32191619903405,2532
2532,No,No,Portrait,Day,Augmented,Golden Bronze,Tau,DJ,Posthumans,None,None,None,Laser Sword,Forest,Hexagonal Rift,None,None,None,None,None,None,None,None,26.91284466253877,2533
2533,No,No,Portrait,Day,Augmented,Stormy Fossil,Delta,Ancient Servant,Humans,None,Popsicle,Moon,None,None,None,None,None,None,Moon Eyepatch,None,None,None,None,26.19682321750259,2534
2534,No,No,Portrait,Mythic,Augmented,Polychromatic,Upsilon,Researcher,Posthumans,None,None,None,Android Tail,Fire,Spirit Eyes,None,None,None,None,None,None,None,ERROR,52.22424885186611,2535
2535,No,No,Portrait,Day,Augmented,Flamingo Pink,Tau,Hammerhead Shark,Demihumans,Cat,None,None,None,None,None,None,None,None,None,Monkey,Anger,None,None,22.82792079213217,2536
2536,No,No,Portrait,Day,Augmented,Butterscotch Sepia,Delta,Evil Clown,Posthumans,None,None,None,Tablet,Vitality,Recon Drone,None,None,None,None,None,None,None,None,26.88807753838035,2537
