,Background,Offhand,Mouth,Eyes,Clothing,Hair,Type,Ear,Neck,Headgear,Face,Special,Rarity score,Token Id
3219,Off White B,None,Not Bad,Focused,Matsuri Happi,Brown Spiky,Human,None,None,Broken Straw Hat,None,None,18.132131578522397,3219
3220,Off White D,None,Closed,Determined,Plated Samurai Armor,Magenta Flowy,Red,None,None,None,Reading Glasses,None,35.36345933613722,3220
3221,Dark Purple,None,Smoking,Pensive,Kimono with Straw Hat,Blue Short Spiky,Human,None,Beads,None,Lipstick Kiss,None,38.313572079468756,3221
3222,Off White C,Shuriken,Grass,Closed,Black Bomber,Green Flowy,Human,None,Koi Tattoo,None,None,None,24.122395296343573,3222
3223,Red,Earth,Grin,Concerned,Turquoise Kimono,Orange Pixie,Human,None,Sloth Headphones,None,None,None,29.393673915960296,3223
3224,Off White C,Water Orb,Meh,Determined,Maroon Yukata,Dreadlocks,Human,None,None,Horns,None,None,23.537737235716918,3224
3225,Off White D,None,Pout,Closed,Brown Yukata,Magenta Messy,Human,Sloth,None,None,None,None,18.958599910250907,3225
3226,Off White C,Skateboard,Pout,Meditating,Azuki Track Jacket,Indigo Disheveled,Human,None,None,Cat Mask,Clear Glasses,None,39.223700589350976,3226
3227,Off White B,None,Relaxed,Determined,Red Floral Kimono,Black Hairband,Human,None,None,None,None,None,2.2181458592630072,3227
3228,Off White C,Leather Katana,Sleep Bubble,Closed,Pink Oversized Kimono,Black Bangs,Human,None,None,None,None,None,7.9276064151850285,3228
3229,Off White D,Kanabo,Closed,Indifferent,Black Yukata,Silver Swept Back,Blue,None,Koi Tattoo,Cowboy Hat,None,None,58.5632705644899,3229
3230,Off White C,None,Toothpick,Ruby,Tank Top,Teal Hairband,Human,None,Koi Tattoo,None,None,None,20.15663304143926,3230
3231,Dark Blue,Sake,Smirk,Determined,Hoshi Jacket,Brown Samurai,Human,None,Tribal Tattoo,None,Eye Scar,None,42.771308120997716,3231
3232,Red,None,Grin,Closed,Pink Oversized Kimono,Teal Bangs,Human,None,None,Distressed Beanie,Sleep Mask,None,31.886240145316773,3232
3233,Cool Gray,Hand Seal,Smoking,Indifferent,Green Yukata,Blonde Long,Human,Ear Cuffs,None,None,None,None,31.134620983342376,3233
3234,Off White D,Boombox,Grin,Pierced Eyebrow,Camo Hoodie,Blue Bun,Human,None,None,None,None,None,10.56783660711234,3234
3235,Off White C,Katana,Pout,Indifferent,Maroon Yukata,Black Swept Back,Human,None,None,None,None,None,9.495020670480885,3235
3236,Off White D,Bat,420,Determined,Azuki Track Jacket,Indigo Disheveled,Human,None,None,Distressed Beanie,None,None,23.227734820707887,3236
3237,Off White B,Leather Katana,Frown,Closed,Red Ninja Top,Black Bangs,Human,None,None,None,Clear Glasses,None,22.247281703610245,3237
3238,Off White C,Monkey King Staff,Grass,Red,Hoodie,Magenta Flowy,Human,Sakura,Choker,None,None,None,45.23068447863129,3238
3239,Red,Bat,Grin,Concerned,Fur Hoodie,Magenta Flowy,Red,None,Koi Tattoo,Straw Hat,Bandaid,None,75.58735085036375,3239
3240,Red,Skateboard,Not Bad,Indifferent,Kimono with Jacket,Buzzcut,Blue,None,Cat Headphones,None,None,None,48.233110860716685,3240
3241,Dark Blue,Banner,Smoking,Pierced Eyebrow,Green Yukata,Brown Spiky,Human,None,Chill Headphones,None,None,None,28.800190102939656,3241
3242,Off White A,None,Face Mask,Determined,Shinto Robe,Silver Spiky,Human,None,None,None,None,None,3.6384100299094593,3242
3243,Red,Lantern,Frown,Daydreaming,Blue Floral Kimono,Maroon Bob,Human,None,None,None,Eye Scar,None,25.949185350517634,3243
3244,Off White C,Talisman,Smoking,Concerned,Lavender Kimono with Bow,Teal Hairband,Human,None,None,None,None,None,10.21388769285822,3244
3245,Off White C,None,Meh,Suspicious,Hoshi Jacket,Maroon Disheveled,Human,None,None,None,None,None,3.72196776211808,3245
3246,Off White B,None,Closed,Relaxed,Camo Tech Jacket,Silver Pixie,Human,Red Tassel,Koi Tattoo,None,None,None,37.75940049500903,3246
3247,Dark Purple,Leather Katana,Bubble Gum,Pensive,White Layered Yukata,Black Swept Back,Human,Ear Cuffs,Red Panda Headphones,None,Eye Scar,Butterfly,82.76480848914844,3247
3248,Off White D,None,Bubble Gum,Ruby,Azuki Sweater,Brown Half Bun,Human,None,None,None,None,None,3.801078531165303,3248
3249,Off White A,Sake,Grin,Red,Black Bomber,Indigo Pixie,Human,None,None,None,None,None,11.121849029204498,3249
3250,Off White D,None,Growl,Tired,Frog Yukata,Powder Blue Swept Back,Human,None,Beads,Full Bandana,None,None,34.279988391074184,3250
3251,Cool Gray,Umbrella,Bubble Gum,Hopeful,Blue Kimono with Bow,Silver Hairband,Human,None,None,None,None,None,13.682989994356817,3251
3252,Off White C,Blue Bean,Smirk,Determined,Cat Kimono,Blonde Flowy,Human,None,Cat Headphones,Cat Baseball Cap,Blush,None,54.822674870631715,3252
3253,Off White B,None,Closed,Pensive,Bloody Bomber,Maroon Disheveled,Human,None,None,None,None,None,3.1854999774317245,3253
3254,Dark Purple,Katana,Smirk,Pensive,Straw Poncho,Orange Swept Back,Human,None,None,None,None,None,12.500245043828413,3254
3255,Off White A,Lantern,Grass,Suspicious,Cat Yukata,Purple Spiky,Human,None,Beads,None,None,None,26.90088913531934,3255
3256,Off White C,Bat,Frown,Calm,Tank Top with Jacket,Green Pigtails,Human,Pearl,None,None,None,None,27.7185539214638,3256
3257,Off White D,Banner,Grass,Indifferent,Kimono with Straw Hat,Teal Messy,Human,Spiked Ring,None,None,None,None,27.456967828353484,3257
3258,Off White C,Floorsweeper,Smirk,Chill,White Yukata,Green Spiky,Human,None,Koi Tattoo,Fur Bucket Hat,None,None,39.733529721570854,3258
3259,Cool Gray,Hook Sword,Lipstick,Daydreaming,White Qipao with Fur,Spirit Ponytail,Spirit,Sunflower,None,Purple Kanzashi,None,None,65.26019585767283,3259
3260,Off White D,Umbrella,Smoking,Pensive,Rain Jacket,Blue Spiky,Human,None,None,Sloth Beanie,None,None,24.375262936213506,3260
3261,Off White B,Coin,Chuckle,Meditating,White Blazer,Brown Blonde Long,Human,Ear Cuffs,Zen Headphones,Broken Straw Hat,None,None,59.07110287071461,3261
3262,Off White B,Shinai,Closed,Tired,Azuki Track Jacket,Magenta Long,Human,None,None,None,None,None,9.618110034222347,3262
3263,Red,None,Sleep Bubble,Closed,Blue Kimono with Bow,Teal Hairband,Human,Corded Earbuds,None,Newsboy Cap,Blush,None,50.116760419005324,3263
3264,Cool Gray,None,Laughing,Joyful,Yellow Bikini,Silver Pixie,Human,None,Koi Tattoo,Black Bucket Hat,None,None,37.48711275780996,3264
3265,Off White A,None,Closed,Focused,White Hoodie,Orange Samurai,Human,None,None,None,None,None,3.1459223819024276,3265
3266,Dark Purple,None,Meh,White,Denim Jacket,Spirit Fluffy,Spirit,None,None,None,None,None,27.226093335768248,3266
3267,Dark Blue,None,Smirk,Bored,Maroon Yukata,Blue Samurai,Human,None,None,Cat Mask,Eye Scar,None,34.46479865661141,3267
3268,Off White A,None,Long Stubble,Pierced Eyebrow,Light Kimono,Indigo Disheveled,Human,None,None,None,None,None,4.363891642612471,3268
3269,Dark Purple,Katana,Laughing,Fire,Black Qipao,Green Pigtails,Human,None,None,None,None,Butterfly,34.05356218433457,3269
3270,Off White B,Shinai,Smile,Closed,Blue Bikini,Green Ponytail,Human,None,None,Ayaigasa,None,None,22.24959621170852,3270
3271,Off White D,Monk Staff,Grin,Striking,Blue Floral Kimono,Green Ponytail,Human,None,Beads,None,Red Stripes Face Paint,None,40.911669841494295,3271
3272,Off White C,None,Bubble Gum,Pensive,Maroon Yukata,Brown Spiky,Human,None,Beads,None,Clear Glasses,None,34.882245410832034,3272
3273,Off White C,Banner,Laughing,Striking,Blue Bomber,Long Dreadlocks,Human,None,Sneakers,None,None,None,26.39088697599003,3273
3274,Off White D,Fan,Scroll,Pierced Eyebrow,Vegan Mink Coat,Black Disheveled,Human,None,Tribal Tattoo,None,None,None,27.318568499302394,3274
3275,Off White C,Fishing Rod,Not Bad,Careless,Azuki Tech Jacket,Blonde Swept Back,Human,Small Hoop,None,None,Blue Sunglasses,Water,62.9105651737343,3275
3276,Off White C,Bean Juice,Smile,Hopeful,Blue Bomber,Silver Ponytail,Human,None,Chill Headphones,None,None,None,26.131490056853483,3276
3277,Off White B,None,Toothpick,Chill,Red Hoodie,Black Swept Back,Human,None,None,Cat Headband,None,None,18.248631643498893,3277
3278,Dark Purple,Kanabo,Grass,Curious,Black Yukata,Black Swept Back,Human,None,None,Full Bandana,Round Blue Sunglasses,None,41.73615411248916,3278
3279,Dark Blue,None,Closed,Ruby,Dress Shirt,Pink Hairband,Human,None,Sneakers,None,None,None,22.62314087230276,3279
3280,Off White D,Floorsweeper,Tongue Out,Concerned,Black Ninja Top,Brown Ponytail,Human,None,Chill Headphones,Broken Straw Hat,None,None,40.51384457153346,3280
3281,Off White B,Leather Katana,Pout,Indifferent,Matsuri Happi,Blonde Swept Back,Human,None,None,Full Bandana,Black Glasses,None,38.636772878946104,3281
3282,Off White B,Zanbato,Grass,Amethyst,Black Bomber,Blue Hairband,Human,None,None,None,None,None,10.365563466799,3282
3283,Off White B,None,Laughing,Determined,Dress Shirt,Teal Bob,Human,None,None,None,Blue Sunglasses,None,17.8660771969375,3283
3284,Dark Blue,Katana,Frown,Amethyst,Frog Kimono,Indigo Pixie,Human,Red Tassel,None,Horns,None,None,44.91658467227525,3284
3285,Off White D,None,Meh,Careless,Light Kimono,Orange Swept Back,Human,Stud,None,Straw Hat,Clear Glasses,None,49.6749792022013,3285
3286,Off White B,Bat,Grin,Determined,Azuki Sweater,Silver Half Bun,Human,None,Towel,IKZ Baseball Cap,None,None,39.77967463113693,3286
3287,Off White C,Leather Katana,Smirk,Chill,Black Blazer,Brown Samurai,Human,None,Chain,None,None,None,25.584117729264662,3287
3288,Off White D,Boombox,Meh,Suspicious,Green Yukata,Blue Short Spiky,Human,Yin Yang,None,Cat Headband,None,None,42.109618103689236,3288
3289,Off White D,None,Not Bad,White,Suit with Turtleneck,Silver Spiky,Human,None,None,None,Red Fang Face Paint,None,18.27063028940502,3289
3290,Off White D,Bean Juice,Smile,Determined,Frog Hoodie,Powder Blue Pigtails,Human,None,None,None,None,None,9.220183845957916,3290
3291,Off White D,Golden Sheathed Katana,Lipstick,Closed,Blue Kimono with Bow,Maroon Ponytail,Human,None,None,None,Ji Eyeband,None,22.429760550245224,3291
3292,Red,None,Closed,Pierced Eyebrow,Hawaiian Shirt,Maroon Bob,Human,None,None,None,None,None,5.010253470392803,3292
3293,Dark Purple,Zanbato,Lipstick,Amethyst,Bandage Top,Blue Nightshade Flowy,Human,None,None,None,Black Glasses,None,27.954012126591106,3293
3294,Off White A,Sake,Closed,Closed,Pink Oversized Kimono,Green Flowy,Human,None,None,None,Lipstick Kiss,None,21.939567191431493,3294
3295,Off White A,Hand Seal,Toothpick,Closed,White T-Shirt,Maroon Fluffy,Red,None,None,None,Blue Sunglasses,None,41.57094687803238,3295
3296,Red,None,Smoking,White,Black Ninja Top,Green Ponytail,Human,None,None,Yellow Kanzashi,Red Stripes Face Paint,Water,54.76754374513525,3296
3297,Off White A,Hand Seal,Toothpick,Indifferent,Black T-Shirt,Brown Fluffy,Human,None,None,None,Red Fang Face Paint,None,25.338090925171862,3297
3298,Off White D,None,Wheat Straw,Pensive,Black Bomber,Powder Blue Swept Back,Human,None,None,Backwards Cap,None,None,17.789200020460278,3298
3299,Off White A,None,Closed,Concerned,Blue Kimono with Bow,Green Pigtails,Human,None,None,Black Bucket Hat,None,None,16.977997445915456,3299
3300,Off White B,None,Laughing,Closed,Turquoise Kimono,Silver Ponytail,Blue,Ear Cuffs,None,Ayaigasa,Red Fang Face Paint,None,66.38952883390384,3300
3301,Off White D,Golden Fishing Rod,Frown,Relaxed,Camo Hoodie,Long Dreadlocks,Human,None,None,Full Bandana,None,None,24.68741143460217,3301
3302,Off White C,Golden Skateboard,Grin,Closed,Black Tech Jacket,Magenta Pigtails,Red,None,None,None,Seer Eyeband,None,41.667626927364424,3302
3303,Off White B,Fishing Rod,Closed,Determined,Green Yukata,Magenta Long,Red,None,None,Broken Straw Hat,None,Sakura,62.02907387018007,3303
3304,Red,Sakura Katana,Lipstick,Hopeful,Blue Bikini,Dreadlocks,Human,Red Spiked Ring,None,None,None,None,29.63761158371555,3304
3305,Off White C,Hand Wrap,Smoking,Tired,Vest,Black Disheveled,Human,None,None,Newsboy Cap,None,None,24.252165213523412,3305
3306,Dark Blue,None,Tongue Out,Closed,Blue Floral Kimono,Pink Hairband,Human,None,None,Frog Beanie,Heart Eye Patch,Fox Fire,53.97403094237817,3306
3307,Dark Blue,Leather Katana,Laughing,Amethyst,Azuki Sweater,Black Pigtails,Human,None,None,None,None,Fox Fire,33.233640721411575,3307
3308,Off White D,Fan,Closed,Pensive,Black T-Shirt,Silver Spiky,Human,Spiked Ring,None,None,Eye Scar,None,41.47872477256556,3308
3309,Cool Gray,Golden Sheathed Katana,Pout,Chill,White Yukata,Spirit Spiky,Spirit,Yin Yang,None,Black Bucket Hat,Round Blue Sunglasses,Fireflies,100.0,3309
3310,Off White B,Sakura Katana,Chuckle,Careless,Green Yukata,Powder Blue Disheveled,Human,None,None,None,Red Stripes Face Paint,None,24.161971345984767,3310
3311,Off White C,None,Chuckle,Focused,Brown Yukata,Brown Fluffy,Human,None,Contract Tattoo,None,None,None,20.649085059911346,3311
3312,Off White C,None,Whistling,Daydreaming,Alpine Jacket,Teal Hairband,Human,None,None,None,Reading Glasses,None,18.34095444245544,3312
3313,Red,None,Relaxed,Daydreaming,Plated Samurai Armor,Pink Bangs,Human,None,Beads,None,None,None,21.585531212199307,3313
3314,Off White A,Lantern,Whistling,Amethyst,Archer,Brown Flowy,Human,None,Red Panda Headphones,None,None,None,27.219626058343156,3314
3315,Off White C,Hook Sword,Frown,Daydreaming,Plated Samurai Armor,Silver Ponytail,Blue,Spiked Ring,None,Distressed Beanie,None,None,61.15675232610541,3315
3316,Off White A,None,Tongue Out,Relaxed,Black Perfecto Jacket,Maroon Bun,Human,None,None,None,None,None,4.533165276204102,3316
3317,Off White A,None,Smoking,Suspicious,Light Kimono,Black Swept Back,Human,None,Sneakers,None,Eye Scar,None,34.80968986290383,3317
3318,Dark Blue,Bat,Frown,Concerned,Red Perfecto Jacket,Silver Bob,Human,None,None,None,None,None,13.08721695694379,3318
3319,Off White B,None,Tactical Knife,Focused,Straw Poncho,Brown Spiky,Human,None,None,None,None,None,4.783811863658949,3319
3320,Off White B,Bat,Relaxed,Bored,Black Yukata,Black Disheveled,Human,None,None,Broken Straw Hat,None,None,23.124442383377215,3320
3321,Off White C,Bat,Laughing,Calm,Bumblebee Jacket,Magenta Flowy,Red,None,None,Broken Straw Hat,None,None,42.663393518048785,3321
3322,Off White B,Katana,Growl,White,Blue Bomber,Blue Short Spiky,Blue,None,Cat Headphones,Cat Ears,None,None,60.36336306749971,3322
3323,Red,None,Frown,Closed,Blue Bikini,Blue Hairband,Human,None,None,Ayaigasa,None,None,17.373780410346853,3323
3324,Off White B,Sakura Katana,Not Bad,Closed,White Layered Yukata,Black Pink Long,Human,None,Zen Headphones,Full Bandana,Seer Eyeband,None,52.66424169811216,3324
3325,Off White A,Banner,Smile,Concerned,Azuki Tech Jacket,Brown Ponytail,Human,None,None,None,None,None,9.800570409480153,3325
3326,Off White A,Kanabo,Closed,Closed,Sloth Kigurumi,Brown Disheveled,Human,None,None,None,None,None,7.261527918180516,3326
3327,Off White C,Red Bean,Closed,Bored,Fur Hoodie,Maroon Short Spiky,Human,None,None,None,Round Blue Sunglasses,None,23.832251156221528,3327
3328,Dark Blue,Skateboard,Smirk,Pensive,Fur Hoodie,Blonde Short Spiky,Human,None,Koi Tattoo,Straw Hat,None,Fox Fire,63.772211183841506,3328
3329,Off White B,Boombox,Toothpick,Closed,Maroon Yukata,Indigo Fluffy,Human,Wireless Earbuds,None,Sandogasa,Sleep Mask,None,54.51266697241818,3329
3330,Off White A,None,Smoking,Pensive,Suit with Turtleneck,Blonde Swept Back,Human,None,Beads,None,Round Blue Sunglasses,None,34.89540598617345,3330
3331,Dark Blue,None,Closed,Bored,Azuki Track Jacket,Blonde Long,Human,None,None,Sandogasa,None,None,19.956774237463478,3331
3332,Off White D,Fireball,Chuckle,Bored,Light Kimono,Buzzcut,Red,None,None,Azuki Cap,None,None,43.00850721938207,3332
3333,Off White A,Katana,Lipstick,Pierced Eyebrow,Azuki Tech Jacket,Blonde Flowy,Human,Yellow Fan,None,None,None,None,27.7097655452056,3333
3334,Off White C,None,Growl,Curious,White T-Shirt,Blonde Messy,Human,None,None,Black Bucket Hat,None,None,17.622133595423023,3334
3335,Off White C,Water Orb,Laughing,Determined,Bumblebee Jacket,Long Dreadlocks,Human,None,None,None,Kabuki Facepaint,None,24.355439179818426,3335
3336,Off White A,Lantern,Smile,Daydreaming,Alpine Jacket,Silver Flowy,Human,None,None,None,None,None,10.123752532818218,3336
3337,Dark Blue,Bat,Closed,Ruby,Red Floral Kimono,Pink Flowy,Human,None,None,Full Bandana,None,None,25.76237938002977,3337
3338,Dark Blue,Coin,Meh,Careless,Black Kimono,Spirit Long,Spirit,None,None,None,Round Purple Sunglasses,None,47.650778930889906,3338
3339,Off White C,Kanabo,Whistling,Closed,White Layered Yukata,Silver Long,Blue,Wu,Chill Headphones,None,None,None,60.69292982120916,3339
3340,Off White D,None,Relaxed,Bored,Red Panda T-Shirt,Brown Long,Human,None,Chill Headphones,None,None,None,18.87280287086756,3340
3341,Off White A,None,Whistling,Chill,Black Blazer,Silver Half Bun,Blue,None,Chain,Cat Ears,Red Fang Face Paint,None,68.26873364926323,3341
3342,Dark Purple,None,Face Mask,Concerned,Blue Kimono with Bow,Pink Bangs,Human,None,None,None,None,None,7.380191873815198,3342
3343,Off White A,None,Laughing,Closed,Bumblebee Jacket,Maroon Ponytail,Human,Dragon,Contract Tattoo,None,None,None,36.00101012756258,3343
3344,Off White D,Umbrella,Smoking,Closed,White T-Shirt,Blue Spiky,Human,None,Tribal Tattoo,None,Eye Patch,None,38.32886950999012,3344
3345,Off White C,None,Relaxed,Joyful,Lavender Kimono with Bow,Green Flowy,Human,None,None,None,None,None,2.510598800391916,3345
3346,Off White C,None,Wheat Straw,Suspicious,White Layered Yukata,Silver Swept Back,Human,None,Koi Tattoo,None,None,None,20.33030723886289,3346
3347,Dark Blue,Floorsweeper,Relaxed,Hopeful,Cat T-Shirt,Magenta Pigtails,Human,None,None,None,None,Lightning,32.730265461552946,3347
3348,Off White B,Lantern,Relaxed,Meditating,Matsuri Happi,Teal Messy,Human,None,None,None,None,None,9.39826146393046,3348
3349,Off White B,None,Bubble Gum,Focused,Beige Poncho,Brown Spiky,Human,Spiked Ring,Zen Headphones,Full Bandana,None,None,52.7718111580995,3349
3350,Off White C,Golden Fan,Relaxed,Glowing,Shinto Robe,Green Fluffy,Human,None,Beads,None,None,None,26.889914000616805,3350
3351,Off White A,Shinai,Chuckle,Tired,White Layered Yukata,Magenta Long,Red,None,None,None,None,None,29.235227671667364,3351
3352,Off White A,Skateboard,Smile,Ruby,Red Qipao with Fur,Blonde Pixie,Human,None,Chill Headphones,None,None,None,26.995405948480634,3352
3353,Off White C,Kanabo,Smirk,Concerned,Cloud Poncho,Magenta Flowy,Human,Sakura,Koi Tattoo,None,Round Blue Sunglasses,None,58.3259789050918,3353
3354,Red,Bokken,Smoking,Closed,Dress Shirt,Blonde Long,Human,None,Koi Tattoo,None,Ji Eyeband,None,40.83914265358248,3354
3355,Off White A,Kanabo,Smoking,Tired,Azuki Tech Jacket,Blonde Swept Back,Human,None,None,IKZ Baseball Cap,None,None,24.12686753633179,3355
3356,Dark Blue,Fan,Not Bad,Chill,Light Kimono,Black Fluffy,Human,None,None,Backwards Cap,None,None,26.782385897990597,3356
3357,Off White C,Shinai,Closed,Determined,White T-Shirt,Maroon Half Bun,Human,None,None,None,None,None,8.393597877589452,3357
3358,Off White D,Bean Juice,Lipstick,Amethyst,Blue Floral Kimono,Purple Half Bun,Human,None,Beads,None,None,None,26.401875741009366,3358
3359,Off White A,Monkey King Staff,Toothpick,Determined,Red Floral Kimono,Blue Bun,Human,None,None,None,None,None,9.74563690947772,3359
3360,Off White B,Banner,Whistling,Determined,Red Floral Kimono,Maroon Bob,Red,None,None,None,None,None,28.1382718548605,3360
3361,Off White D,Bean Juice,Closed,Closed,Blue Floral Kimono,Purple Bun,Human,None,Frog Headphones,Horns,Sleep Mask,None,51.67513674073943,3361
3362,Off White C,None,Smirk,Curious,Blue Kimono,Teal Long,Human,Ear Cuffs,Towel,None,None,None,37.045044851602846,3362
3363,Off White A,Leather Katana,Tongue Out,Pierced Eyebrow,Fur Hoodie,Teal Bob,Human,None,None,Newsboy Cap,None,None,24.689615781219345,3363
