,Back,Outfit,Eyes,Head,Mouth,Regiment,Background,Type,Branch,Glasses,Special,Earring,Mask,Marking,Rarity score,Token Id
3015,Katana Snow Serpent,TechSuit Winter's Shadow,Base Fern,Bronsn ,Plump,75,Shadow Reflection,Human,Shinobi,All-Seeing Shades,None,None,None,None,36.555906294608384,3015
3016,Rifle Orange,Tactical Woodlands,Glaring Poppy,Henti,Fang Smirk,81,Army,Human,Army,None,None,None,None,None,12.732702612249119,3016
3017,Katana Black Kiss,Blue Diamond,Emerald Crescent,Bubblegum Kanzashi,Plump,81,Crimson Records,Human,Historical,None,None,None,None,None,9.819942026875959,3017
3018,Rifle Red Ammo,Military Street Choker,Doe Poppy,Twintails,Full Kiss,00,Army,Human,Army,None,None,None,None,None,16.091273980511968,3018
3019,Rifle Heavy,Mach5,Base Iron,Messy Chunin ,Choco Stick,96,Airforce,Human,Airforce,None,None,None,None,None,20.546054931031684,3019
3020,Whaler's Harpoon,Naval Academy Uniform,Duality,Night Watch,Plump,59,Ocean Blue,Human,Navy,None,None,None,None,None,9.906560771046749,3020
3021,Rifle Medic,Urban Operations,Wary Russet,HOUNDEYE-Class Integrated Helm,Plump,63,Healing Pulse,Human,Support,None,None,None,None,None,5.900467682859856,3021
3022,Hunter's Rifle Red,Forager's Uniform,Base Iron,Conspiracy of Feathers,Plump,49,Party Pink,Human,Special Ops,All-Seeing Shades,None,None,None,None,36.20983238714032,3022
3023,None,None,None,None,None,41,Golden Hex,Human,Support,None,Gorgon,None,None,None,53.84608917071072,3023
3024,Ornamental Sword,Do Kimono,Lined Poppy,Bubblegum Kanzashi,Plump,38,Crimson Records,Human,Historical,None,None,None,None,None,9.477022857225064,3024
3025,Yumiya,Armoured Greatcoat,Wary Russet,Henti,Plump,96,Crimson Records,Human,Historical,None,None,None,None,None,8.78796566859357,3025
3026,Auto Rifle Lime,Tactical Flight Jacket Olive,Foxy Crimson,Bozo Banger,Plump,64,Airforce,Human,Airforce,None,None,None,None,None,9.803920822395137,3026
3027,Katana Red,Student,Frozen Corruption,Kojiroh,Fangs Out,78,Crimson Records,Human,Historical,None,None,None,None,None,24.074389089823573,3027
3028,Rifle Heavy,Tactical Flight Armor,Base Iron,Windswept,Choco Stick,04,Airforce,Human,Airforce,None,None,None,None,None,20.98832433064072,3028
3029,Ornamental Cutlas,Blue Diamond,,Hime Ponytail,Plump,87,Crimson Records,Human,Historical,None,None,None,None,None,8.36172676893314,3029
3030,Rifle Black Ammo,Flight Suit Olive,Doe Poppy,Tanuki,Plump,80,Airforce,Human,Airforce,Scouter Green,None,None,None,None,33.87345866239044,3030
3031,Carbine Black,Flight Suit Olive,Neon Yellow Highlights,Mommy ,Plump,52,Airforce,Human,Airforce,None,None,None,None,None,9.380796574971553,3031
3032,Hunter's Rifle Forest,Forager's Uniform,Glaring Wisteria,Two Block ,Plump,41,Party Pink,Human,Special Ops,None,None,None,None,None,11.598722686196913,3032
3033,Katana Silver,Apprentice,Base Iron,Kaminari,Fang Smirk,45,Crimson Records,Human,Historical,All-Seeing Shades,None,None,None,None,44.36809431866328,3033
3034,Rifle Primitive,Tactical Vest Camo,Emerald Highlights,Mommy,Full Kiss,67,Tactical Green,Human,Army,None,None,None,None,None,22.05585112392418,3034
3035,Twin Cyber Sais,SPunk Ninja,Glaring Wisteria,Greenhorn,Plump,25,Lilac,Human,Shinobi,None,None,None,None,None,13.851931858849047,3035
3036,Boom Boom Gun,Cyborg,Glaring Poppy,Bozo Chad,Plump,52,Party Pink,Human,Special Ops,None,None,None,None,None,12.393514286432755,3036
3037,HELLFIRE Support Drones,Street Magus,Tense Iron,Kojiroh,Plump,27,Mana Portal,Human,Support,None,None,None,None,None,5.634496588369479,3037
3038,Ornamental Cutlas,Kimono Hibuscus,Basic Wisteria,Kiwi Sparkle ,Plump,39,Crimson Records,Human,Historical,None,None,None,None,None,8.166241632891447,3038
3039,Rifle Stock Custom Green,Meka Vest Camo Jungle,Coy Wisteria,Stardust ,Boo!Boo! Gum,29,Army,Human,Army,None,None,None,None,None,15.479190170955121,3039
3040,Rifle Orange,Flame Punk,Vexxed Iron,Henti,Plump,77,Tactical Green,Human,Army,None,None,None,None,None,6.9263843305094595,3040
3041,Pilot Wings,Aviator Jacket Turtleneck,Wary Russet,Wild Tiger Ao,Fang Smirk,55,Bluefire,Ao Oni,Airforce,None,None,None,None,None,41.15400708491313,3041
3042,Katana Silver,Gusoku,Tense Fern,Eth-ore,Plump,15,Crimson Records,Human,Historical,None,None,None,None,None,9.33922552764836,3042
3043,Katana Black Kiss,Hakama,Base Iron,Elvis Presto,Fang Smirk,65,Crimson Records,Human,Historical,Golden Specs,None,None,None,None,44.1405664605469,3043
3044,None,None,None,None,None,58,TAINTED,Human,Airforce,None,Epic,None,None,None,57.96370329856323,3044
3045,Grenade Gun Tiger,NanoGoth,,Red Cobra,Plump,64,Party Pink,Human,Special Ops,None,None,None,None,None,11.781402273448277,3045
3046,Dual Combat Scalpels,Surgeon General,Coy Crimson,Twintails,Boo!Boo! Gum,63,Healing Pulse,Human,Support,None,None,None,None,None,20.030218879670244,3046
3047,Twin Cyber Swords,Meka Vest Camo Jungle,Bold Iron,Golden Wave,Tasty,05,Army,Human,Army,None,None,Comms Azure Over-ear,None,None,48.69340428121626,3047
3048,Rifle Navy Black,Sailor Uniform Okinawa,Basic Wisteria,Wave,Plump,83,Ocean Blue,Human,Navy,None,None,None,X White Mask,None,39.63147980126915,3048
3049,Rifle Primitive,Stealth Vest Camo,Basic Wisteria,Green Dragon,Saucy Fangs,09,Army,Human,Army,None,None,None,None,None,15.972771849121886,3049
3050,Rifle Heavy,Flame Punk,Dark Crimson,Mewsashi,Tasty,12,Army,Human,Army,None,None,None,None,None,16.08492026078919,3050
3051,Ketchup Dispenser,Drive-Through,Gazing Russet,Short WcVisor,Smoke,09,Golden Hex,Human,Support,None,None,None,None,None,20.908452035635246,3051
3052,Rifle Red,Parade Fur,Frozen Corruption,Mewsashi,Lollipop,67,Army,Human,Army,Tinted Specs,None,None,None,None,40.00978841027947,3052
3053,First Aid Kit,Medic's Flak Jacket,Foxy Fern,Stardust ,Plump,53,Healing Pulse,Human,Support,Clear Specs,None,None,None,None,30.886978161161423,3053
3054,HELLFIRE Support Drones,Protection Starbeam,Bold Crimson,Mommy,Plump,66,Mana Portal,Human,Support,None,None,None,None,None,5.666526166452322,3054
3055,Parachute,Fighter Pilot Turtle,Gazing Wisteria,Topknot Aka,Smoke,04,Flaming Hibisucus,Aka Oni,Airforce,None,None,None,None,None,42.73056034953628,3055
3056,Rifle Leather,Tactical Overalls,Periwinkle,Fringed Bob,Plump,07,Army,Human,Army,Evil Glare,None,None,None,None,26.42586945498031,3056
3057,Hunter's Rifle Forest,Mr. Scientist,Blithe Poppy,Kojiroh Ao,Plump,76,Bluefire,Ao Oni,Special Ops,Rosy Specs,None,None,None,None,56.390481802228386,3057
3058,Rifle Red,Camo Vest Desert,Vexxed Poppy,Messy Chunin ,Pog,69,Army,Human,Army,None,None,None,None,None,15.831672623151025,3058
3059,Cyber Shuriken,SPunk Ninja,Base Iron,Hollywood,Smoke,61,Shadow Reflection,Human,Shinobi,None,None,None,None,None,25.436575560264302,3059
3060,Assault Rifle Khaki,Aviator Jacket Turtleneck,Glaring Wisteria,Sky Ace,Plump,72,Airforce,Human,Airforce,None,None,None,None,None,8.666124762450913,3060
3061,Rifle Black Ammo,Mach-3 Utility Jacket Navy,Lined Russet,Horse Girl,Fang Smirk,54,Airforce,Human,Airforce,None,None,None,None,None,19.962798831792387,3061
3062,None,None,None,None,None,70,TAINTED,Human,Historical,None,Legendary,None,None,None,58.10145832360295,3062
3063,Combat Scalpel,Nurse Set,Solar,Stardust ,Plump,27,Healing Pulse,Human,Support,None,None,None,None,None,6.358821772591737,3063
3064,DEMIURGE Autonomous Pseudo-Priestess System,Red Dawn Shell Armor,,Fringed Bob,Plump,25,Mana Portal,Human,Support,None,None,None,None,None,4.890980716948744,3064
3065,Crown Staff,Potioneer's Assistant,Neon Yellow Highlights,Frostbite,Full Kiss,84,Mana Portal,Human,Support,None,None,None,None,None,20.449905925118824,3065
3066,Katana Black Gold,Fishnet Overalls Polar,Tranquil Sea,Bozo Mommy,Saucy,36,Shadow Reflection,Human,Shinobi,None,None,None,None,None,27.95543875846243,3066
3067,Scepter of Revelations,Summoner Defensive Vest,Gazing Wisteria,Windswept,Fangs Out,25,Mana Portal,Human,Support,None,None,None,None,None,19.994926842431177,3067
3068,Rifle Orange,Frogsplash Jungle,Gazing Wisteria,Messy Chunin ,Popsicle,15,Army,Human,Army,None,None,None,None,None,14.860634983353172,3068
3069,Long Range Comms Pack,Private Contractor EVA Suit,Cheeky Fern,Cashier WcVisor,Choco Stick,95,Moonsilver,Human,Astronaut,Architect Black,None,None,None,None,51.57189052829382,3069
3070,Rifle Heavy,Urban Security,Base Iron,Bozo Alby,Lollipop,08,Army,Human,Army,None,None,None,None,None,14.694058675026811,3070
3071,Rifle Medic,Silent Angel,Basic Wisteria,Mommy ,Full Kiss,16,Healing Pulse,Human,Support,None,None,None,None,None,19.241739631114772,3071
3072,Rifle Scorpion Polar,Fur Lined Captain's Armor,Bold Iron,Rebel Girl ,Saucy,89,Ocean Blue,Human,Navy,Starstruck Gradient,None,None,None,None,47.800073991519476,3072
3073,Crown Staff,Crimson Shell Armor,Coy Wisteria,Cotton Candy Swirl,Fang Smirk,67,Mana Portal,Human,Support,None,None,None,None,None,16.854234443511288,3073
3074,Rifle Lucky 8,Military Street Polar,Foxy Fern,Skunk Pony,Choco Stick,07,Army,Human,Army,Tea Glasses,None,None,None,None,39.91688807396202,3074
3075,Rifle Scorpion Polar,Maid to Kill,Smug Poppy,Rebel Girl Aka,Plump,78,Flaming Hibisucus,Aka Oni,Special Ops,None,None,None,None,None,31.550276794602723,3075
3076,Hunter's Rifle Forest,Forager's Uniform,Dark Fern,Topknot WcVisor,Tasty,45,Party Pink,Human,Special Ops,None,None,None,None,None,27.090111808347217,3076
3077,Assault Rifle Khaki,Flight Suit Olive,Doe Poppy,Mommy Ao,Fang Smirk,81,Bluefire,Ao Oni,Airforce,None,None,None,None,None,40.974507571394184,3077
3078,Twin BoneSwords Black,Tactical Overalls Polar,Smug Poppy,Coral WcHeadset,Saucy Fangs,76,Shadow Reflection,Human,Shinobi,Evil Glare,None,None,None,None,52.40500004345437,3078
3079,Dual Katanas Black Gold,Armoured Greatcoat,Base Iron,Mewsashi,Plump,68,Crimson Records,Human,Historical,Tinted Specs,None,None,None,None,32.44748585374196,3079
3080,Sashimono Glacial,Oni Seifuku Kuro,Obsidian,Twintails,Boo!Boo! Gum,84,Crimson Records,Human,Historical,None,None,None,None,None,23.276434730089004,3080
3081,Rifle Red Ammo,Military Street Choker,Foxy Crimson,Oritsu Ao,Plump,10,Bluefire,Ao Oni,Army,None,None,None,None,None,25.68904326148371,3081
3082,Rifle Lucky 8,Meka Vest Camo Jungle,Basic Fern,Kiwi Sparkle ,Plump,90,Army,Human,Army,None,None,None,None,None,0.7307763761833607,3082
3083,Rifle Navy Black,Sailor Uniform Tokyo,,Mommy,Fang Smirk,00,Ocean Blue,Human,Navy,None,None,None,None,None,19.062205482941575,3083
3084,Combat Scalpel,Combat Surgeon,Coy Wisteria,Tomboy Medic,Plump,66,Healing Pulse,Human,Support,None,None,None,None,None,6.451783659835483,3084
3085,Hunter's Rifle Forest,Cyborg,Tense Iron,Two Block ,Plump,18,Party Pink,Human,Special Ops,None,None,None,None,None,11.970471162309385,3085
3086,Sashimono Red Dawn,Jiangshi,Lined Russet,Skunk Pony,Full Kiss,29,Crimson Records,Human,Historical,Clear Specs,None,None,None,None,48.19103368730862,3086
3087,Rifle Scorpion Polar,Fur Lined Captain's Armor,Coy Crimson,Horse Girl,Pog,58,Ocean Blue,Human,Navy,None,None,None,None,None,23.064924862902433,3087
3088,Yumiya,Ruby Diamond,Sapphire Highlights,Sagittarius,Plump,20,Crimson Records,Human,Historical,None,None,None,None,None,9.730196113627036,3088
3089,Chef's Rusty Pan,Server's WcUniform,Lined Russet,Cotton Candy Swirl,Plump,15,Golden Hex,Human,Support,None,None,None,None,None,8.047980281801435,3089
3090,Rifle Heavy,Tactical Flight Armor,Vexxed Iron,Henti,Plump,41,Airforce,Human,Airforce,None,None,None,None,None,8.621332609791189,3090
3091,Dual Combat Scalpels,Hazard Zone,Scarred Slumber,Speedster Ao,Boo!Boo! Gum,14,Bluefire,Ao Oni,Support,Basic Specs,None,None,None,None,65.30463151715115,3091
3092,Rifle Red,Kevlar BANii,Scrunched,Two Block ,Popsicle,98,Army,Human,Army,None,None,None,None,None,15.873334733246683,3092
3093,Rifle Lucky 8,Light Armor Desert Camo,Bold Crimson,Green Beret,Fangs Out,86,Army,Human,Army,Starstruck Blue,None,None,None,None,41.374941445494635,3093
3094,Rifle Heavy,Mach5,Frozen Corruption,AR Piloting Interface,Pog,70,Airforce,Human,Airforce,None,None,None,None,None,23.952662966099453,3094
3095,First Aid Kit,Silent Angel,Smug Poppy,One-Eyed Lupine Healer,Plump,85,Healing Pulse,Human,Support,None,None,None,None,None,6.5319101822188905,3095
3096,Rifle Leather,Locked n' Loaded,Caelus,Hime Ponytail,Tasty,97,Army,Human,Army,None,None,None,None,None,16.533531198864637,3096
3097,Rifle Heavy,Tracksuit Snood Desert,Gazing Wisteria,Mewsashi WcVisor,Popsicle,68,Army,Human,Army,None,None,None,None,None,15.293335330617875,3097
3098,DEMIURGE Autonomous Pseudo-Priestess System,Crimson Shell Armor,,Side Pony ,Plump,63,Mana Portal,Human,Support,Clear Specs,None,None,None,None,29.67882309513635,3098
3099,DEMIURGE Autonomous Pseudo-Priestess System,Red Dawn Shell Armor,Curious Russet,Bewitching Enchantress,Plump,30,Mana Portal,Human,Support,None,None,None,None,None,6.246659584590746,3099
3100,Rifle Stock Custom Green,Meka Vest Camo Jungle,Foxy Crimson,Puppy Love,Tasty,81,Army,Human,Army,None,None,None,None,None,16.86365764128813,3100
3101,Private Contractor EVA Helmet,Private Contractor Flight Suit,Lined Poppy,Shrine Maiden,Lollipop,01,Moonsilver,Human,Astronaut,None,None,None,None,None,27.32408539320479,3101
3102,Carbine Black,Mach-3 Utility Jacket Navy,Coy Crimson,Skunk WcHeadset,Plump,76,Airforce,Human,Airforce,None,None,None,None,None,8.98018992875151,3102
3103,Rifle Navy Black,Admiral's Coat,,Kiwi Sparkle ,Plump,48,Ocean Blue,Human,Navy,None,None,None,None,None,7.880973063584686,3103
3104,Rifle Red Ammo,BlackPink Mamba,Foxy Crimson,Puppy Love,Plump,89,Army,Human,Army,Evil Glare,None,None,None,None,26.72388007875952,3104
3105,Rifle Primitive,BlackPink Mamba,Basic Wisteria,Shrine Maiden Ao,Plump,56,Bluefire,Ao Oni,Army,None,None,None,None,None,24.72765065418384,3105
3106,None,None,None,None,None,83,Tactical Green,Ectoplasma,Army,None,Ectoplasma,None,None,None,78.37698371075977,3106
3107,Sashimono Ghost,Grand Master,Base Iron,Eth-ore,Plump,45,Crimson Records,Human,Historical,None,None,None,None,None,8.42906601828645,3107
3108,Parachute,Aviator Jacket Bare,Gazing Russet,Red Foxy,Smoke,38,Airforce,Human,Airforce,None,None,None,None,None,22.06503610447616,3108
3109,Rifle Navy Gray,Naval Academy Uniform,Frozen Corruption,Swept Back Aka,Plump,54,Flaming Hibisucus,Aka Oni,Navy,None,None,None,None,None,30.374181751943354,3109
3110,HELLFIRE Support Drones,Summoner Defensive Vest,Wary Crimson,Topknot ,Popsicle,46,Mana Portal,Human,Support,None,None,None,None,None,19.337915256400542,3110
3111,Hunter's Rifle Forest,Forager's Uniform,Base Fern,Tidal Wave,Plump,76,Party Pink,Human,Special Ops,None,None,None,None,None,11.544272660275617,3111
3112,Rifle Camo Polar,Able Seaman's Uniform,Duality,Celestial Dreamer ,Popsicle,40,Ocean Blue,Human,Navy,None,None,None,None,None,23.3277405893672,3112
3113,Assault Rifle Khaki,Fur-Lined Aviator Olive,Smug Poppy,Maegami,Plump,63,Airforce,Human,Airforce,None,None,None,None,None,8.707774049561374,3113
3114,Assault Rifle Khaki,Aviator Jacket Bare,Tense Fern,Hino Ao,Plump,56,Bluefire,Ao Oni,Airforce,None,None,None,None,None,29.560105209875196,3114
3115,Rifle Orange,Flame Punk,Tense Fern,Cyber Vox Helmet,Plump,82,Army,Human,Army,None,None,None,None,None,1.9903642776063946,3115
3116,Rifle Primitive,Military Street Polar,Basic Fern,Pastel Buns Aka,Plump,82,Flaming Hibisucus,Aka Oni,Army,Clear Specs,None,None,None,None,49.302414091602856,3116
3117,Crown Staff,Protection Starbeam,Obsidian,Kiwi Cut ,Full Kiss,54,Mana Portal,Human,Support,None,None,None,None,None,19.73203160146844,3117
3118,Rifle Stock Custom Orange,Light Armor Desert Camo,Basic Wisteria,Black Curtain,Plump,03,Army,Human,Army,None,None,None,None,None,1.2084054727554616,3118
3119,Rifle Navy Grey,Sailor Uniform Fukushima,,Bunny Girl Aka,Plump,59,Flaming Hibisucus,Aka Oni,Navy,Clear Specs,None,None,None,None,53.43597635424753,3119
3120,Dual Katanas Black Gold,Student,Dark Crimson,Mewsashi,Smoke,77,Crimson Records,Human,Historical,Monocle,None,None,None,None,46.79382125722946,3120
3121,Rifle Leather,Light Armor Desert Camo,Foxy Crimson,Huntress,Full Kiss,08,Army,Human,Army,Genius Golden,None,None,None,None,41.240338607926205,3121
3122,R-H00D Compound Red,Cyborg,Tense Iron,Count,Plump,36,Party Pink,Human,Special Ops,None,None,None,None,None,12.089037409478813,3122
3123,Ketchup Dispenser,Chef's WcUniform,Glaring Poppy,Bronsn ,Fangs Out,53,Golden Hex,Human,Support,None,None,None,None,None,22.337730583441743,3123
3124,R-H00D Compound Red,Mr. Scientist,Base Iron,Count,Plump,94,Party Pink,Human,Special Ops,None,None,None,None,None,11.085927873265101,3124
3125,Cyber Claymore Pink,Decorated Chunin Garb,Gazing Russet,Arctic Bad Boy,Plump,26,Shadow Reflection,Human,Shinobi,None,None,None,None,None,12.422409327929618,3125
3126,Hunter's Rifle Forest,Cyborg,Base Fern,Conspiracy of Feathers,Plump,49,Peach Fuzz,Human,Special Ops,Golden Specs,None,None,None,None,37.69373087080882,3126
3127,Rifle Scorpion Polar,Sailor Uniform Osaka,Periwinkle,Twintails Aka,Plump,43,Flaming Hibisucus,Aka Oni,Navy,None,None,None,None,None,30.165868308138442,3127
3128,Chef's Rusty Pan,Server's WcUniform,Bold Crimson,Fringed Bob,Plump,07,Golden Hex,Human,Support,None,None,None,None,None,7.4967149703271785,3128
3129,Rifle Scorpion Polar,Dr. Rave,Lined Poppy,Kiwi Cut ,Smoke,46,Party Pink,Human,Special Ops,None,None,None,None,None,24.88853199350866,3129
3130,Rifle Navy Grey,Sailor Uniform Fukushima,Tranquil Sea,Chainwhip Ao,Plump,34,Bluefire,Ao Oni,Navy,None,None,None,None,None,29.9607342951993,3130
3131,Unicorn Blast,Mr. Scientist,Tense Iron,Elvis Presto,Saucy,35,Party Pink,Human,Special Ops,Lab Goggles Pink,None,Chrome Stud,None,None,83.27629073795741,3131
3132,Rifle Red,Parade Fur,Dark Crimson,Fox Mike,Plump,58,Army,Human,Army,None,None,Comms Unit,None,None,33.568353556942995,3132
3133,Assault Rifle Khaki,Tactical Flight Jacket Olive,Coy Wisteria,Horse Girl,Choco Stick,86,Airforce,Human,Airforce,None,None,None,None,None,21.533015023241152,3133
3134,Rifle Leather,Light Armor Desert Camo,Curious Iron,Tanuki,Smoke,89,Army,Human,Army,None,None,None,None,None,15.302919772080495,3134
3135,Private Contractor Flight Helmet,IVA Flight Suit,Coy Wisteria,Bobcut,Full Kiss,51,Moonsilver,Human,Astronaut,None,None,None,None,None,27.660591851370576,3135
3136,Rifle Khaki,Sailor Uniform Aomori,Dark Fern,Henti,Plump,55,Ocean Blue,Human,Navy,None,None,None,None,None,8.871338296714933,3136
3137,None,None,None,None,None,42,Ding Ding,Human,Army,None,Cowsuit,None,None,None,53.833349294873535,3137
3138,Side of Fries,Staff WcUniform,Coy Crimson,Sagittarius,Tasty,57,Golden Hex,Human,Support,None,None,None,None,None,22.52362326003717,3138
3139,Cyber Reaper,Magenta Shell Armor,Curious Iron,Fringed Bob,Boo!Boo! Gum,21,Mana Portal,Human,Support,None,None,None,None,None,19.05266401107002,3139
3140,M-16 Heavy Assault Rifle,High Admiral's Longcoat,Vexxed Poppy,Night Watch,Fang Smirk,44,Ocean Blue,Human,Navy,None,None,Sea Stud,None,None,52.43634148512528,3140
3141,Private Contractor Flight Helmet,Private Contractor Flight Suit,Foxy Crimson,Homeostatic Headwear,Plump,29,Moonsilver,Human,Astronaut,None,None,None,None,None,13.8837924668992,3141
3142,Rifle Red Ammo,Locked n' Loaded,Lined Poppy,Stardust ,Fang Smirk,26,Army,Human,Army,None,None,None,None,None,12.668602418790226,3142
3143,Rifle Leather,Urban Street Camo,Smug Fern,Locs,Plump,29,Army,Human,Army,None,None,None,None,None,1.7114907949981137,3143
3144,Rifle Blue,Urban Security,Base Iron,Bucket Hat XXX,Plump,41,Army,Human,Army,None,None,None,The Undertaker,None,32.61021763437765,3144
3145,Ketchup Dispenser,Chef's WcUniform,Dark Crimson,Kaminari,Lollipop,22,Golden Hex,Human,Support,None,None,None,None,None,21.885884434795827,3145
3146,Assault Rifle Khaki,Fur Lined Turtle,Cheeky Fern,Shrine Maiden,Fang Smirk,46,Airforce,Human,Airforce,None,None,None,None,None,20.135818309260472,3146
3147,Rifle Orange,Tactical Woodlands,Glaring Wisteria,Fresh Recruit,Fangs Out,13,Army,Human,Army,None,None,None,None,None,16.014391964095694,3147
