,stankfinder,MUNCHYHOLE,Eye on dat side,Eyz on dis side,Hedz,Eers,Boddee,collrzes,1 of 1,djeimebdie,Rarity score,Token Id
2025,uppy,blahhhhhhh,i seend a mouse! yum!,upside downside,SPIKR,eermoffs,yur mom,fludded tunlz,None,None,8.503253851468827,2025
2026,das notta nose,nudder mouf,not enthuzd,punchded,bierdy,LAAAAAZZER EERS,flappy,nothin,None,None,6.920935656247283,2026
2027,udder pointy kind,burblurblurb,wass dat way,seepy,oweee,earrz,ETH,stupid sun,None,None,7.1342017641675515,2027
2028,uppy,glaaaaaah,grrrAAAAAuuugh,eeep,cracky,eeerbonez,blarggh,purdy cave,None,None,3.157755569812024,2028
2029,funny,bleebleebloobloo,peep,eeeeeediot,soft pare,earrz,dawwww,nothin,None,None,1.7887021072720795,2029
2030,sniffer,nudder mouf,nar,upside downside,cracky,eerchompr,dat spase soot gots holes,mold,None,None,3.1302240441007783,2030
2031,kwaigun,blippyblipblipblip,i seend a mouse! yum!,grekd,bierdy,EERS,wekkum tarbys,mold,None,None,3.94203522584754,2031
2032,blobby,flthththlffh,nspektin stuff,seepy,growf,eer,furr,stupid sun,None,None,3.054555699179048,2032
2033,ouchie,glibbaglab,nar,teeny peephoal,floppee,eeeeers,wanna poak dat,wat dis?,None,None,3.763181463048097,2033
2034,arouzd,yabbagabba,look dis way,lookin dere,flatface,eirs,fansee,fLEsh stik,None,None,3.673740473580722,2034
2035,dribble,mouf,suthpithus,transeded,jawboymangirl,eors,wekkum tarbys,darkderest,None,None,4.230979311009582,2035
2036,goz down,nomnomhole,whaja say?,glowcoma,cracky,earrz,flappy,bloody milk yumm,None,None,2.55925384875464,2036
2037,dizeezsd,oobie doo,hlo,hipnoatisn,growf,earrz,ETH,bloody milk yumm,None,None,4.973987142303972,2037
2038,zippyzipzip,aaaabaaaaabbbaaa,termigooblin,sparples,avvokado,eer,RRRRRRAAAAAHHH,purdy cave,None,None,3.240335010159276,2038
2039,LAAAYZERSNOT,mouf,whaja say?,lookin dere,bierdy,eeeeers,inna bun,bloody milk yumm,None,None,7.368092431754001,2039
2040,uppy,LAZERBARRF,hlo,yallo,bierdy,eirs,dawwww,bloody milk yumm,None,None,5.668867785486441,2040
2041,ouchie,aaaabaaaaabbbaaa,hlo,krazed,TAK UR ORDRR?,eors,flappy,bloody milk yumm,None,None,4.148432902957661,2041
2042,sniffer,flthththlffh,i seend a mouse! yum!,teeny peephoal,TAK UR ORDRR?,eer,eeeeeeeeboooom,stupid color,None,None,9.480191570531924,2042
2043,danglydoo,mrnnhrhmn,grrrAAAAAuuugh,lookit dat,avvokado,eeerbonez,grey body,mold,None,None,2.999532559146255,2043
2044,uppy,yabbagabba,i seend a mouse! yum!,o noooooo,kiwimonstr,eer,Diamondhands?,darkerer,None,None,5.916487055168838,2044
2045,shnozz,mouffs,grrrAAAAAuuugh,hangded over,deflateded,eeeeers,grey body,stupid sun,None,None,5.331738710047185,2045
2046,udder pointy kind,blarrr,oook,sparples,floppee,floaty eerz,yur mom,fludded tunlz,None,None,4.120897934798206,2046
2047,ouchie,blarrr,i seend a mouse! yum!,punchded,flatface,eerchompr,ouchies,rottn elfboddie,None,None,3.6462233971129714,2047
2048,blobby,nuddernuddermouf,waaah,punchded,kiwimonstr,eeeeers,fansee,fLEsh stik,None,None,4.905208560805448,2048
2049,sniffer,mouf,gooness,blindeded,growf,eirs,BLINGG,kobold puke,None,None,2.359752128604012,2049
2050,uppy,blippyblipblipblip,i seend a mouse! yum!,seepy,wart top,eors,furr,mold,None,None,1.8781444728942367,2050
2051,LAAAYZERSNOT,blahhhhhhh,browney,punchded,floppee,eeerbonez,wanna poak dat,fLEsh stik,None,None,5.4280267935891375,2051
2052,sniffer,ibblebiddle,suthpithus,hipnoatisn,soft pare,eers,dat spase soot gots holes,darkerer,None,None,3.6737335903638444,2052
2053,uppy,yabbagabba,angreye,grekd,deflateded,eers,RRRRRRAAAAAHHH,purdy cave,None,None,3.5223597422036774,2053
2054,danglydoo,flthththlffh,not enthuzd,o noooooo,wart top,eermoffs,shy gobblin,purdy cave,None,None,4.478657075438885,2054
2055,ouchie,mrnnhrhmn,angreye,punchded,kiwimonstr,earz,blarggh,bloody milk yumm,None,None,4.065881677371548,2055
2056,berries,blarrr,narf,grekd,cracky,woodywood eers,dawwww,wat dis?,None,None,4.685053378531823,2056
2057,LAAAYZERSNOT,LAZERBARRF,grrrAAAAAuuugh,seepy,flatface,earrz,teeheehee,stupid sun,None,None,10.092474195201241,2057
2058,ouchie,nudder mouf,whoaz me,seepy,furrrrrrrrrr,eer,grey body,bloody milk yumm,None,None,5.772039440136794,2058
2059,sniffer,oobie doo,peep,lookin down,furrrrrrrrrr,earz,shy gobblin,nothin,None,None,3.9902023238223054,2059
2060,das notta nose,gaaahhh,whaja say?,punchded,wart top,eerz?,dawwww,fLEsh stik,None,None,2.9376196572171116,2060
2061,buttnose,mrnnhrhmn,narf,wass overder?,kiwimonstr,earrz,dawwww,rottn elfboddie,None,None,4.815747612894884,2061
2062,kwaigun,flthththlffh,narf,look up dere,bierdy,eeerbonez,dat spase soot gots holes,kobold puke,None,None,2.201498152089025,2062
2063,sniffer,mubblebumm,gathp,lookit dat,growf,iers,New Tattoo,dirt,None,None,4.430511312978203,2063
2064,arouzd,yabbagabba,don lookitme,spooky,SPIKR,earz,yur mom,fLEsh stik,None,None,5.297327055370377,2064
2065,shnozz,oobie doo,waaah,sparples,deflateded,iers,furr,fLEsh stik,None,None,4.272264903253261,2065
2066,is dat a nose,mubblebumm,nspektin stuff,hipnoatisn,growf,earrz,shy gobblin,darkderest,None,None,3.893899786456291,2066
2067,crooky,gaaahhh,hlo,wass overder?,jawboymangirl,eerchompr,shy gobblin,dirt,None,None,4.574984385881256,2067
2068,flassid,nudder mouf,don lookitme,wass overder?,soft pare,onny a fleshwoond,sashay,nothin,None,None,7.4162760438915205,2068
2069,ouchie,blablabla,browney,ooop,furrrrrrrrrr,EERS,grey body,stupid sun,None,None,5.538128818229664,2069
2070,LAAAYZERSNOT,blahhhhhhh,termigooblin,lookin dere,jawboymangirl,onny a fleshwoond,shy gobblin,wat dis?,None,None,9.074287356042351,2070
2071,shnozz,aaaabaaaaabbbaaa,termigooblin,squintee,flatface,earz,teeheehee,nothin,None,None,5.490005764536823,2071
2072,uppy,aaaabaaaaabbbaaa,wass dat way,spooky,soft pare,EERS,fansee,darkderest,None,None,4.698826710467774,2072
2073,bloo,bleebleebloobloo,angreye,lookin down,taterhead,iers,REKT,darkderest,None,None,7.835939829379966,2073
2074,funny,mubblebumm,whoaz me,grekd,bierdy,eors,flappy,dirt,None,None,3.0752036565302334,2074
2075,pointy,mrnnhrhmn,browney,grekd,growf,eerchompr,sashay,stupid color,None,None,5.001487011569299,2075
2076,flassid,glibbaglab,i seend a mouse! yum!,upside downside,floppee,EERS,inna bun,purdy cave,None,None,5.152858796337063,2076
2077,buttnose,bleebleebloobloo,grrrAAAAAuuugh,eeep,floppee,EERS,yur mom,fLEsh stik,None,None,5.145997936897529,2077
2078,dizeezsd,oobie doo,angreye,eeep,kiwimonstr,EERS,blarggh,nothin,None,None,3.893883958004303,2078
2079,bloo,glaaaaaah,grrrAAAAAuuugh,ooop,SPIKR,eeeeers,New Tattoo,wat dis?,None,None,7.223653076704359,2079
2080,droopy,blippyblipblipblip,zoinks,das not an eyez!,cracky,eirs,ETH,fLEsh stik,None,None,5.689510926677603,2080
2081,bloo,glaaaaaah,das not eyz eeder,lookin down,STABBYSTABHEAD,eirs,ETH,stupid color,None,None,8.964168130459509,2081
2082,droopy,burblurblurb,whoaz me,das not an eyez!,oweee,eirs,shy gobblin,stupid color,None,None,7.595162840971207,2082
2083,zippyzipzip,nudder mouf,nspektin stuff,lookit dat,kiwimonstr,eerchompr,blarggh,fLEsh stik,None,None,3.3228655905226363,2083
2084,berries,ibblebiddle,suthpithus,hangded over,avvokado,eer,fansee,stupid sun,None,None,3.749413635883959,2084
2085,is dat a nose,gaaahhh,whaja say?,sparples,soft pare,blingyfaweez,eeeeeeeeboooom,kobold puke,None,None,8.97794972146175,2085
2086,LAAAYZERSNOT,yabbagabba,suthpithus,seepy,STABBYSTABHEAD,eerz?,flappy,fludded tunlz,None,None,7.27868516273569,2086
2087,goz down,glibbaglab,nspektin stuff,look up dere,bierdy,EERS,clubbin time,bloody milk yumm,None,None,2.559227699828872,2087
2088,uppy,blahhhhhhh,grrrAAAAAuuugh,hangded over,cracky,eer,fansee,fLEsh stik,None,None,2.01572984973631,2088
2089,dribble,gaaahhh,wass dat way,hangded over,STABBYSTABHEAD,woodywood eers,dawwww,fLEsh stik,None,None,8.09735720514347,2089
2090,das notta nose,mouf,gathp,ooop,wart top,earz,yur mom,purdy cave,None,None,2.325319828857136,2090
2091,pointy,gaaahhh,look dis way,ooop,kiwimonstr,eirs,wanna poak dat,dirt,None,None,4.423629807399803,2091
2092,dizeezsd,glibbaglab,nar,sparples,oweee,earrz,RRRRRRAAAAAHHH,wat dis?,None,None,2.497320301297372,2092
2093,bloo,mubblebumm,waaah,squintee,TAK UR ORDRR?,earz,Diamondhands?,fLEsh stik,None,None,8.4000718720695,2093
2094,pointy,yabbagabba,suthpithus,lookin hear,jawboymangirl,eors,yaris pleeze,purdy cave,None,None,5.648215011975233,2094
2095,is dat a nose,gaaahhh,don lookitme,upside downside,SPIKR,eers,eeeeeeeeboooom,nothin,None,None,8.54455182986897,2095
2096,das notta nose,yabbagabba,zoweee,squintee,growf,eeerbonez,wekkum tarbys,fludded tunlz,None,None,3.680642624687247,2096
2097,shnozz,mouffs,gathp,hipnoatisn,flatface,eeeeers,fansee,fLEsh stik,None,None,3.804450537769942,2097
2098,ouchie,blarrr,narf,upside downside,wart top,eeerbonez,ouchies,wat dis?,None,None,2.6211481720598284,2098
2099,zippyzipzip,mrnnhrhmn,gathp,o noooooo,avvokado,eeerbonez,BLINGG,wat dis?,None,None,3.013317590459107,2099
2100,bloo,blahhhhhhh,gooness,krazed,SPIKR,eerchompr,dawwww,bloody milk yumm,None,None,3.6599664524222377,2100
2101,das notta nose,gaaahhh,tremblr,sparples,jawboymangirl,floaty eerz,eeeeeeeeboooom,wat dis?,None,None,7.0929340651424315,2101
2102,bloo,glibbaglab,tremblr,glowcoma,cracky,EERS,wekkum tarbys,stupid color,None,None,4.409853032404899,2102
2103,danglydoo,burblurblurb,nar,eeeeeediot,floppee,iers,grey body,nothin,None,None,4.84327501166864,2103
2104,shnozz,gaaahhh,nspektin stuff,o noooooo,deflateded,EERS,yaris pleeze,kobold puke,None,None,5.71701905531459,2104
2105,udder pointy kind,nuddernuddermouf,browney,sparples,growf,eeerbonez,wekkum tarbys,darkderest,None,None,2.7380800849466773,2105
2106,udder pointy kind,nuddernuddermouf,don lookitme,upside downside,jawboymangirl,earz,blarggh,mold,None,None,2.6624206878557124,2106
2107,das notta nose,gooooooo,look dis way,wass overder?,cracky,earz,wanna poak dat,wat dis?,None,None,4.595633034134515,2107
2108,pointy,aaaabaaaaabbbaaa,das not eyz eeder,look up dere,bumpynoggn,EERS,REKT,wat dis?,None,None,6.294903786396862,2108
2109,dizeezsd,ibblebiddle,nspektin stuff,look up dere,kiwimonstr,eeerbonez,fansee,wat dis?,None,None,2.0982941513121625,2109
2110,bloo,yabbagabba,don lookitme,eeeeeediot,growf,eors,shy gobblin,kobold puke,None,None,0.6810274826650677,2110
2111,droopy,nuddernuddermouf,browney,ooop,soft pare,eeeeers,flappy,darkerer,None,None,3.529278408541755,2111
2112,droopy,gooooooo,pinkypinkpink,eeep,floppee,eerchompr,clubbin time,rottn elfboddie,None,None,5.999078195656419,2112
2113,udder pointy kind,blippyblipblipblip,whaja say?,punchded,growf,iers,REKT,mold,None,None,4.967148302104376,2113
2114,goz down,blarrr,browney,ooooh,jawboymangirl,eeerbonez,fansee,nothin,None,None,1.2864430520682801,2114
2115,droopy,aaaabaaaaabbbaaa,zoweee,lookit dat,flatface,eermoffs,fansee,darkderest,None,None,5.3455161724323945,2115
2116,zippyzipzip,glibbaglab,look dis way,glowcoma,growf,eeeeers,wanna poak dat,fludded tunlz,None,None,4.843272258595649,2116
2117,zippyzipzip,glaaaaaah,angreye,blindeded,flatface,earrz,yaris pleeze,mold,None,None,4.77449023754994,2117
2118,funny,yabbagabba,not enthuzd,squintee,growf,eeeeers,ETH,rottn elfboddie,None,None,7.230541464278153,2118
2119,udder pointy kind,glibbaglab,zoinks,lookin down,deflateded,eirs,yaris pleeze,darkerer,None,None,6.735189376951645,2119
2120,arouzd,nomnomhole,tremblr,lookin dere,deflateded,floaty eerz,sashay,fludded tunlz,None,None,6.604488947983494,2120
2121,flassid,nuddernuddermouf,not enthuzd,look up dere,soft pare,EERS,dawwww,purdy cave,None,None,2.1670968165118256,2121
2122,pointy,flthththlffh,zoweee,transeded,wart top,onny a fleshwoond,furr,darkerer,None,None,7.175488044412279,2122
2123,goz down,blahhhhhhh,narf,ooooh,kiwimonstr,eeeeers,ouchies,wat dis?,None,None,2.35285341811347,2123
2124,berries,bleebleebloobloo,gathp,eeep,oweee,eeerbonez,flappy,kobold puke,None,None,2.015700943615042,2124
2125,buttnose,nuddernuddermouf,browney,o noooooo,bumpynoggn,earz,clubbin time,fLEsh stik,None,None,3.109587785515751,2125
2126,flassid,glibbaglab,zoinks,grekd,SPIKR,eer,ETH,fludded tunlz,None,None,8.578955914702023,2126
2127,dribble,nomnomhole,look dis way,lookin dere,bierdy,eers,fansee,dirt,None,None,5.049685763852388,2127
2128,berries,mouf,das not eyz eeder,lookin dere,bierdy,eirs,dat spase soot gots holes,kobold puke,None,None,1.836834795117192,2128
2129,crooky,blahhhhhhh,zoweee,sparples,kiwimonstr,eerchompr,flappy,stupid color,None,None,3.212822753668686,2129
2130,is dat a nose,oobie doo,das not eyz eeder,krazed,soft pare,eeeeers,sashay,rottn elfboddie,None,None,4.2378677001102325,2130
2131,pointy,aaaabaaaaabbbaaa,oook,eh?,bierdy,eeeeers,New Tattoo,nothin,None,None,5.827075656006642,2131
2132,sniffer,flthththlffh,browney,yallo,avvokado,eerz?,shy gobblin,stupid color,None,None,3.673724645739476,2132
2133,dizeezsd,glaaaaaah,nspektin stuff,lookit dat,furrrrrrrrrr,earrz,BLINGG,fLEsh stik,None,None,3.7149813324726297,2133
2134,is dat a nose,blippyblipblipblip,browney,eeeeeediot,SPIKR,EERS,yur mom,stupid color,None,None,7.147946194104744,2134
2135,danglydoo,blahhhhhhh,pinkypinkpink,das not an eyez!,taterhead,iers,blarggh,wat dis?,None,None,3.907651784710385,2135
2136,berries,blippyblipblipblip,narf,o noooooo,growf,eeerbonez,blarggh,wat dis?,None,None,1.3965595264103585,2136
2137,udder pointy kind,yabbagabba,i seend a mouse! yum!,look up dere,deflateded,earz,yur mom,bloody milk yumm,None,None,2.3046643002880245,2137
2138,zippyzipzip,gooooooo,hlo,krazed,SPIKR,eer,furr,purdy cave,None,None,4.712560128876429,2138
2139,danglydoo,bleebleebloobloo,termigooblin,transeded,cracky,eors,dat spase soot gots holes,dirt,None,None,3.226578881913981,2139
2140,bloo,blarrr,browney,look up dere,growf,floaty eerz,clubbin time,stupid color,None,None,2.8550250764189196,2140
2141,zippyzipzip,yabbagabba,das not eyz eeder,spooky,flatface,eirs,inna bun,purdy cave,None,None,3.426058579923646,2141
2142,dizeezsd,blarrr,waaah,krazed,bierdy,warin der farree,RRRRRRAAAAAHHH,stupid color,None,None,8.67525845374758,2142
2143,uppy,mouf,don lookitme,eeeeeediot,furrrrrrrrrr,eerchompr,dawwww,rottn elfboddie,None,None,5.070315138457109,2143
2144,buttnose,mrnnhrhmn,wass dat way,upside downside,taterhead,eerz?,dat spase soot gots holes,dirt,None,None,4.354801679290508,2144
2145,flassid,blablabla,peep,grekd,avvokado,iers,eeeeeeeeboooom,darkerer,None,None,8.145502969894435,2145
2146,berries,mouf,browney,eeep,floppee,eerz?,Diamondhands?,dirt,None,None,5.077180816805005,2146
2147,dizeezsd,oobie doo,suthpithus,sparples,floppee,earz,yaris pleeze,darkerer,None,None,6.776442624290299,2147
2148,bloo,nomnomhole,nspektin stuff,seepy,soft pare,earrz,shy gobblin,fLEsh stik,None,None,2.29779311869517,2148
2149,droopy,gooooooo,tremblr,glowcoma,bumpynoggn,eerz?,grey body,stupid color,None,None,6.453136430909533,2149
2150,kwaigun,glaaaaaah,browney,sparples,furrrrrrrrrr,buttfly eerz,wanna poak dat,rottn elfboddie,None,None,10.291980731969948,2150
2151,dizeezsd,blablabla,gooness,eeep,growf,eors,fansee,stupid color,None,None,3.6118103642964687,2151
2152,das notta nose,ibblebiddle,zoweee,transeded,furrrrrrrrrr,earrz,inna bun,fLEsh stik,None,None,5.029030235588648,2152
2153,droopy,glibbaglab,gooness,sparples,SPIKR,eerz?,dat spase soot gots holes,darkerer,None,None,6.040354840069333,2153
2154,goz down,bleebleebloobloo,narf,lookit dat,bumpynoggn,earz,fansee,dirt,None,None,2.958244901830632,2154
2155,das notta nose,aaaabaaaaabbbaaa,wass dat way,krazed,floppee,eeerbonez,dat spase soot gots holes,kobold puke,None,None,2.2221068805548803,2155
2156,uppy,gaaahhh,suthpithus,lookin dere,bumpynoggn,eirs,BLINGG,darkerer,None,None,5.696377980264169,2156
2157,arouzd,mouffs,look dis way,lookin down,growf,blingyfaweez,sashay,mold,None,None,7.450692517629378,2157
2158,uppy,nuddernuddermouf,gooness,grekd,avvokado,eerz?,shy gobblin,wat dis?,None,None,4.065873420748227,2158
2159,shnozz,aaaabaaaaabbbaaa,suthpithus,sparples,bumpynoggn,eer,blarggh,wat dis?,None,None,3.150853417789386,2159
2160,pointy,glibbaglab,tremblr,upside downside,deflateded,leefs,RRRRRRAAAAAHHH,nothin,None,None,7.684593506911091,2160
2161,dribble,blablabla,don lookitme,spooky,taterhead,eirs,yur mom,darkerer,None,None,5.049694710461668,2161
2162,crooky,oobie doo,zoinks,squintee,growf,eers,RRRRRRAAAAAHHH,wat dis?,None,None,2.992644859726194,2162
2163,sniffer,ibblebiddle,whoaz me,sparples,bierdy,eerz?,grey body,mold,None,None,2.579877031502613,2163
2164,blobby,nudder mouf,gathp,yallo,soft pare,LAAAAAZZER EERS,clubbin time,dirt,None,None,6.769582454073298,2164
2165,ouchie,mouffs,oook,yallo,deflateded,eors,ouchies,mold,None,None,1.9606695492492117,2165
2166,is dat a nose,mubblebumm,browney,blindeded,wart top,floaty eerz,furr,dirt,None,None,4.292915614440866,2166
2167,crooky,ibblebiddle,pinkypinkpink,eeep,flatface,eeeeers,wekkum tarbys,darkerer,None,None,5.042799441503222,2167
2168,droopy,burblurblurb,oook,lookin dere,SPIKR,earrz,BLINGG,dirt,None,None,6.301759828607575,2168
2169,bloo,yabbagabba,i seend a mouse! yum!,seepy,soft pare,iers,wekkum tarbys,bloody milk yumm,None,None,2.2221103220869765,2169
2170,pointy,mrnnhrhmn,das not eyz eeder,look up dere,cracky,eeerbonez,flappy,mold,None,None,1.2933651611599377,2170
2171,uppy,mouf,peep,wass overder?,furrrrrrrrrr,eeeeers,flappy,stupid color,None,None,6.074744472299808,2171
2172,LAAAYZERSNOT,blarrr,don lookitme,hangded over,bierdy,eeeeers,sashay,darkderest,None,None,6.638882020219211,2172
2173,is dat a nose,glibbaglab,pinkypinkpink,eeeeeediot,jawboymangirl,eer,clubbin time,bloody milk yumm,None,None,3.088931568945591,2173
2174,ouchie,ibblebiddle,gathp,squintee,flatface,eers,dat spase soot gots holes,kobold puke,None,None,1.5478975899656309,2174
2175,kwaigun,blarrr,waaah,eeeeeediot,kiwimonstr,earz,inna bun,kobold puke,None,None,4.905206496038876,2175
2176,LAAAYZERSNOT,gaaahhh,nspektin stuff,lookit dat,furrrrrrrrrr,earz,sashay,purdy cave,None,None,6.0059603877090115,2176
2177,dribble,nomnomhole,zoweee,das not an eyez!,growf,iers,dat spase soot gots holes,nothin,None,None,4.458040087754056,2177
2178,goz down,blarrr,waaah,seepy,floppee,eer,furr,purdy cave,None,None,2.793130752044932,2178
2179,blobby,blablabla,peep,eeeeeediot,bumpynoggn,eer,ouchies,dirt,None,None,3.040816774166354,2179
2180,shnozz,blablabla,grrrAAAAAuuugh,seepy,cracky,iers,fansee,nothin,None,None,2.4835504082978623,2180
2181,kwaigun,nomnomhole,oook,lookin hear,avvokado,EERS,flappy,fludded tunlz,None,None,6.473735528582197,2181
2182,kwaigun,oobie doo,das not eyz eeder,ooop,taterhead,eer,BLINGG,kobold puke,None,None,2.215220557442287,2182
2183,flassid,blarrr,das not eyz eeder,krazed,SPIKR,eerchompr,blarggh,fLEsh stik,None,None,4.437388688718088,2183
2184,berries,mrnnhrhmn,peep,LAZERRR,wart top,eers,dat spase soot gots holes,purdy cave,None,None,4.065859657368183,2184
2185,udder pointy kind,mouf,hlo,hipnoatisn,bumpynoggn,eeerbonez,blarggh,wat dis?,None,None,2.63490636491901,2185
2186,crooky,bleebleebloobloo,whoaz me,krazed,bumpynoggn,eer,RRRRRRAAAAAHHH,stupid sun,None,None,5.861486624514628,2186
2187,danglydoo,gooooooo,not enthuzd,transeded,jawboymangirl,buttfly eerz,flappy,stupid color,None,None,8.331269205953722,2187
2188,funny,glibbaglab,gathp,hangded over,soft pare,floaty eerz,flappy,fludded tunlz,None,None,3.075193333155429,2188
2189,buttnose,gooooooo,das not eyz eeder,spooky,bumpynoggn,woodywood eers,BLINGG,fLEsh stik,None,None,7.003503399507917,2189
2190,is dat a nose,glibbaglab,whaja say?,ooooh,cracky,eermoffs,BLINGG,darkerer,None,None,4.994618581980637,2190
2191,buttnose,mubblebumm,zoinks,lookin dere,cracky,eermoffs,shy gobblin,fludded tunlz,None,None,5.778919570323842,2191
2192,udder pointy kind,blablabla,zoinks,glowcoma,oweee,EERS,shy gobblin,stupid sun,None,None,5.373068345198621,2192
2193,sniffer,nuddernuddermouf,gooness,seepy,cracky,onny a fleshwoond,clubbin time,purdy cave,None,None,4.788258065477507,2193
2194,berries,blablabla,hlo,glowcoma,growf,earz,wanna poak dat,darkderest,None,None,3.1852506221539,2194
2195,berries,bleebleebloobloo,look dis way,ooop,cracky,eerz?,clubbin time,stupid color,None,None,3.9007744086651286,2195
2196,blobby,blippyblipblipblip,termigooblin,teeny peephoal,STABBYSTABHEAD,eers,blarggh,wat dis?,None,None,6.198586797039012,2196
2197,buttnose,mrnnhrhmn,suthpithus,look up dere,STABBYSTABHEAD,eermoffs,inna bun,darkderest,None,None,10.580905549896247,2197
