,Chin,Eyes,Hat,Back,Layerz,Lol-Drip,Base-Layer,Sides,Nose,Smoking,Lips,Tattoos,Mouth,Body,Tail,Background,Rarity score,Token Id
856,Spots,Chameleon-Circle-Green-1,Line,Red-2,None,Flat-Earth,None,Scales,Deep,None,Blue,Chest-Hair,Checkerboard,Grey,Spotty,Pink,52.756175635572745,856
857,Soft-Spikes,Bosseyed-Purple,Koopa-Red,Green-7,None,Camo-Brown,None,Colour-Tatts,Snouty,Pipe,None,Black-Tatts,Closed,Yellow,Curvy,Grey,67.27700429678069,857
858,Triple,Crosseyed-Red,Purple-Camo,Orange-2,Fire-Hoody,None,TShirt-Olive,Flaps,Original,None,Purple,None,Cheesy,Blue,Sharp,Yellow,68.41788063331427,858
859,Spikes,Trippy,Bucket-Navy,Orange-3,None,Floral-Green-Yellow,None,Black-Tatts,Original,None,Red,Chest-Hair,Awkward,Yellow,Colour-Tatts,Purple,48.17103830943671,859
860,Spots,Nerd,Pink-Bucket,Pink-4,Fire-Hoody,None,Sweater-Olive,Speckled,Deep,None,None,None,Disgusted,Yellow,Colour-Tatts,Purple,46.88823328839173,860
861,Little-Bumps,Crosseyed-Blue,Beanie-Burgundy,Tech,None,Lemuria-Wyoming-1,None,Speckled,Snouty,None,None,Chest-Hair,Scaly,Blue,Sharp,Purple,19.453858374412423,861
862,Soft-Spikes,Crosseyed-Pink,Beanie-Burgundy,Purple-5,Cbc-Hoody,None,TShirt-Purple,Spots,Original,None,Red,None,Goofy,Grey,Techno,Purple,65.43259209264293,862
863,None,Trippy,Bobble-Balaclava,None,None,One-Of-Us,None,None,Deep,None,None,Chest-Hair,Spiky,Blue,Colour-Tatts,Grey,29.550631058008463,863
864,Stubble,Dopey-Blue,Tinfoil,Pink-2,None,None,None,Scales,Deep,None,Purple,Colour-Tatts,Goofy,Yellow,Plain,Blue,37.9539288728002,864
865,Big-Bumps,Sunglasses-1,Creepz,Pink-3,None,Tie-Dye-2,None,Scales,Original,None,Purple,Chest-Hair,Razor-Sharp,Blue,Mottled,Purple,43.13639530202645,865
866,Big-Bumps,Blank,Lumpy,Red-8,None,Camo-Multi,None,Black-Tatts,Flared,None,Green,Colour-Tatts,Goofy,Green,Waves,Purple,45.86683901563343,866
867,Spots,Sunglasses-1,Backwards-Cap-Black,Orange-1,None,Rcsa,None,Bumps,Deep,None,None,Black-Tatts,Gappy,Yellow,Curvy,Teal,33.363826087695735,867
868,Stubble,Vertical-Yellow,Pyramid,Red-5,None,Lemuria-Wyoming-1,None,Stripes,Wide,None,None,Chest-Hair,Scaly,Grey,Techno,Light-Green,29.72778123750149,868
869,Armoured,Trippy,Lumpy,Green-3,None,Gorn-Hub,None,Spots,Snouty,None,Orange,Black-Tatts,Goofy,Grey,Curvy,Green,49.70302952206233,869
870,Triple,Crosseyed-Purple,Creepz-Trucker,Orange-8,None,Creepz-Rugby,None,Speckled,Wide,None,Purple,Black-Tatts,Grills,Purple,Waves,Blue,57.96469070634439,870
871,Little-Bumps,Crosseyed-Yellow,Lumpy,Purple-1,None,Dystopian,None,Spots,Original,None,Green,None,Goofy,Yellow,Sharp,Light-Blue,42.743642018646725,871
872,Little-Bumps,Bowie-Green,Lucifer,Red-1,None,Diamond-Hands,None,Sharp,Wide,None,Red,Colour-Tatts,Razor-Sharp,Green,Sharp,Teal,47.650341882139884,872
873,Stubble,Weird-Pupil-Purple,Pharrell,Pink-7,None,Gorn-Hub,None,Stripes,Original,None,Blue,Colour-Tatts,Razor-Sharp,Yellow,Spotty,Light-Blue,60.27248698207883,873
874,Soft-Spikes,Crazed-Yellow,Broad-Brim,Pink-8,Tech-1,None,Sweater-Black,Spots,Deep,None,Red,None,Goofy,Yellow,Mottled,Grey,68.5233966434594,874
875,Little-Bumps,Vertical-Red,Creepz-Trucker,Pink-2,Ase-Chain-Gold,None,Sweater-Navy,Sharp,Deep,None,Red,None,Goofy,Blue,Mottled,Green,62.573306791996586,875
876,Creases,Bosseyed-Blue,Beanie-Mustard,Purple-4,None,None,TShirt-Pink,Colour-Tatts,Deep,None,Gradient,None,Cheesy,Green,Spotty,Blue,44.29910406055818,876
877,Little-Bumps,Vr1,Dad-Cap-Pink,Purple-8,None,Dyor-Sweater,None,Techno,Flared,None,Green,Black-Tatts,Grills,Blue,Colour-Tatts,Purple,50.785658494932264,877
878,Little-Bumps,Gorn,Ears,Red-9,None,Fanboy,None,Spots,Deep,None,Red,Chest-Hair,Grills,Blue,Sharp,Yellow,47.139445585451625,878
879,Stubble,Stoned,Fujita,None,None,Lemuria-Wyoming-1,None,None,Wide,None,Red,Colour-Tatts,Checkerboard,Blue,Black-Tatts,Green,52.60983770334183,879
880,Techno,Vr1,Sneakerhead,Red-1,Military-Vest,None,TShirt-White,Black-Tatts,Wide,None,None,None,Goofy,Green,Waves,Teal,43.05856481854746,880
881,Stubble,Vertical-Green,Koopa-Green,Green-6,None,Dystopian,None,Stripes,Original,None,None,None,Befuddled,Yellow,Mottled,Blue,19.377798546616976,881
882,Soft-Spikes,Sunglasses-1,Jurassic,Orange-2,None,None,TShirt-White,Mottling,Flared,None,None,None,Spiky,Blue,Waves,Brown,22.390216470987554,882
883,Frills,Vertical-Red,Fujita,None,None,Godziller,None,None,Original,None,None,Black-Tatts,Befuddled,Blue,Stripy,Purple,26.762969801380244,883
884,Creases,Bosseyed-Yellow,Five-Panel-Purple,Pink-1,None,Agamids-Red,None,Bumps,Flared,None,Green,Chest-Hair,Awkward,Blue,Black-Tatts,Grey,49.36582085449117,884
885,Flaps,Crosseyed-Yellow,Pyramid,Purple-1,None,None,None,Sharp,Deep,None,None,Chest-Hair,Razor-Sharp,Yellow,Techno,Teal,12.129881677855256,885
886,Creases,Chameleon-Circle-Orange,Backwards-Cap-Blue,Orange-1,None,Lemuria-Wyoming-1,None,Colour-Tatts,Flared,None,None,Chest-Hair,Scaly,Grey,Waves,Purple,22.674307341890305,886
887,Armoured,Purple-Shades,Creepz,Pink-6,Cbc-Hoody,None,None,Hatching,Deep,None,None,None,Scaly,Grey,Colour-Tatts,Green,22.665830126947004,887
888,Lines,Dopey-Purple,Bucket-Navy,Orange-3,None,Birds-Aren't-Real,None,Spots,Original,None,Green,Chest-Hair,Goofy,Purple,Stripy,Grey,50.32572491456371,888
889,None,Bowie-Red,Balaclava,None,Ngmi-Hoody,None,None,None,Wide,None,None,None,Awkward,Green,Mottled,Teal,21.280113595003666,889
890,Spots,Dopey-Purple,Monster,Red-6,Sneakers,None,Sweater-White,Sharp,Snouty,None,None,None,Cheerful,Blue,Waves,Grey,42.31964205906489,890
891,Lines,Weird-Pupil-Yellow,Police,Green-8,None,Tiger,None,Hatching,Flared,Cigarette,None,Chest-Hair,Closed,Green,Stripy,Sky,58.03830432187668,891
892,Plasters,Chameleon-Almond-Yellow,Creepz,Green-7,Ngmi-Hoody,None,Sweater-Pink,Mottling,Snouty,None,Red,None,Goofy,Yellow,Waves,Purple,67.11072327940185,892
893,Big-Bumps,Crosseyed-Red,Lumpy,Red-2,Gillet,None,None,Black-Tatts,Deep,None,None,None,Cheerful,Blue,Mottled,Green,19.469273629086114,893
894,Lines,Peace,Dad-Cap-Black,Orange-8,Military-Vest,None,Sweater-Navy,Colour-Tatts,Original,None,None,None,Befuddled,Purple,Colour-Tatts,Yellow,54.891013519080445,894
895,Spots,Dopey-Purple,Red-Camo,Green-1,Cbc-Hoody,None,Sweater-Turquoise,Techno,Wide,None,None,None,Befuddled,Blue,Spotty,Green,44.10354911489958,895
896,Techno,Nerd,Raptors,Orange-1,None,Lemuria-Wyoming-1,None,Colour-Tatts,Original,None,None,Chest-Hair,Cheerful,Green,Sharp,Purple,20.686211161387806,896
897,Spots,Vr1,Wizard,Flames,None,Hy-Brazil,None,Spots,Snouty,Cigarette,None,Colour-Tatts,Closed,Purple,Plain,Blue,69.41462112090939,897
898,Soft-Spikes,Polycoria,Gypsy-King,Pink-2,Cardigan,None,Sweater-Black,Ovals,Deep,None,Red,None,Cheesy,Blue,Spotty,Purple,61.351377371102814,898
899,Flaps,Dopey-Blue,Beanie-Burgundy,Green-1,None,Rcsa,None,Colour-Tatts,Deep,None,None,Black-Tatts,Closed,Blue,Waves,Green,27.68576791094666,899
900,Flaps,Bowie-Green,Creepz,Purple-1,Tech-3,None,Sweater-Turquoise,Speckled,Snouty,None,Purple,None,Awkward,Purple,Sharp,Green,71.97826444105955,900
901,Armoured,Sunglasses-1,Broad-Brim,Red-2,None,Creepz-Rugby,None,Flaps,Snouty,Cigarette,None,Black-Tatts,Closed,Green,Bone,Purple,59.47175109149778,901
902,Spots,Caiman,Bobble-Hat-Grey,Bones,None,Slugger,None,Hatching,Flared,None,None,Chest-Hair,Scaly,Grey,Stripy,Blue,24.281129535218756,902
903,Creases,Vr2,Monster,Orange-1,None,Creepz-Rugby,None,Hatching,Wide,None,Red,Chest-Hair,Grills,Green,Sharp,Purple,41.81212801131128,903
904,Lines,Vr2,Dad-Cap-Black,Orange-7,None,Creepz-Rugby,None,Stripes,Flared,None,None,Chest-Hair,Scaly,Blue,Curvy,Yellow,23.732971553687985,904
905,Soft-Spikes,Weird-Pupil-Yellow,Five-Panel-Blue-Checkerboard,Red-6,Police-vest,None,TShirt-Turquoise,Colour-Tatts,Snouty,None,None,None,Closed,Purple,Bone,Teal,52.71255306179188,905
906,Big-Bumps,Vr4,Five-Panel-Purple,Green-1,None,Slugger,None,Ovals,Flared,None,None,Chest-Hair,Gappy,Purple,Spotty,Grey,30.098961922180195,906
907,Soft-Spikes,Vertical-Yellow,Sneakerhead,Red-2,None,Diamond-Hands,None,Black-Tatts,Flared,None,Red,Colour-Tatts,Awkward,Grey,Sharp,Light-Green,54.88399325369876,907
908,Spots,Bosseyed-Blue,Monster,Orange-2,None,None,TShirt-Olive,Hatching,Wide,None,None,None,Closed,Grey,Sharp,Green,23.2073922263687,908
909,Veiny,Crazed-Purple,Tinfoil,Orange-6,Ase-Chain-Gold,None,TShirt-Pink,Colour-Tatts,Snouty,None,None,None,Scaly,Blue,Mottled,Purple,42.52067422305855,909
910,Armoured,Chameleon-Circle-Orange,Bucket-Orange,Tech,None,Tie-Dye-2,None,Techno,Deep,None,None,Chest-Hair,Disgusted,Blue,Mottled,Grey,23.88278849814111,910
911,Armoured,Sunglasses-2,Koopa-Red,Purple-4,Vest-1,None,Sweater-White,Black-Tatts,Deep,None,None,None,Gappy,Green,Mottled,Purple,36.59405241615002,911
912,Little-Bumps,Bosseyed-Blue,Raptors,Pink-8,None,Dystopian,None,Techno,Original,None,None,None,Cheerful,Grey,Spotty,Blue,17.53603168986551,912
913,Spots,Crosseyed-Yellow,Five-Panel-Purple,Green-3,None,Gorn,None,Scales,Flared,None,Green,Chest-Hair,Checkerboard,Grey,Bone,Pink,54.11780966881916,913
914,Little-Bumps,Bosseyed-Green,Headband-1,Pink-5,Og-Hoody,None,Sweater-Turquoise,Sharp,Original,Pipe,None,None,Closed,Blue,Sharp,Brown,78.68978304545985,914
915,Veiny,Bosseyed-Pink,Broad-Brim,Red-8,None,Lemuria-Wyoming-2,None,Sharp,Original,Pipe,None,Chest-Hair,Closed,Blue,Colour-Tatts,Purple,58.28009125481699,915
916,Creases,White-Shades,Pink-Bucket,Hair,Creepz-Bag,None,None,Flaps,Original,None,Purple,None,Cheesy,Blue,Techno,Grey,46.89631311058752,916
917,Little-Bumps,Bowie-Pink,Bucket-Creepz,Green-1,None,Lemuria-Wyoming-2,None,Sharp,Deep,None,None,Colour-Tatts,Scaly,Yellow,Colour-Tatts,Purple,30.27285821148395,917
918,Lines,Vr4,Headband-1,Orange-4,None,Cold-Blooded,None,Sharp,Wide,None,Orange,Colour-Tatts,Cheesy,Green,Waves,Sky,51.136069401483695,918
919,Spots,Chameleon-Almond-Blue,Eggscellent,Red-2,None,V,None,Sharp,Snouty,None,None,Chest-Hair,Befuddled,Green,Curvy,Sky,24.049616410375958,919
920,Flaps,Vertical-Purple,Lwa,Bones,Block-Chain,None,None,Stripes,Flared,None,Green,None,Awkward,Grey,Waves,Blue,42.15090549539981,920
921,Soft-Spikes,Crosseyed-Yellow,Five-Panel-Red,Red-4,Sneakers,None,TShirt-Turquoise,Techno,Deep,None,None,None,Scaly,Grey,Mottled,Light-Green,47.912521352427675,921
922,Spikes,Veins-2,Pink-Bucket,Purple-5,Windbreaker-1,None,Sweater-White,Mottling,Original,None,None,None,Closed,Yellow,Spotty,Light-Blue,48.51530492856728,922
923,Soft-Spikes,Crazed-Yellow,Headband-1,Purple-6,Vest-1,None,Sweater-White,Black-Tatts,Flared,None,None,None,Checkerboard,Grey,Stripy,Purple,43.31385026526942,923
924,Lines,Dopey-Purple,Fujita,None,None,Birds-Aren't-Real,None,None,Deep,None,None,Chest-Hair,Goofy,Blue,Sharp,Purple,21.278538584317275,924
925,Little-Bumps,Chameleon-Almond-Green,Bucket-Creepz,Orange-6,Stormzy,None,TShirt-Turquoise,Techno,Flared,None,None,None,Awkward,Blue,Curvy,Purple,40.26054913531678,925
926,Little-Bumps,Bosseyed-Red,Gatorade,Purple-6,None,Lemuria-Wyoming-1,None,Colour-Tatts,Deep,None,None,Colour-Tatts,Spiky,Purple,Spotty,Teal,34.63376807493016,926
927,Spots,Crosseyed-Red,Backwards-Cap-Black,Orange-5,None,Tie-Dye-1,None,Sharp,Deep,None,Neon-Green,Chest-Hair,Goofy,Green,Techno,Blue,45.992425865301286,927
928,Armoured,Dopey-Blue,Dad-Cap-Pink,Green-6,None,Slugger,None,Flaps,Deep,None,None,Chest-Hair,Befuddled,Green,Black-Tatts,Blue,20.866616329925744,928
929,Spikes,Nerd,Pink-Bucket,Purple-7,Sneakers,None,TShirt-Purple,Ovals,Snouty,None,None,None,Scaly,Yellow,Stripy,Grey,44.96461027764482,929
930,Soft-Spikes,Dopey-Green,Ushanka,None,Military-Vest,None,Sweater-White,None,Deep,None,Red,None,Grills,Blue,Curvy,Brown,66.9061492766277,930
931,Armoured,Nerd,Koopa-Red,Purple-2,None,Tie-Dye-1,None,Ovals,Original,None,None,Colour-Tatts,Cheerful,Green,Curvy,Teal,25.34007810669663,931
932,Creases,Vr3,Ears,Red-5,Stormzy,None,TShirt-Black,Spots,Deep,None,None,None,Scaly,Green,Stripy,Blue,39.93359433151994,932
933,Flaps,Weird-Pupil-Yellow,Bucket-Orange,Purple-9,Bullets,None,TShirt-White,Speckled,Snouty,None,None,None,Disgusted,Grey,Stripy,Purple,42.70442727638619,933
934,Big-Bumps,Glass,Lucifer,Purple-4,None,Camo-Brown,None,Bumps,Original,None,None,Chest-Hair,Cheesy,Green,Stripy,Blue,21.52387232495508,934
935,Armoured,Crazed-Grey,Queen,Purple-8,None,Camo-Brown,None,Black-Tatts,Snouty,None,None,Chest-Hair,Cheerful,Green,Stripy,Sky,23.33132461855367,935
936,Armoured,Blinky,Valhalla,Purple-6,None,Dyor-Sweater,None,Stripes,Flared,None,None,Colour-Tatts,Gappy,Green,Stripy,Purple,22.55213645587652,936
937,Soft-Spikes,Glass,Bucket-Creepz,Red-5,None,Argyle-2,None,Sharp,Deep,None,Neon-Green,Chest-Hair,Cheesy,Grey,Waves,Light-Green,50.36993422613904,937
938,Lines,Vr4,Headband-1,Orange-6,None,Rcsa,None,Ovals,Deep,None,None,Colour-Tatts,Spiky,Purple,Stripy,Teal,35.22952860515421,938
939,Flaps,Vertical-Red,Bucket-Navy,Hair,Cbc-Hoody,None,Sweater-Black,Sharp,Flared,None,Neon-Green,None,Jaws,Blue,Curvy,Purple,64.67014032021456,939
940,Big-Bumps,Bosseyed-Red,Beanie-Burgundy,Bones,None,None,None,Black-Tatts,Flared,None,None,Colour-Tatts,Disgusted,Blue,Curvy,Purple,8.9400105355379,940
941,Lines,Demon-Realm-1,Bucket-Burberry,Purple-9,None,Cold-Blooded,None,Bumps,Wide,Pipe,None,Chest-Hair,Closed,Yellow,Curvy,Blue,59.8288234919145,941
942,Big-Bumps,Pokeball,Beanie-Burgundy,Purple-1,None,Lemuria-Wyoming-2,None,Speckled,Wide,None,None,Black-Tatts,Befuddled,Green,Waves,Sky,29.384254885701072,942
943,Frills,Glass,Monster,Pink-4,None,Suit-2,None,Sharp,Original,None,None,Colour-Tatts,Cheerful,Green,Mottled,Lilac,28.597872968858322,943
944,Creases,White-Shades,Military,Red-4,None,Argyle-1,None,Hatching,Snouty,None,Neon-Green,Colour-Tatts,Checkerboard,Blue,Black-Tatts,Purple,52.55579553624816,944
945,Lines,Chameleon-Almond-Grey,Red-Camo,Green-1,None,Flat-Earth,None,Ovals,Wide,None,Purple,Chest-Hair,Spiky,Green,Curvy,Sky,46.16931491098591,945
946,Armoured,Weird-Pupil-Red,Pimp,Green-8,Block-Chain,None,TShirt-Turquoise,Speckled,Deep,None,Red,None,Goofy,Blue,Bone,Green,65.30326975514092,946
947,Creases,Polycoria,Broad-Brim,Purple-6,None,Godziller,None,Ovals,Deep,None,None,Chest-Hair,Disgusted,Yellow,Bone,Teal,32.090447668055674,947
948,Stubble,Chameleon-Almond-Yellow,Bishop,Red-2,None,None,None,Hatching,Deep,None,Red,Chest-Hair,Razor-Sharp,Blue,Sharp,Green,27.37014436156831,948
949,Lines,Bosseyed-Red,Purple-Camo,Purple-8,Block-Chain,None,Sweater-Black,Bumps,Deep,None,Green,None,Goofy,Blue,Sharp,Grey,65.45985663185488,949
950,Lines,Spiral,Ronald,Green-6,None,Dyor-Sweater,None,Flaps,Snouty,None,None,Colour-Tatts,Cheerful,Purple,Techno,Green,38.44292324571052,950
951,Frills,Vertical-Purple,Pimp,Ophiocordyceps,None,Lemuria-Wyoming-2,None,Flaps,Snouty,None,None,Chest-Hair,Closed,Green,Spotty,Purple,19.75018882117638,951
952,Spots,Sunglasses-2,Dad-Cap-Pink,Red-4,Lanyard,None,TShirt-Black,Black-Tatts,Deep,None,None,None,Spiky,Blue,Spotty,Grey,45.60841921705224,952
953,Big-Bumps,Blinky,Beanie-Creepz,Red-5,Fat-Gold-Chain,None,Sweater-White,Ovals,Snouty,None,Orange,None,Spiky,Green,Spotty,Purple,62.67203967428505,953
954,Armoured,Dopey-Blue,Five-Panel-Purple,Purple-6,None,Gorn-Hub,None,Techno,Deep,None,Green,Chest-Hair,Goofy,Green,Mottled,Sky,43.06131585448502,954
955,Lines,Vr1,Lumpy,Red-5,Iridescent-Bag,None,TShirt-Purple,Black-Tatts,Snouty,None,Neon-Green,None,Awkward,Blue,Curvy,Green,64.70755242449549,955
956,Veiny,Chameleon-Almond-Green,Sombrero,Pink-9,Peace,None,TShirt-Pink,Black-Tatts,Original,None,None,None,Gappy,Grey,Colour-Tatts,Light-Green,53.23998753354759,956
957,Stubble,Bosseyed-Purple,Lwa,Pink-9,None,Birds-Aren't-Real,None,Speckled,Flared,None,Neon-Green,Colour-Tatts,Checkerboard,Green,Plain,Blue,50.782265549412166,957
958,Creases,Squint-Yellow,Creepz,Purple-7,None,Astro-Creepz,None,Sharp,Snouty,None,None,Colour-Tatts,Befuddled,Green,Curvy,Purple,24.465330904484453,958
959,Flaps,Vr2,Pyramid,Orange-9,None,Gorn-Hub,None,Bumps,Original,None,None,Colour-Tatts,Gappy,Grey,Waves,Green,30.698332330404483,959
960,Little-Bumps,Chameleon-Circle-Purple,Queen,Purple-6,None,Fanboy,None,Stripes,Flared,None,Orange,Colour-Tatts,Checkerboard,Grey,Spotty,Pink,57.26347758524388,960
961,Lines,Vr5,Lu-Tang,Green-8,None,None,None,Colour-Tatts,Wide,None,None,Colour-Tatts,Scaly,Purple,Techno,Green,18.114637534862744,961
962,Armoured,Sunglasses-2,Tinfoil,Green-6,None,Camo-Desert,None,Scales,Flared,None,None,Chest-Hair,Befuddled,Green,Spotty,Teal,21.738177750569797,962
963,Stubble,Crazed-Yellow,Monster,Pink-6,None,Tiger,None,Stripes,Wide,None,None,Colour-Tatts,Befuddled,Blue,Spotty,Yellow,32.31883873441677,963
964,Creases,Stoned,Dad-Cap-Pink,Orange-2,Poncho,None,None,Ovals,Flared,None,Green,None,Razor-Sharp,Green,Curvy,Purple,36.77936913489932,964
965,Big-Bumps,Crazed-Grey,Red-Camo,Purple-7,None,Run-Cbc,None,Colour-Tatts,Deep,None,None,Chest-Hair,Closed,Green,Spotty,Purple,19.38938829245985,965
966,Spikes,Vr4,Lumpy,Purple-7,Vest-2,None,TShirt-Navy,Black-Tatts,Wide,None,None,None,Gappy,Yellow,Waves,Purple,43.76664225036246,966
967,Flaps,Spiral,Camo,Red-6,None,Astro-Creepz,None,Colour-Tatts,Flared,None,Neon-Green,Black-Tatts,Checkerboard,Blue,Black-Tatts,Yellow,55.677157663524554,967
968,Armoured,Bowie-Red,Monster,Bones,None,Birds-Aren't-Real,None,Spots,Flared,None,None,Chest-Hair,Gappy,Green,Plain,Blue,20.945012431063173,968
969,Spikes,Stoned,Raptors,Red-7,None,Hy-Brazil,None,Sharp,Wide,None,None,Colour-Tatts,Scaly,Green,Curvy,Teal,25.711170225009834,969
970,Armoured,Crazed-Yellow,Line,Pink-2,Cardigan,None,None,Techno,Original,None,Neon-Green,None,Cheesy,Blue,Curvy,Green,39.96214825534892,970
971,Frills,Crazed-Yellow,Sombrero,Bones,None,Gorn,None,Bumps,Original,None,Orange,Colour-Tatts,Razor-Sharp,Green,Curvy,Teal,50.62553771964928,971
972,Armoured,Chameleon-Almond-Grey,Bucket-Burberry,Purple-8,Ngmi-Hoody,None,Sweater-White,Sharp,Wide,None,None,None,Disgusted,Blue,Colour-Tatts,Brown,45.93139734651469,972
973,Triple,Dopey-Green,Line,Pink-2,None,Lemuria-Wyoming-1,None,Bumps,Snouty,None,None,Chest-Hair,Spiky,Green,Colour-Tatts,Purple,22.306919820694898,973
974,Stubble,Weird-Pupil-Blue,Gatorade,Pink-4,None,Godziller,None,Markings,Original,None,Red,Black-Tatts,Cheesy,Grey,Mottled,Light-Green,54.97584589625015,974
975,Stubble,Chameleon-Circle-Green-2,Bucket-Orange,Green-6,Tech-2,None,TShirt-Navy,Markings,Flared,None,None,None,Befuddled,Purple,Spotty,Teal,52.31414829761671,975
976,Frills,Crosseyed-Green,Kruger,Red-4,None,Lemuria-Wyoming-2,None,Ovals,Snouty,None,None,Chest-Hair,Cheerful,Green,Stripy,Sky,24.052944070624967,976
977,Techno,Vertical-Red,Gatorade,Pink-6,Dyor-Hoody,None,None,Scales,Wide,None,None,None,Cheesy,Blue,Stripy,Purple,19.60914405810213,977
978,Flaps,Crazed-Grey,Backwards-Cap-Red,Orange-6,Ase-Chain-Gold,None,None,Techno,Original,None,Green,None,Razor-Sharp,Purple,Techno,Yellow,52.68314905456325,978
979,Frills,Sunglasses-1,Monster,Tech,Stormzy,None,TShirt-White,Scales,Deep,None,None,None,Checkerboard,Blue,Techno,Grey,45.812517650775916,979
980,Armoured,Vr1,Lumpy,Red-7,None,Flat-Earth,None,Black-Tatts,Snouty,None,None,Chest-Hair,Befuddled,Blue,Black-Tatts,Purple,20.62499608499096,980
981,Creases,Crazed-Green,Lumpy,Purple-6,None,Slugger,None,Techno,Deep,None,None,Chest-Hair,Cheerful,Green,Waves,Lilac,23.099674201772828,981
982,Spikes,Purple-Shades,Beanie-Creepz,Orange-9,Fire-Hoody,None,None,Colour-Tatts,Original,None,None,None,Cheerful,Green,Spotty,Blue,17.825020356441247,982
983,Stubble,White-Shades,Headband-1,Pink-1,None,Rcsa,None,Ovals,Wide,None,Green,Chest-Hair,Razor-Sharp,Green,Sharp,Blue,42.93893199065875,983
984,Flaps,Diamond,Dad-Cap-Pink,Pink-5,None,Dystopian,None,Scales,Flared,None,Green,None,Goofy,Blue,Curvy,Purple,35.05724314148841,984
985,Spots,Chameleon-Circle-Green-1,Gypsy-King,Flames,Gillet,None,Sweater-Turquoise,Hatching,Snouty,None,None,None,Gappy,Purple,Colour-Tatts,Yellow,54.76837563266488,985
986,Lines,Vr4,Purple-Camo,Purple-4,None,Tie-Dye-2,None,Flaps,Wide,None,Green,Chest-Hair,Goofy,Grey,Curvy,Purple,44.899729606136226,986
987,Flaps,Spiral,Gypsy-King,Bones,None,Lemuria-Wyoming-2,None,Sharp,Wide,None,None,Colour-Tatts,Cheesy,Purple,Black-Tatts,Blue,35.24660055186825,987
988,Spikes,Sunglasses-1,Bucket-Creepz,Green-5,None,Flat-Earth,None,Black-Tatts,Flared,None,None,Chest-Hair,Befuddled,Purple,Colour-Tatts,Yellow,33.36026187498306,988
989,Little-Bumps,Bosseyed-Green,Hermes,Green-9,Ase-Chain-Gold,None,None,Sharp,Deep,None,None,None,Closed,Purple,Mottled,Blue,23.367323011470138,989
990,Armoured,Squint-Blue,Lumpy,Red-9,None,Dyor-Sweater,None,Flaps,Flared,None,None,Chest-Hair,Disgusted,Yellow,Plain,Light-Blue,31.402676688509583,990
991,Armoured,Vr5,Creepz,Purple-3,Baggy-Beige,None,None,Techno,Wide,None,None,None,Razor-Sharp,Green,Mottled,Purple,14.805686013584326,991
992,Armoured,Weird-Pupil-Green,Military,Purple-8,None,Birds-Aren't-Real,None,Markings,Snouty,None,Gradient,Chest-Hair,Cheesy,Grey,Stripy,Light-Green,52.065175974406685,992
993,Soft-Spikes,Crosseyed-Yellow,Backwards-Cap-Blue,Green-7,None,Lousy-Lemuria,None,Spots,Flared,None,None,Chest-Hair,Scaly,Blue,Black-Tatts,Grey,25.0981278624465,993
994,Flaps,Dopey-Purple,Raptors,Orange-5,None,Gold-Suit,None,Ovals,Original,None,Green,Chest-Hair,Spiky,Grey,Stripy,Light-Green,50.36654312684566,994
995,Spots,Demon-Realm-1,Wizard,Purple-3,Bullets,None,TShirt-White,Speckled,Flared,None,Red,None,Cheesy,Grey,Waves,Purple,62.27367230562256,995
996,Soft-Spikes,Bowie-Pink,Jurassic,Tech,None,Cold-Blooded,None,Scales,Flared,None,None,Chest-Hair,Scaly,Yellow,Waves,Light-Blue,29.74482131087221,996
997,Soft-Spikes,Bosseyed-Red,Wizard,Red-9,None,Argyle-2,None,Colour-Tatts,Flared,None,None,Chest-Hair,Gappy,Blue,Curvy,Green,24.67265741704329,997
998,Flaps,Chameleon-Circle-Blue,Lu-Tang,Green-5,None,Lucky-Lizards,None,Spots,Wide,None,None,Black-Tatts,Cheerful,Grey,Techno,Blue,32.00565455165481,998
999,Armoured,Vr3,Military,Purple-9,Sneakers,None,TShirt-Black,Stripes,Original,None,Green,None,Cheesy,Green,Spotty,Sky,64.25485328682745,999
1000,Triple,Vr5,Lucifer,Pink-2,Ase-Chain-Gold,None,Sweater-White,Black-Tatts,Original,None,Green,None,Cheesy,Green,Spotty,Purple,60.707935528395865,1000
1001,Spots,Polycoria,Gypsy-King,Green-6,None,Burger-King,None,Mottling,Snouty,None,Orange,Chest-Hair,Grills,Grey,Plain,Green,53.362181784422546,1001
1002,Spikes,Glass,Raptors,Orange-4,None,None,None,Hatching,Deep,None,None,Colour-Tatts,Disgusted,Green,Spotty,Blue,8.044578420248758,1002
1003,Armoured,Vr3,Creepz-Trucker,Red-1,None,Cold-Blooded,None,Markings,Flared,None,Purple,Chest-Hair,Goofy,Grey,Stripy,Pink,49.413435359256205,1003
