,Colors,Chest,Arms,Jaws,Mask,Eyes,Helmet,Meka Type,Color,Material,Weapon,Legendary,Rarity score,Token Id
920,3.0,OG Heavy C1,OG Squadron 3,OG Trooper S1,OG Trooper M2,OG Rose E1,OG Delta Elite,OG Meka,Purple,None,None,None,16.557317220253402,921
921,4.0,OG Trooper C1,OG Solid Tank,OG Trooper S1,OG Sphere,OG Rose E1,OG Delta Trooper,OG Meka,Red,None,None,None,13.727643985670158,922
922,3.0,GAI Jingasa C1,GAI Youma,GAI Jingasa J1,GAI Bastion M2,White Square,GAI Jingasa H1,Gādian,Dark Brown,None,None,None,35.0149568990907,923
923,3.0,OG Heavy C2,OG Solid Tank,OG Sabotage S3,OG Last Breath,OG Rose E1,OG Radiant Trooper,OG Meka,White,None,None,None,14.893645732618607,924
924,4.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Jingasa M2,F9 White E0,F9 Spikes,F9,Grey,None,None,None,40.10346731859475,925
925,3.0,OG Trooper C1,OG Trooper A1,OG Rocket jaw,OG Trooper M1,OG Violet E1,OG Oblong Heavy,OG Meka,Dark Brown,None,OG Dawn Sword,None,36.62980321703164,926
926,3.0,MI Racer C1,MI Racer A1,MI Racer W1,MI Salamender,MI Pink Visor,MI Eagle,Mirage,Dark Brown,None,MI Rockets X,None,52.005456980973086,927
927,4.0,OG Trooper C2,OG Solid Tank,OG Sabotage S3,OG Sphere,OG Pink E0,OG Rombus Trooper,OG Meka,Light Green,None,None,None,29.984643353431462,928
928,3.0,MI Racer C1,MI Radar A1,MI Sonic J1,MI Kaiman,MI Pink Visor,MI Racer,Mirage,Dark Brown,None,None,None,29.034919743475857,929
929,4.0,OG Trooper C1,OG Trooper A1,OG Trooper S2,OG Trooper M2,OG Green E7,OG Rombus Trooper,OG Meka,Grey,None,None,None,18.6826139802524,930
930,3.0,OG Heavy C1,OG Squadron 4,OG Assault jaw,OG Sphere,OG White E13,OG Rombus Trooper,OG Meka,Camo Green,None,None,None,26.124288530102984,931
931,0.0,F9 Bastion C1,F9 Bastion,F9 Assault,F9 Heavy,F9 Green E7,F9 Ronin H2,F9,None,Camo green,None,None,70.56386338769585,932
932,3.0,OG Heavy C2,OG Trooper A1,OG Sabotage S3,OG Knight,OG Blue E4,OG Rombus Heavy,OG Meka,Grey,None,None,None,23.72152278646328,933
933,0.0,OG Trooper C1,OG Solid Tank,OG Trooper S2,OG Trooper M1,OG Rose E1,OG Quartz Heavy,OG Meka,None,Camo blue,None,None,43.385163014966935,934
934,0.0,MI Radar C1,MI Sonic A1,MI WS-1,MI Kaiman,MI Pink Visor,MI Eagle,Mirage,None,Camo green,None,None,68.02977709705021,935
935,4.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Monkey R-7,OG Rose E1,OG Quartz Trooper,OG Meka,Dark Brown,Silver Weapon,OG Cannons,None,57.1029906104879,936
936,4.0,OG Heavy C1,OG Trooper A2,OG Sabotage S3,OG Sphere,OG Blue E4,OG Delta Elite,OG Meka,Grey,None,None,None,24.08222398956148,937
937,3.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Bastion M2,F9 Red E3,F9 Ronin H2,F9,Dark Brown,None,None,None,37.188640590293694,938
938,4.0,OG Chest Brick,OG Arms Brick,OG Helmet Brick,OG Mask Brick,OG Glowing Eyes Brick,OG Helmet Brick,OG Meka,Yellow,Brick,None,None,62.042679153100124,939
939,5.0,MI Racer C1,MI Racer A1,MI Racer W2,MI Racer M1,MI Pink Visor,MI Racer,Mirage,Red,Silver Weapon,MI Ray guns,None,86.21027437700415,940
940,4.0,GAI Sōhei C1,GAI Jingasa A2,GAI Jingasa J1,GAI Youma,Pink Delta,GAI Youma H2,Gādian,White,None,GAI Gento,None,56.98542450219766,941
941,3.0,OG Trooper C1,OG Squadron 3,OG Trooper S2,OG Last Breath,OG Blue E4,OG Delta Trooper,OG Meka,White,None,None,None,11.442158381411225,942
942,3.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Heavy,OG Rose E1,OG Quartz Trooper,OG Meka,White,None,OG Smiley K1,None,25.802312847157477,943
943,3.0,OG Trooper C1,OG Trooper A2,OG Rocket jaw,OG Sphere,OG Rose E1,OG Delta Elite,OG Meka,Black,None,None,None,13.82213581862885,944
944,5.0,OG Chest Brick,OG Arms Brick,OG Helmet Brick,OG Mask Brick,OG Eyes Brick,OG Helmet Brick,OG Meka,Yellow,Brick,OG Canon Brick,None,92.70024832187681,945
945,3.0,OG Heavy C1,OG Solid Tank,OG Trooper S1,OG Monkey R-7,OG White E13,OG Delta Elite,OG Meka,White,None,None,None,15.306513733301966,946
946,0.0,OG Trooper C1,OG Squadron 4,OG Trooper S1,OG Monkey R-7,OG Rose E1,OG Rombus Master,OG Meka,None,Siberie,None,None,45.655860621798624,947
947,3.0,GAI Jingasa C1,GAI Jingasa A1,Brachyura,GAI Jingasa M2,Pink Circle,GAI Jingasa H1,Gādian,White,Silver Weapon,GAI Kochi x2,None,77.17749052504118,948
948,2.0,MI Radar C1,MI Racer A2,MI Sonar J2,MI Falcon M0,MI Red Visor,MI Racer,Mirage,Blue,None,None,None,48.760215019100066,949
949,0.0,MI Radar C1,MI Radar A1,MI Sonar J2,MI Kaiman,MI Aqua Eye,MI Eagle,Mirage,None,Camo blue,None,None,68.15220995583445,950
950,0.0,OG Trooper C1,OG Trooper A2,OG Trooper S2,OG Trooper M2,OG Violet E1,OG Oblong Elite,OG Meka,None,Silver Helmet,None,None,46.23312489146942,951
951,3.0,OG Trooper C1,OG Solid Tank,OG Trooper S1,OG Monkey R-9,OG Green E21,OG Darya Elite,OG Meka,Orange,None,None,None,20.112108432591874,952
952,3.0,OG Trooper C1,OG Trooper A2,OG Sabotage S3,OG Monkey R-7,OG Violet E1,OG Delta Elite,OG Meka,Orange,None,None,None,18.263797948612414,953
953,4.0,F9 Fortress C2,F9 Jingasa A1,F9 Assault,F9 Heavy,F9 Green E7,F9 Loop,F9,Light Green,None,None,None,43.48698896855832,954
954,0.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Trooper M1,OG Rose E1,OG Quartz Heavy,OG Meka,None,Siberie,None,None,40.00162798218414,955
955,4.0,OG Heavy C2,OG Squadron 3,OG Trooper S1,OG Sphere,OG Violet E1,OG Quartz Trooper,OG Meka,Grey,None,None,None,24.84341728491978,956
956,3.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Heavy,F9 Green E7,F9 Spikes,F9,Grey,None,None,None,34.83351537988399,957
957,3.0,OG Heavy C2,OG Squadron 4,OG Trooper S2,OG Trooper M2,OG Blue E4,OG Darya Trooper,OG Meka,White,None,None,None,17.89009651504059,958
958,4.0,MI Racer C2,MI Racer A1,MI Racer W1,MI Racer M1,MI Pink Visor,MI Racer H2,Mirage,White,None,None,None,28.928361649864755,959
959,5.0,MI Racer C1,MI Racer A2,MI Racer W1,MI Salamender,MI Pink Visor,MI Eagle,Mirage,Grey,None,None,None,43.144748966817964,960
960,2.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Knight,F9 Green E4,F9 Ronin H2,F9,Dark Brown,None,None,None,46.09229040458118,961
961,3.0,GAI Jingasa C1,GAI Jingasa A2,GAI Jingasa J1,GAI Bastion M2,White Square,GAI Bastion,Gādian,Grey,None,None,None,34.86340363375388,962
962,4.0,OG Heavy C1,OG Trooper A2,OG Trooper S1,OG Sphere,OG Rose E1,OG Delta Trooper,OG Meka,Grey,None,None,None,13.914995245741038,963
963,3.0,MI Radar C1,MI Racer A1,MI Sonic J2,MI Racer M1,MI Aqua Eye,MI Racer,Mirage,White,None,None,None,26.03885732562638,964
964,4.0,MI Racer C1,MI Racer A2,MI Racer W2,MI Salamender,MI Pink Visor,MI Racer,Mirage,Blue Grey,None,None,None,37.03953251922228,965
965,3.0,MI Racer C1,MI Radar A1,MI Sonar J2,MI Racer M1,MI Pink Visor,MI Radar,Mirage,Orange,Silver Helmet,None,None,52.95028956577238,966
966,4.0,OG Chest Brick,OG Arms Brick,OG Helmet Brick,OG Mask Brick,OG Eyes Brick,OG Helmet Brick,OG Meka,Red,Brick,None,None,61.69760408845947,967
967,4.0,OG Trooper C1,OG Trooper A1,OG Assault jaw,OG Sphere,OG Rose E1,OG Oblong Elite,OG Meka,Light Green,Silver Helmet,None,None,37.938646135347234,968
968,3.0,MI Radar C1,MI Radar A1,MI Falcon W1,MI Racer M1,MI Pink Visor,MI Racer,Mirage,Grey,None,None,None,28.60271798530814,969
969,4.0,OG Trooper C2,OG Solid Tank,OG Trooper S2,OG Monkey R-7,OG Violet E1,OG Quartz Heavy,OG Meka,Red,None,None,None,28.068714534923583,970
970,2.0,GAI Jingasa C1,GAI Youma,GAI Jingasa J1,GAI Jingasa M1,Pink Delta,GAI Jingasa H1,Gādian,Dark Brown,None,GAI Katana,None,64.1754994980401,971
971,4.0,F9 Fortress C2,F9 Jingasa A1,F9 Assault,F9 Bastion M1,F9 Red E3,F9 Ronin H2,F9,Blue,None,None,None,46.63177509495664,972
972,3.0,OG Trooper C1,OG Solid Tank,OG Trooper S2,OG Trooper M1,OG Pink E0,OG Oblong Elite,OG Meka,Blurple,None,None,None,19.07016428950766,973
973,3.0,OG Trooper C1,OG Solid Tank,OG Trooper S1,OG Monkey R-9,OG Blue E4,OG Darya Heavy,OG Meka,White,None,None,None,11.703522509431687,974
974,3.0,OG Trooper C1,OG Solid Tank,OG Sabotage S3,OG Last Breath,OG Rose E1,OG Delta Trooper,OG Meka,Camo Green,None,OG Smiley K1,None,36.27168840205599,975
975,2.0,OG Trooper C2,OG Trooper A2,OG Trooper S1,OG Trooper M1,OG Violet E1,OG Delta Trooper,OG Meka,Dark Brown,None,None,None,23.694443205983937,976
976,4.0,OG Heavy C1,OG Squadron 4,OG Trooper S1,OG Sphere,OG Rose E1,OG Darya Heavy,OG Meka,Grey,None,None,None,19.19872593220837,977
977,3.0,GAI Sōhei C1,GAI Sōhei A1,GAI Jingasa J1,GAI Jingasa M1,Red Hexa,GAI Janjin H1,Gādian,Purple,Silver Weapon,GAI Tessen x2,None,85.02590950917195,978
978,0.0,OG Trooper C1,OG Solid Tank,OG Trooper S1,OG Heavy,OG Rose E1,OG Darya Master,OG Meka,None,Camo blue,None,None,44.172141515290974,979
979,4.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Trooper M1,OG Rose E1,OG Radiant Trooper,OG Meka,Yellow,None,None,None,12.098542487684263,980
980,4.0,OG Trooper C1,OG Solid Tank,OG Trooper S1,OG Monkey R-9,OG Rose E1,OG Delta Elite,OG Meka,White,Silver Helmet,None,None,31.185506891533933,981
981,4.0,OG Trooper C2,OG Solid Tank,OG Trooper S1,OG Monkey R-7,OG Blue E4,OG Darya Trooper,OG Meka,White,None,None,None,19.92828071675875,982
982,3.0,OG Heavy C1,OG Trooper A1,OG Trooper S2,OG Sphere,OG Rose E1,OG Oblong Heavy,OG Meka,Grey,None,None,None,13.657712973989794,983
983,3.0,OG Trooper C1,OG Trooper A1,OG Trooper S2,OG Sphere,OG Violet E1,OG Darya Trooper,OG Meka,Dark Brown,None,None,None,12.289904091851202,984
984,3.0,F9 Bastion C1,F9 Jingasa A1,F9 Brackyura,F9 Bastion M2,F9 Green E4,F9 Spikes,F9,White,Silver Weapon,GAI Kochi,None,77.97679672971967,985
985,4.0,OG Trooper C1,OG Trooper A1,OG Assault jaw,OG Last Breath,OG Violet E1,OG Radiant Heavy,OG Meka,Dark Brown,None,None,None,19.479464079540968,986
986,5.0,OG Chest Brick,OG Arms Brick,OG Helmet Brick,OG Mask Brick,OG Glowing Eyes Brick,OG Helmet Brick,OG Meka,Blue,Brick,None,None,70.65886724375227,987
987,2.0,OG Heavy C1,OG Squadron 4,OG Trooper S2,OG Sphere,OG Blue E4,OG Rombus Elite,OG Meka,Blue,None,None,None,35.705772385654875,988
988,4.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Trooper M1,OG White E13,OG Radiant Elite,OG Meka,Light Green,None,None,None,18.482544526398915,989
989,0.0,F9 Bastion C1,F9 Bastion,F9 Assault,F9 Bastion M1,F9 Green E21,F9 Ronin H1,F9,None,Siberie,None,None,71.2315456581159,990
990,0.0,OG Trooper C2,OG Trooper A2,OG Sabotage S3,OG Trooper M2,OG Rose E1,OG Quartz Elite,OG Meka,None,Ghost,None,None,50.87744573912848,991
991,4.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Heavy,F9 Red E21,F9 Spikes,F9,Camo Green,None,GAI Katana x2,None,64.00163910394298,992
992,3.0,OG Trooper C2,OG Trooper A1,OG Trooper S1,OG Heavy,OG Rose E1,OG Darya Trooper,OG Meka,White,None,None,None,8.01631972494011,993
993,4.0,OG Trooper C1,OG Solid Tank,OG Trooper S1,OG Heavy,OG Rose E1,OG Radiant Elite,OG Meka,Dark Brown,None,None,None,14.286245760337202,994
994,3.0,MI Racer C1,MI Sonic A1,MI WS-1,MI Radar M1,MI Aqua Eye,MI Radar,Mirage,Grey,None,None,None,34.42840648764658,995
995,4.0,GAI Sōhei C2,GAI Jingasa A2,Bastion J1,GAI Bastion M1,Cyan Square,GAI Tetra H1,Gādian,White,None,None,None,38.46004867268442,996
996,3.0,OG Trooper C1,OG Squadron 3,OG Trooper S1,OG Heavy,OG Rose E1,OG Rombus Trooper,OG Meka,Light Green,None,None,None,12.502876536678652,997
997,4.0,OG Trooper C1,OG Trooper A1,OG Assault jaw,OG Filter,OG Rose E1,OG Delta Trooper,OG Meka,Grey,None,None,None,12.308526012849418,998
998,5.0,OG Heavy C1,OG Trooper A1,OG Assault jaw,OG Trooper M1,OG Rose E1,OG Delta Trooper,OG Meka,Yellow,None,None,None,25.55821685551416,999
999,4.0,OG Heavy C2,OG Solid Tank,OG Trooper S2,OG Mantis,OG Blue E4,OG Darya Elite,OG Meka,White,None,None,None,23.492522779046887,1000
1000,4.0,F9 Fortress C1,F9 Jingasa A1,F9 Assault,F9 Assault,F9 Green E4,F9 Spikes,F9,Soft Red,None,GAI Katana,None,66.5237791734385,1001
1001,4.0,OG Trooper C2,OG Trooper A2,OG Assault jaw,OG Sphere,OG Rose E1,OG Radiant Heavy,OG Meka,Light Green,None,None,None,22.117796035268398,1002
1002,3.0,MI Radar C1,MI Racer A1,MI Racer W1,MI Racer M1,MI Aqua Eye,MI Radar,Mirage,White,None,None,None,26.122714897530063,1003
1003,5.0,MI Radar C1,MI Radar A1,MI WS-1,MI Racer M1,MI Aqua Eye,MI Sonar,Mirage,Grey,Gold Helmet,None,None,67.12692389927207,1004
1004,4.0,OG Trooper C1,OG Trooper A2,OG Trooper S2,OG Sphere,OG Violet E1,OG Radiant Heavy,OG Meka,Dark Brown,None,None,None,17.808642350477882,1005
1005,4.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Heavy,OG Rose E1,OG Delta Trooper,OG Meka,Dark Grey,None,None,None,13.217975163787083,1006
1006,3.0,MI Racer C1,MI Radar A1,MI WS-2,MI Racer M1,MI Pink Visor,MI Racer,Mirage,White,None,None,None,22.383880305301084,1007
1007,2.0,OG Trooper C1,OG Trooper A2,OG Assault jaw,OG Trooper M1,OG Rose E1,OG Rombus Elite,OG Meka,Grey,None,None,None,19.75297689535648,1008
1008,3.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Trooper M2,OG Rose E1,OG Delta Elite,OG Meka,White,None,OG Omega,None,24.46709241110069,1009
1009,2.0,OG Heavy C1,OG Trooper A2,OG Trooper S1,OG Trooper M1,OG Blue E4,OG Delta Trooper,OG Meka,Light Green,None,None,None,25.465154844089582,1010
1010,4.0,GAI Jingasa C1,GAI Jingasa A2,GAI Jingasa J1,GAI Jingasa M1,White Square,GAI Bastion,Gādian,Red,None,None,None,40.02942657262254,1011
1011,3.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Bastion M1,F9 Green E4,F9 Ronin H1,F9,Blurple,None,GAI Enten,None,61.47373571547082,1012
1012,0.0,MI Radar C1,MI Sonic A1,MI WS-2,MI Salamender,MI Red Visor,MI Racer H2,Mirage,None,Camo blue,None,None,71.586977119367,1013
1013,2.0,MI Racer C1,MI Racer A1,MI Racer W2,MI Racer M1,MI Aqua Eye,MI Racer,Mirage,White,None,MI Ray guns,None,56.40340910140114,1014
1014,3.0,OG Heavy C1,OG Trooper A1,OG Assault jaw,OG Heavy,OG Rose E1,OG Rombus Trooper,OG Meka,Dark Brown,None,None,None,14.860804643069914,1015
1015,3.0,OG Trooper C2,OG Trooper A2,OG Sabotage S3,OG Trooper M1,OG Rose E1,OG Rombus Heavy,OG Meka,White,None,None,None,11.080958092526712,1016
1016,4.0,MI Racer C1,MI Radar A1,MI Racer W2,MI Salamender,MI Pink Visor,MI Radar,Mirage,Light Green,None,None,None,35.61095025465757,1017
1017,0.0,GAI Jingasa C1,GAI Jingasa A2,GAI Jingasa J1,GAI Jingasa M1,Pink Circle,GAI Bastion,Gādian,None,Silver Helmet,None,None,65.87808682790379,1018
1018,4.0,OG Trooper C1,OG Trooper A1,OG Trooper S2,OG Monkey R-7,OG Violet E1,OG Delta Heavy,OG Meka,White,None,None,None,13.496359651490511,1019
1019,4.0,MI Racer C1,MI Racer A1,MI Racer W1,MI Racer M1,MI Pink Visor,MI Racer,Mirage,Orange,None,None,None,32.70367982606813,1020
1020,0.0,F9 Bastion C1,F9 Jingasa A2,F9 Assault,F9 Bastion M1,F9 Green E7,F9 Kagen,F9,None,Siberie,None,None,70.97993589231572,1021
1021,4.0,OG Trooper C1,OG Trooper A2,OG Rocket jaw,OG Trooper M1,OG Violet E1,OG Delta Trooper,OG Meka,Orange,None,None,None,19.372588022729552,1022
1022,4.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Monkey,F9 Green E7,F9 Ronin H2,F9,Dark Brown,None,None,None,40.49727492044057,1023
1023,3.0,F9 Bastion C1,F9 Jingasa A1,F9 Brackyura,F9 Bastion M1,F9 Green E7,F9 Loop,F9,White,None,None,None,33.61541804608908,1024
1024,3.0,OG Heavy C1,OG Trooper A1,OG Assault jaw,OG Trooper M1,OG Rose E1,OG Delta Trooper,OG Meka,White,None,None,None,6.177500384798374,1025
1025,4.0,MI Racer C1,MI Radar A1,MI Storm,MI Salamender,MI Aqua Eye,MI Racer H2,Mirage,Yellow,None,None,None,39.68160005574038,1026
1026,2.0,OG Trooper C1,OG Squadron 3,OG Trooper S1,OG Monkey R-9,OG Green E7,OG Oblong Elite,OG Meka,Black,None,None,None,30.516297292571863,1027
1027,5.0,GAI Youma,GAI Sōhei A1,GAI Jingasa J1,GAI Jingasa M1,Pink Delta,GAI Janjin H2,Gādian,Grey,None,None,None,47.01814938331147,1028
1028,3.0,OG Heavy C1,OG Trooper A1,OG Rocket jaw,OG Filter,OG Rose E1,OG Delta Trooper,OG Meka,White,None,None,None,9.151736418311488,1029
1029,3.0,OG Heavy C1,OG Trooper A2,OG Sabotage S7,OG Filter,OG Rose E1,OG Delta Trooper,OG Meka,Light Green,None,None,None,15.476934650353968,1030
1030,3.0,MI Racer C2,MI Racer A1,MI Racer W2,MI Racer M1,MI Pink Visor,MI Racer,Mirage,Dark Brown,Gold Weapon,MI Rockets,None,74.34189047690238,1031
1031,3.0,OG Trooper C1,OG Squadron 4,OG Trooper S1,OG Trooper M1,OG Rose E1,OG Delta Trooper,OG Meka,Purple,None,None,None,10.009065550492345,1032
1032,4.0,GAI Jingasa C1,GAI Jingasa A2,GAI Jingasa J1,GAI Bastion M2,Red Hexa,GAI Jingasa H1,Gādian,Grey,None,None,None,38.45250933681756,1033
1033,0.0,MI Radar C1,MI Sonic A1,MI WS-1,MI Racer M2,MI Pink Visor,MI Racer H2,Mirage,None,Silver Helmet,None,None,65.80122258097376,1034
1034,3.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Trooper M2,OG Rose E1,OG Delta Heavy,OG Meka,Grey,None,None,None,7.593497020756076,1035
1035,4.0,OG Trooper C1,OG Trooper A2,OG Sabotage S7,OG Pain,OG Blue E4,OG Delta Heavy,OG Meka,Red,None,None,None,24.81429291527589,1036
1036,3.0,OG Trooper C1,OG Trooper A1,OG Trooper S2,OG Trooper M2,OG Violet E1,OG Quartz Elite,OG Meka,Dark Brown,Silver Helmet,OG Omega x2,None,57.79396701465195,1037
1037,2.0,OG Heavy C2,OG Trooper A1,OG Assault jaw,OG Sphere,OG Violet E1,OG Quartz Trooper,OG Meka,White,None,None,None,26.052840282139268,1038
1038,4.0,OG Heavy C1,OG Trooper A2,OG Sabotage S7,OG Trooper M1,OG Blue E4,OG Delta Elite,OG Meka,Dark Grey,Silver Weapon,OG Dawn Sword,None,71.2573329278879,1039
1039,3.0,OG Trooper C1,OG Solid Tank,OG Sabotage S3,OG Trooper M1,OG Pink E0,OG Delta Elite,OG Meka,White,None,None,None,11.851918804801432,1040
1040,2.0,OG Trooper C1,OG Trooper A1,OG Sabotage S3,OG Monkey R-9,OG Rose E1,OG Darya Trooper,OG Meka,White,None,None,None,16.489051316637486,1041
1041,3.0,OG Trooper C2,OG Trooper A2,OG Trooper S1,OG Sphere,OG White E13,OG Delta Elite,OG Meka,Black,None,None,None,21.447416323487385,1042
1042,0.0,F9 Fortress C1,F9 Bastion,F9 Assault,F9 Heavy,F9 Green E4,F9 Kagen,F9,None,Gold Helmet,None,None,72.22829241297877,1043
1043,3.0,MI Sonic C1,MI Radar A1,MI Sonar J2,MI Kaiman,MI Pink Visor,MI Radar,Mirage,Dark Grey,None,None,None,36.247205279792745,1044
1044,4.0,GAI Sōhei C1,GAI Yasuke,GAI Jingasa J1,GAI Jingasa M1,Pink Delta,GAI Janjin H2,Gādian,Grey,None,None,None,38.67190782822668,1045
1045,3.0,OG Trooper C2,OG Trooper A2,OG Trooper S2,OG Filter,OG Violet E1,OG Delta Trooper,OG Meka,Pastel Blue,None,OG Smiley K1,None,43.141453546946366,1046
1046,3.0,OG Trooper C1,OG Trooper A1,OG Sabotage S3,OG Sphere,OG Pink E0,OG Oblong Heavy,OG Meka,Dark Brown,None,None,None,16.747897684131747,1047
1047,3.0,MI Racer C1,MI Racer A1,MI Racer W2,MI Racer M1,MI Pink Visor,MI Racer,Mirage,White,None,None,None,21.789944328636057,1048
1048,3.0,MI Racer C1,MI Racer A1,MI Racer W2,MI Radar M1,MI Aqua Eye,MI Racer,Mirage,White,None,None,None,26.05805600943048,1049
1049,4.0,OG Heavy C1,OG Solid Tank,OG Trooper S1,OG Filter,OG Violet E1,OG Delta Trooper,OG Meka,White,None,OG Gatling Gun,None,38.03600077900872,1050
1050,3.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9Youma,F9 Green E4,F9 Ronin H1,F9,Dark Brown,None,None,None,35.80471806886701,1051
1051,4.0,OG Trooper C1,OG Trooper A2,OG Trooper S2,OG Trooper M1,OG Blue E4,OG Radiant Heavy,OG Meka,White,None,None,None,13.048112164317699,1052
1052,3.0,OG Heavy C2,OG Trooper A2,OG Trooper S2,OG Trooper M1,OG Red E0,OG Oblong Heavy,OG Meka,White,None,None,None,16.17096440679964,1053
1053,3.0,GAI Jingasa C1,GAI Sōhei A1,GAI Jingasa J1,GAI Jingasa M2,Pink Delta,GAI Tetra H2,Gādian,Dark Brown,None,None,None,33.82145187807838,1054
1054,3.0,GAI Youma,GAI Yasuke,GAI Jingasa J1,GAI Youma,Pink Circle,GAI Youma H1,Gādian,Purple,Silver Helmet,None,None,63.22921531033878,1055
1055,4.0,GAI Sōhei C1,GAI Jingasa A1,Bastion J1,GAI Jingasa M2,Pink Delta,GAI Youma H2,Gādian,Light Green,Gold Helmet,None,None,65.51192088647126,1056
1056,4.0,MI Racer C1,MI Racer A1,MI Sonic J2,MI Salamender,MI Aqua Eye,MI Racer,Mirage,White,None,None,None,30.837945033767777,1057
1057,3.0,OG Heavy C1,OG Trooper A1,OG Assault jaw,OG Heavy,OG Rose E1,OG Delta Elite,OG Meka,White,Silver Helmet,OG Dawn Sword,None,53.94366009523775,1058
1058,3.0,OG Heavy C2,OG Trooper A2,OG Assault jaw,OG Trooper M2,OG Rose E1,OG Oblong Elite,OG Meka,Orange,None,OG Gatling Gun,None,41.670912901683934,1059
1059,4.0,MI Radar C1,MI Racer A1,MI Sonic J2,MI Racer M2,MI White Visor,MI Racer,Mirage,Dark Brown,None,MI Ray guns,None,59.355554701455304,1060
1060,3.0,GAI Jingasa C1,GAI Jingasa A2,GAI Jingasa J1,GAI Jingasa M1,Green Circle,GAI Jingasa H1,Gādian,White,None,None,None,28.23841517939573,1061
1061,0.0,OG Trooper C2,OG Squadron 4,OG Trooper S1,OG Trooper M1,OG Rose E1,OG Rombus Master,OG Meka,None,Camo blue,OG Omega x2,None,71.56617208318696,1062
1062,3.0,OG Trooper C1,OG Trooper A2,OG Trooper S2,OG Last Breath,OG Violet E1,OG Darya Elite,OG Meka,White,None,None,None,10.222950905157607,1063
1063,3.0,OG Trooper C2,OG Trooper A1,OG Assault jaw,OG Heavy,OG Green E7,OG Radiant Heavy,OG Meka,White,None,OG Plasma Ray,None,40.62953496390539,1064
1064,3.0,MI Racer C2,MI Racer A2,MI WS-2,MI Racer M1,MI Pink Visor,MI Racer,Mirage,Dark Brown,None,None,None,30.3155166168057,1065
1065,4.0,F9 Fortress C2,F9 Jingasa A1,F9 Assault,F9 Heavy,F9 Red E21,F9 Spikes,F9,Orange,None,None,None,44.41892115429026,1066
1066,3.0,OG Trooper C1,OG Trooper A1,OG Assault jaw,OG Monkey R-9,OG Rose E1,OG Radiant Trooper,OG Meka,Dark Brown,None,None,None,10.622312295274227,1067
1067,3.0,F9 Fortress C1,F9 Jingasa A2,F9 Assault,F9 Heavy,F9 Green E7,F9 Ronin H1,F9,Dark Brown,None,None,None,37.94027192348884,1068
1068,3.0,GAI Jingasa C1,GAI Jingasa A2,GAI Jingasa J1,GAI Jingasa M1,Pink Delta,GAI Jingasa H1,Gādian,Dark Brown,None,None,None,30.927693562096852,1069
1069,1.0,OG Trooper C1,OG Solid Tank,OG Trooper S2,OG Pain,OG Rose E1,OG Darya Trooper,OG Meka,Light Green,None,OG Cannons,None,48.4586019621072,1070
1070,0.0,MI Racer C2,MI Radar A1,MI WS-1,MI Radar M1,MI Aqua Eye,MI Sonar,Mirage,None,Camo blue,MI Rockets X,None,91.31932464240073,1071
1071,4.0,OG Heavy C1,OG Solid Tank,OG Trooper S1,OG Knight,OG Rose E1,OG Delta Elite,OG Meka,Light Green,None,None,None,19.643730454646782,1072
1072,0.0,GAI Sōhei C1,GAI Jingasa A2,GAI Jingasa J1,GAI Jingasa M1,Green Circle,GAI Citadel,Gādian,None,Siberie,GAI Kochi,None,91.69956912288926,1073
1073,4.0,MI Radar C1,MI Racer A1,MI Sonic J1,MI Racer M2,MI Pink Visor,MI Sonar,Mirage,Red,None,None,None,37.72368634619115,1074
1074,3.0,OG Trooper C1,OG Trooper A2,OG Sabotage S7,OG Sphere,OG Violet E1,OG Darya Trooper,OG Meka,White,None,None,None,10.422904573121622,1075
1075,0.0,OG Trooper C2,OG Squadron 4,OG Trooper S1,OG Trooper M1,OG Green E7,OG Oblong Elite,OG Meka,None,Carbon,None,None,54.68308657708215,1076
1076,3.0,OG Heavy C1,OG Trooper A1,OG Sabotage S7,OG Trooper M1,OG Pink E0,OG Quartz Elite,OG Meka,White,Silver Helmet,OG Solid Blade,None,60.13582929538971,1077
