,hat under headphones,smoke,headphones,mouth,eyes,type,background,shirt,4:20 watch,long hair,beard,short hair,hat over headphones,chain,1/1,Rarity score,Token Id
1503,knit san fran,cig white,black headphones,flat,vr,charcoal mfer,orange,hoodie down white,None,None,None,None,None,None,None,56.16343406803782,1503
1504,bandana red,cig white,white headphones,smile,regular eyes,plain mfer,blue,collared shirt white,None,None,full beard,None,None,None,None,44.581476746958884,1504
1505,headband blue/white,cig white,pink headphones,smile,regular eyes,plain mfer,green,hoodie down green,sub red,long hair black,full beard,None,None,None,None,62.07002239603652,1505
1506,None,None,white headphones,flat,regular eyes,charcoal mfer,orange,None,sub black,None,None,mohawk green,None,None,None,41.57146800589401,1506
1507,None,cig white,white headphones,smile,regular eyes,charcoal mfer,blue,collared shirt pink,sub rose,None,None,None,None,None,None,22.715224251547987,1507
1508,None,cig black,white headphones,smile,regular eyes,plain mfer,red,collared shirt white,sub black,None,None,None,None,None,None,14.877052255044662,1508
1509,headband pink/white,cig white,pink headphones,smile,regular eyes,plain mfer,yellow,None,None,None,None,None,None,None,None,20.989491972561062,1509
1510,None,cig black,white headphones,smile,regular eyes,charcoal mfer,green,collared shirt white,sub red,None,full beard,messy black,None,None,None,53.320708472924295,1510
1511,None,cig black,green headphones,smile,regular eyes,charcoal mfer,orange,None,sub black,None,None,messy yellow,None,None,None,28.282033820960113,1511
1512,None,None,white headphones,smile,regular eyes,charcoal mfer,blue,collared shirt white,sub black,None,None,None,None,None,None,22.836353506259982,1512
1513,None,cig black,gold headphones,smile,regular eyes,plain mfer,green,None,sub turquoise,long hair black,full beard,None,None,None,None,40.17202100873533,1513
1514,None,cig black,black headphones,smile,regular eyes,charcoal mfer,orange,collared shirt blue,sub black,None,None,mohawk blue,None,None,None,32.292557223560756,1514
1515,None,pipe,white headphones,smile,regular eyes,plain mfer,red,collared shirt blue,sub red,None,None,None,None,None,None,22.53984529540502,1515
1516,None,cig black,blue headphones,smile,eye mask,charcoal mfer,yellow,hoodie down pink,sub red,long hair black,full beard,None,None,None,None,67.54858675162602,1516
1517,None,cig white,black headphones,smile,regular eyes,plain mfer,orange,None,sub lantern (green),long hair yellow,None,None,None,None,None,18.041871518229424,1517
1518,knit pittsburgh,cig white,black headphones,smile,regular eyes,plain mfer,orange,collared shirt white,None,None,None,None,None,None,None,25.11304443507594,1518
1519,None,cig black,red headphones,flat,regular eyes,plain mfer,yellow,None,sub rose,None,None,None,None,None,None,23.552873223196016,1519
1520,bandana dark gray,None,white headphones,smile,regular eyes,plain mfer,yellow,None,sub lantern (green),None,None,None,None,None,None,25.706582041971842,1520
1521,None,cig white,black headphones,smile,regular eyes,plain mfer,red,None,sub lantern (green),None,None,None,None,silver chain,None,23.54623776142871,1521
1522,None,cig white,black headphones,smile,regular eyes,plain mfer,yellow,collared shirt pink,oyster silver,None,None,None,None,None,None,14.248113362169034,1522
1523,None,cig black,black headphones,smile,shades,plain mfer,red,hoodie down gray,None,None,None,None,None,None,None,24.97115195825603,1523
1524,knit buffalo,cig white,white headphones,smile,regular eyes,plain mfer,yellow,collared shirt blue,oyster silver,None,None,None,None,None,None,31.5869091840936,1524
1525,None,cig black,black headphones,smile,3D glasses,charcoal mfer,blue,None,sub blue,None,None,None,None,silver chain,None,41.04085485426891,1525
1526,knit new york,pipe,lined headphones,smile,regular eyes,charcoal mfer,blue,None,sub black,None,None,None,None,None,None,33.93497990183479,1526
1527,None,cig white,blue headphones,smile,nerd glasses,plain mfer,blue,None,sub blue,long hair black,None,None,None,None,None,36.24301709200634,1527
1528,None,pipe,white headphones,smile,regular eyes,plain mfer,red,collared shirt white,sub blue,None,None,None,None,None,None,23.76820126603261,1528
1529,None,cig black,black headphones,flat,nerd glasses,plain mfer,blue,None,sub lantern (green),None,None,None,None,None,None,29.96580609248757,1529
1530,None,cig white,black headphones,smile,regular eyes,plain mfer,yellow,hoodie down green,None,None,None,None,None,None,None,11.48834383468635,1530
1531,None,cig black,black headphones,smile,regular eyes,plain mfer,blue,None,oyster silver,long hair yellow,full beard,None,None,None,None,33.43952819557139,1531
1532,None,cig white,green headphones,smile,regular eyes,plain mfer,red,hoodie down white,sub black,None,None,None,None,None,None,18.5141758156686,1532
1533,headband green/white,cig white,white headphones,smile,regular eyes,plain mfer,yellow,None,oyster gold,long hair black,None,None,None,None,None,33.52089128898199,1533
1534,None,pipe,black headphones,smile,nerd glasses,charcoal mfer,yellow,None,sub red,None,None,None,cowboy hat,None,None,46.202334386531554,1534
1535,None,cig black,black headphones,smile,zombie eyes,zombie mfer,graveyard,None,sub cola (blue/red),None,None,None,None,None,None,36.10132169046694,1535
1536,None,cig black,white headphones,smile,regular eyes,charcoal mfer,red,hoodie down blue,sub cola (blue/red),None,None,mohawk black,None,None,None,39.79610014546381,1536
1537,None,None,pink headphones,flat,regular eyes,charcoal mfer,green,None,None,None,None,None,None,silver chain,None,46.077017267507195,1537
1538,None,None,black headphones,smile,zombie eyes,zombie mfer,graveyard,hoodie down red,sub blue,None,None,None,cowboy hat,None,None,70.19931584724387,1538
1539,None,cig black,red headphones,smile,regular eyes,plain mfer,red,collared shirt blue,sub black,None,None,None,None,None,None,18.63535554621931,1539
1540,None,None,black headphones,smile,regular eyes,plain mfer,yellow,collared shirt blue,sub turquoise,None,None,None,None,None,None,19.128269544283675,1540
1541,None,pipe,white headphones,smile,vr,charcoal mfer,orange,hoodie down white,None,None,None,None,None,None,None,38.79164139201734,1541
1542,bandana dark gray,None,black headphones,smile,regular eyes,plain mfer,red,None,sub black,None,None,None,None,None,None,19.821641816467544,1542
1543,knit kc,cig white,black headphones,smile,regular eyes,plain mfer,orange,None,None,None,None,None,None,None,None,14.845433183079756,1543
1544,knit pittsburgh,None,black headphones,smile,regular eyes,plain mfer,orange,hoodie down red,sub rose,None,None,None,None,None,None,34.83313324401113,1544
1545,None,cig white,white headphones,smile,shades,plain mfer,orange,None,sub black,long hair black,None,None,None,silver chain,None,49.17858451056853,1545
1546,None,cig white,black headphones,smile,regular eyes,charcoal mfer,orange,None,sub black,None,None,mohawk black,None,None,None,21.657560752179567,1546
1547,cap monochrome,cig white,blue headphones,smile,eye mask,charcoal mfer,blue,None,sub turquoise,long hair black,None,None,None,None,None,55.96513267677714,1547
1548,None,pipe,white headphones,flat,regular eyes,plain mfer,orange,None,sub black,long hair black,None,None,None,None,None,34.548677602886116,1548
1549,knit pittsburgh,pipe,black headphones,smile,regular eyes,charcoal mfer,blue,None,sub turquoise,None,None,None,None,None,None,29.03208902983162,1549
1550,beanie monochrome,cig black,white headphones,flat,regular eyes,plain mfer,red,None,sub blue,long hair yellow,None,None,None,None,None,47.869153008216095,1550
1551,None,cig black,black headphones,flat,regular eyes,plain mfer,yellow,None,None,None,None,None,None,None,None,12.516105550183987,1551
1552,None,None,pink headphones,smile,regular eyes,plain mfer,blue,None,sub black,None,None,None,None,None,None,11.327759582369573,1552
1553,None,cig black,white headphones,smile,regular eyes,plain mfer,yellow,None,sub bat (blue/black),long hair black,None,None,None,None,None,19.896813217824402,1553
1554,knit las vegas,pipe,pink headphones,smile,regular eyes,charcoal mfer,yellow,None,sub red,long hair black,None,None,None,silver chain,None,64.09589187825996,1554
1555,cap monochrome,cig black,pink headphones,flat,regular eyes,charcoal mfer,orange,collared shirt white,sub black,None,None,None,None,None,None,48.10945835407993,1555
1556,None,cig black,black headphones,smile,3D glasses,plain mfer,orange,None,sub rose,None,None,None,None,None,None,18.89637657392653,1556
1557,None,cig white,white headphones,flat,regular eyes,plain mfer,green,hoodie down gray,sub black,None,None,None,None,None,None,27.166678115064702,1557
1558,None,cig white,black headphones,smile,regular eyes,charcoal mfer,orange,hoodie down white,oyster gold,None,None,None,None,None,None,18.82106188650401,1558
1559,None,pipe,black headphones,smile,eye mask,plain mfer,orange,None,sub black,None,None,messy purple,None,gold chain,None,58.4692107929746,1559
1560,None,None,black headphones,smile,regular eyes,plain mfer,blue,hoodie down green,None,None,None,None,None,None,None,15.430572594560926,1560
1561,None,cig black,black headphones,smile,regular eyes,plain mfer,blue,None,None,None,None,mohawk pink,None,None,None,16.97198421493597,1561
1562,None,None,green headphones,smile,regular eyes,charcoal mfer,orange,collared shirt white,sub red,long hair yellow,None,None,None,None,None,41.14977069372519,1562
1563,None,None,black headphones,smile,regular eyes,plain mfer,green,hoodie down green,sub black,None,None,None,cowboy hat,None,None,36.19905809283797,1563
1564,bandana dark gray,None,black headphones,smile,eye mask,plain mfer,yellow,collared shirt white,sub black,None,None,None,None,None,None,44.4353647098814,1564
1565,None,None,white headphones,flat,regular eyes,charcoal mfer,green,hoodie down white,sub lantern (green),None,None,None,None,None,None,38.49493587719023,1565
1566,None,cig white,blue headphones,smile,regular eyes,charcoal mfer,red,None,sub black,None,None,None,None,None,None,12.767063461790434,1566
1567,None,cig white,black headphones,smile,regular eyes,ape mfer,tree,None,None,None,None,None,top hat,None,None,36.4456297939701,1567
1568,None,cig white,white headphones,smile,regular eyes,plain mfer,orange,hoodie down gray,None,None,None,messy yellow,None,None,None,30.661305045620026,1568
1569,cap monochrome,None,black headphones,smile,regular eyes,charcoal mfer,yellow,None,sub red,None,full beard,None,None,None,None,41.59018276229497,1569
1570,cap purple,cig white,black headphones,smile,purple shades,charcoal mfer,blue,None,oyster gold,None,None,None,None,None,None,36.70870136366612,1570
1571,None,cig white,black headphones,flat,regular eyes,plain mfer,yellow,None,None,None,None,None,None,silver chain,None,31.757738266824287,1571
1572,bandana red,cig black,black headphones,smile,regular eyes,charcoal mfer,blue,None,sub blue,None,None,None,None,None,None,21.810353902930693,1572
1573,headband pink/white,cig white,pink headphones,smile,regular eyes,plain mfer,red,None,None,None,None,None,None,silver chain,None,40.303526884192706,1573
1574,None,cig white,black headphones,smile,regular eyes,charcoal mfer,blue,collared shirt white,sub lantern (green),None,None,None,None,None,None,18.37609412368202,1574
1575,bandana dark gray,cig white,black headphones,smile,regular eyes,plain mfer,green,None,sub blue,None,None,None,None,None,None,17.855839833783836,1575
1576,None,None,black headphones,flat,purple shades,charcoal mfer,orange,hoodie down white,sub red,None,None,None,None,None,None,47.32201429325965,1576
1577,None,None,green headphones,flat,regular eyes,plain mfer,yellow,None,sub black,None,None,mohawk pink,None,None,None,41.14958761926919,1577
1578,headband green/white,cig black,black headphones,smile,regular eyes,charcoal mfer,orange,None,sub black,None,None,None,None,None,None,19.443432653014188,1578
1579,knit cleveland,cig white,white headphones,smile,regular eyes,plain mfer,red,None,sub red,None,full beard,None,None,None,None,36.87789971041119,1579
1580,knit miami,None,white headphones,smile,regular eyes,charcoal mfer,orange,collared shirt pink,oyster gold,None,None,None,None,None,None,41.174950108321845,1580
1581,None,cig black,red headphones,smile,shades,charcoal mfer,red,hoodie down green,sub red,None,None,mohawk blue,None,None,None,55.01905518243606,1581
1582,None,cig white,black headphones,flat,regular eyes,plain mfer,green,None,sub bat (blue/black),None,None,mohawk blue,None,None,None,34.06814551904789,1582
1583,None,cig black,green headphones,smile,regular eyes,plain mfer,orange,None,sub black,long hair black,None,None,None,None,None,19.105057233338556,1583
1584,knit kc,cig black,white headphones,smile,nerd glasses,plain mfer,yellow,None,argo white,None,None,None,None,None,None,36.70688333592535,1584
1585,None,cig black,black headphones,smile,vr,charcoal mfer,yellow,None,sub red,None,full beard,messy red,None,None,None,54.028563080580994,1585
1586,None,cig white,black headphones,smile,vr,charcoal mfer,orange,None,oyster silver,long hair yellow,None,None,None,None,None,35.62884432590219,1586
1587,None,cig black,pink headphones,smile,regular eyes,charcoal mfer,green,hoodie down red,None,None,None,None,None,None,None,21.896327365907016,1587
1588,None,cig black,black headphones,smile,eye mask,plain mfer,green,hoodie down blue,sub black,None,None,mohawk pink,None,None,None,43.45138290346864,1588
1589,None,cig black,pink headphones,smile,regular eyes,charcoal mfer,orange,hoodie down green,sub black,None,full beard,None,None,None,None,38.8666468165273,1589
